bodyID,Volume,3DHBSh,Aqua-Calc,Article 1987
0658,0.07559242,77.56,76.35,79.34
0659,0.10514643,107.88,106.2,108.46
0660,0.07147468,73.33,72.19,75.28
0661,0.10678277,109.56,107.85,110.07
0662,0.06111412,62.7,61.73,65.07
0663,0.06868808,70.47,69.37,72.54
0664,0.08964869,91.98,90.55,93.19
0665,0.09313767,95.56,94.07,96.63
0666,0.07892632,80.98,79.72,82.62
0667,0.07950916,81.58,80.3,83.2
0668,0.09496364,97.43,95.91,98.42
0669,0.07506132,77.01,75.81,78.82
0670,0.07897161,81.02,79.76,82.67
0671,0.06923719,71.04,69.93,73.08
0672,0.06618592,67.91,66.85,70.07
0673,0.06415864,65.83,64.8,68.07
0674,0.0938739,96.31,94.81,97.35
0675,0.07188466,73.75,72.6,75.69
0676,0.06891916,70.71,69.61,72.76
0677,0.0923482,94.75,93.27,95.85
0678,0.07722502,79.23,78.0,80.95
0679,0.08314446,85.31,83.98,86.78
0680,0.05975644,61.31,60.35,63.74
0681,0.07664246,78.64,77.41,80.37
0682,0.08524257,87.46,86.09,88.85
0683,0.06988458,71.7,70.58,73.72
0684,0.07774214,79.76,78.52,81.46
0685,0.08412823,86.32,84.97,87.75
0686,0.08052385,82.62,81.33,84.2
0687,0.06848959,70.27,69.17,72.34
0688,0.0827962,84.95,83.62,86.44
0689,0.07838028,80.42,79.16,82.09
0690,0.08943877,91.76,90.33,92.98
0691,0.06898594,70.78,69.68,72.83
0692,0.08012212,82.21,80.92,83.8
0693,0.06534194,67.04,66.0,69.24
0694,0.08277564,84.93,83.6,86.42
0695,0.07472279,76.67,75.47,78.48
0696,0.08197833,84.11,82.8,85.63
0697,0.07723105,79.24,78.0,80.95
0698,0.07584504,77.82,76.6,79.59
0699,0.08172223,83.85,82.54,85.38
0700,0.07757339,79.59,78.35,81.29
0701,0.06344169,65.09,64.08,67.37
0702,0.06768396,69.44,68.36,71.55
0703,0.07265052,74.54,73.38,76.44
0704,0.09526092,97.74,96.21,98.72
0705,0.10196841,104.62,102.99,105.33
0706,0.08371012,85.89,84.55,87.34
0707,0.05748274,58.98,58.06,61.5
0708,0.07773773,79.76,78.52,81.45
0709,0.07156902,73.43,72.28,75.38
0710,0.08035407,82.44,81.16,84.03
0711,0.06384485,65.5,64.48,67.77
0712,0.08897149,91.28,89.86,92.52
0713,0.07420353,76.13,74.95,77.97
0714,0.05899477,60.53,59.58,62.99
0715,0.07564406,77.61,76.4,79.39
0716,0.08856028,90.86,89.45,92.12
0717,0.05806864,59.58,58.65,62.07
0718,0.07852555,80.57,79.31,82.23
0719,0.0881936,90.49,89.08,91.75
0720,0.07146914,73.33,72.18,75.28
0721,0.07693569,78.94,77.71,80.66
0722,0.07035726,72.19,71.06,74.18
0723,0.10343781,106.13,104.47,106.77
0724,0.06477315,66.46,65.42,68.68
0725,0.09215024,94.55,93.07,95.65
0726,0.09430667,96.76,95.25,97.78
0727,0.07167622,73.54,72.39,75.48
0728,0.06372506,65.38,64.36,67.65
0729,0.08875225,91.06,89.64,92.3
0730,0.06842246,70.2,69.11,72.28
0731,0.09737656,99.91,98.35,100.8
0732,0.06979867,71.61,70.5,73.63
0733,0.08601079,88.25,86.87,89.6
0734,0.06716661,68.91,67.84,71.04
0735,0.07028931,72.12,70.99,74.11
0736,0.0679905,69.76,68.67,71.85
0737,0.05998683,61.55,60.59,63.96
0738,0.06713281,68.88,67.8,71.0
0739,0.07618857,78.17,76.95,79.93
0740,0.09611384,98.61,97.07,99.56
0741,0.07344371,75.35,74.18,77.22
0742,0.06843137,70.21,69.12,72.28
0743,0.06753777,69.29,68.21,71.4
0744,0.0801488,82.23,80.95,83.83
0745,0.08818588,90.48,89.07,91.75
0746,0.07671202,78.71,77.48,80.44
0747,0.08428147,86.47,85.12,87.9
0748,0.06747377,69.23,68.15,71.34
0749,0.09726693,99.8,98.24,100.69
0750,0.08735557,89.63,88.23,90.93
0751,0.0701776,72.0,70.88,74.0
0752,0.06416491,65.83,64.81,68.08
0753,0.07745377,79.47,78.23,81.17
0754,0.09390408,96.35,94.84,97.38
0755,0.0740753,76.0,74.82,77.84
0756,0.06735106,69.1,68.02,71.22
0757,0.07345777,75.37,74.19,77.24
0758,0.07248228,74.37,73.21,76.28
0759,0.08566776,87.9,86.52,89.27
0760,0.07251301,74.4,73.24,76.31
0761,0.09804071,100.59,99.02,101.46
0762,0.06245413,64.08,63.08,66.4
0763,0.07914561,81.2,79.94,82.84
0764,0.08852504,90.83,89.41,92.08
0765,0.07071672,72.56,71.42,74.54
0766,0.06728334,69.03,67.96,71.15
0767,0.06803489,69.8,68.72,71.89
0768,0.07279129,74.68,73.52,76.58
0769,0.06172797,63.33,62.35,65.68
0770,0.07435892,76.29,75.1,78.12
0771,0.07251708,74.4,73.24,76.31
0772,0.0653697,67.07,66.02,69.27
0773,0.06197312,63.58,62.59,65.92
0774,0.0529223,54.3,53.45,57.0
0775,0.05589287,57.35,56.45,59.93
0776,0.07739353,79.41,78.17,81.11
0777,0.06169823,63.3,62.32,65.65
0778,0.08676668,89.02,87.63,90.35
0779,0.06455852,66.24,65.2,68.47
0780,0.0661455,67.87,66.81,70.03
0781,0.09727062,99.8,98.24,100.7
0782,0.06514531,66.84,65.8,69.05
0783,0.07298237,74.88,73.71,76.77
0784,0.06773713,69.5,68.41,71.6
0785,0.07239193,74.27,73.12,76.19
0786,0.09598177,98.48,96.94,99.43
0787,0.08276678,84.92,83.59,86.41
0788,0.09294296,95.36,93.87,96.43
0789,0.06718077,68.93,67.85,71.05
0790,0.07181382,73.68,72.53,75.62
0791,0.06558227,67.29,66.24,69.48
0792,0.07217673,74.05,72.9,75.97
0793,0.07643191,78.42,77.2,80.17
0794,0.08019586,82.28,81.0,83.87
0795,0.08897048,91.28,89.86,92.52
0796,0.08376159,85.94,84.6,87.39
0797,0.0736638,75.58,74.4,77.44
0798,0.07698837,78.99,77.76,80.71
0799,0.07282364,74.72,73.55,76.61
0800,0.08390161,86.08,84.74,87.53
0801,0.07867643,80.72,79.46,82.38
0802,0.06585858,67.57,66.52,69.75
0803,0.08132156,83.44,82.13,84.98
0804,0.08477814,86.98,85.63,88.39
0805,0.08636916,88.61,87.23,89.96
0806,0.08247936,84.62,83.3,86.12
0807,0.07044226,72.27,71.15,74.27
0808,0.08932747,91.65,90.22,92.87
0809,0.07963679,81.71,80.43,83.32
0810,0.08126819,83.38,82.08,84.93
0811,0.06781575,69.58,68.49,71.68
0812,0.09013738,92.48,91.04,93.67
0813,0.09031569,92.66,91.22,93.85
0814,0.07169448,73.56,72.41,75.5
0815,0.06856166,70.34,69.25,72.41
0816,0.07441269,76.35,75.16,78.18
0817,0.07351913,75.43,74.25,77.3
0818,0.09998545,102.59,100.99,103.37
0819,0.05629585,57.76,56.86,60.33
0820,0.06777227,69.53,68.45,71.63
0821,0.07183832,73.71,72.56,75.64
0822,0.12070498,123.84,121.91,123.79
0823,0.09128817,93.66,92.2,94.8
0824,0.0806604,82.76,81.47,84.33
0825,0.08429049,86.48,85.13,87.91
0826,0.06450624,66.18,65.15,68.42
0827,0.05768022,59.18,58.26,61.69
0828,0.0615117,63.11,62.13,65.47
0829,0.06309161,64.73,63.72,67.02
0830,0.05773435,59.24,58.31,61.75
0831,0.06853487,70.32,69.22,72.39
0832,0.06420685,65.88,64.85,68.12
0833,0.05948026,61.03,60.08,63.47
0834,0.07227478,74.15,73.0,76.07
0835,0.06325798,64.9,63.89,67.19
0836,0.08953114,91.86,90.43,93.07
0837,0.06758127,69.34,68.26,71.45
0838,0.08630446,88.55,87.17,89.89
0839,0.07971593,81.79,80.51,83.4
0840,0.08270718,84.86,83.53,86.35
0841,0.08926683,91.59,90.16,92.81
0842,0.09663642,99.15,97.6,100.07
0843,0.08095643,83.06,81.77,84.62
0844,0.06325577,64.9,63.89,67.18
0845,0.06685085,68.59,67.52,70.73
0846,0.06877353,70.56,69.46,72.62
0847,0.08420484,86.39,85.05,87.82
0848,0.08054781,82.64,81.35,84.22
0849,0.06606968,67.79,66.73,69.96
0850,0.07124058,73.09,71.95,75.05
0851,0.08028161,82.37,81.08,83.96
0852,0.08754143,89.82,88.42,91.11
0853,0.07285402,74.75,73.58,76.64
0854,0.06796744,69.73,68.65,71.83
0855,0.08191059,84.04,82.73,85.56
0856,0.08509549,87.31,85.95,88.7
0857,0.0713918,73.25,72.11,75.2
0858,0.07202267,73.9,72.74,75.82
0859,0.07797615,80.0,78.76,81.69
0860,0.0668631,68.6,67.53,70.74
0861,0.06468531,66.37,65.33,68.59
0862,0.06272589,64.36,63.35,66.66
0863,0.06811896,69.89,68.8,71.98
0864,0.08356235,85.73,84.4,87.19
0865,0.06705284,68.8,67.72,70.93
0866,0.05878308,60.31,59.37,62.78
0867,0.06575467,67.46,66.41,69.65
0868,0.06248763,64.11,63.11,66.43
0869,0.07208901,73.96,72.81,75.89
0870,0.06985182,71.67,70.55,73.68
0871,0.09540287,97.88,96.36,98.86
0872,0.08946445,91.79,90.36,93.01
0873,0.07889838,80.95,79.69,82.6
0874,0.07380639,75.73,74.54,77.58
0875,0.08760969,89.89,88.49,91.18
0876,0.07428388,76.22,75.03,78.05
0877,0.0954971,97.98,96.45,98.95
0878,0.08220543,84.34,83.03,85.85
0879,0.06252368,64.15,63.15,66.46
0880,0.07634422,78.33,77.11,80.08
0881,0.09939461,101.98,100.39,102.79
0882,0.07366679,75.58,74.4,77.44
0883,0.06557755,67.28,66.23,69.47
0884,0.06642003,68.15,67.08,70.3
0885,0.06645854,68.19,67.12,70.34
0886,0.07257955,74.47,73.31,76.37
0887,0.07291156,74.81,73.64,76.7
0888,0.08103045,83.14,81.84,84.7
0889,0.07049432,72.33,71.2,74.32
0890,0.08507165,87.28,85.92,88.68
0891,0.07492685,76.87,75.68,78.68
0892,0.07000978,71.83,70.71,73.84
0893,0.08130226,83.42,82.12,84.96
0894,0.0788227,80.87,79.61,82.52
0895,0.10512889,107.86,106.18,108.44
0896,0.07542652,77.39,76.18,79.18
0897,0.05949694,61.04,60.09,63.48
0898,0.07200667,73.88,72.73,75.81
0899,0.08000443,82.08,80.8,83.69
0900,0.08459775,86.8,85.44,88.21
0901,0.07469286,76.63,75.44,78.45
0902,0.0630491,64.69,63.68,66.98
0903,0.07422417,76.15,74.97,77.99
0904,0.06790516,69.67,68.58,71.77
0905,0.08294753,85.1,83.78,86.59
0906,0.07939672,81.46,80.19,83.09
0907,0.07069808,72.54,71.41,74.52
0908,0.07671026,78.7,77.48,80.44
0909,0.07311984,75.02,73.85,76.9
0910,0.06768031,69.44,68.36,71.54
0911,0.07680217,78.8,77.57,80.53
0912,0.10017644,102.78,101.18,103.56
0913,0.05870804,60.23,59.3,62.7
0914,0.08064096,82.74,81.45,84.31
0915,0.04759142,48.83,48.07,51.75
0916,0.06625946,67.98,66.92,70.14
0917,0.07888109,80.93,79.67,82.58
0918,0.06585739,67.57,66.52,69.75
0919,0.07681275,78.81,77.58,80.54
0920,0.06275745,64.39,63.39,66.69
0921,0.08567779,87.91,86.53,89.28
0922,0.09059812,92.95,91.5,94.12
0923,0.08038937,82.48,81.19,84.07
0924,0.08560366,87.83,86.46,89.2
0925,0.08257958,84.73,83.41,86.22
0926,0.08079743,82.9,81.61,84.47
0927,0.07381846,75.74,74.56,77.59
0928,0.05432391,55.74,54.87,58.39
0929,0.07068847,72.53,71.4,74.51
0930,0.05547852,56.92,56.03,59.52
0931,0.06337707,65.02,64.01,67.3
0932,0.08742665,89.7,88.3,91.0
0933,0.06813196,69.9,68.81,71.99
0934,0.07194002,73.81,72.66,75.74
0935,0.06940012,71.2,70.09,73.24
0936,0.06178896,63.4,62.41,65.74
0937,0.07983688,81.91,80.64,83.52
0938,0.08289871,85.05,83.73,86.54
0939,0.08510972,87.32,85.96,88.72
0940,0.06088161,62.46,61.49,64.85
0941,0.06745573,69.21,68.13,71.32
0942,0.07231736,74.2,73.04,76.11
0943,0.06835145,70.13,69.03,72.21
0944,0.09727896,99.81,98.25,100.71
0945,0.07740894,79.42,78.18,81.13
0946,0.0899481,92.29,90.85,93.48
0947,0.09007313,92.42,90.97,93.61
0948,0.07260048,74.49,73.33,76.39
0949,0.09824376,100.8,99.23,101.66
0950,0.07024954,72.08,70.95,74.08
0951,0.0559094,57.36,56.47,59.95
0952,0.09091361,93.28,91.82,94.43
0953,0.08175603,83.88,82.57,85.41
0954,0.08005753,82.14,80.86,83.74
0955,0.05898669,60.52,59.58,62.98
0956,0.05937931,60.92,59.97,63.37
0957,0.07183383,73.7,72.55,75.64
0958,0.06183893,63.45,62.46,65.79
0959,0.0941119,96.56,95.05,97.59
0960,0.09382669,96.27,94.76,97.3
0961,0.1024449,105.11,103.47,105.79
0962,0.06949077,71.3,70.19,73.33
0963,0.06430259,65.97,64.95,68.22
0964,0.06356623,65.22,64.2,67.49
0965,0.07345138,75.36,74.19,77.23
0966,0.07932304,81.39,80.12,83.01
0967,0.07713851,79.14,77.91,80.86
0968,0.05617115,57.63,56.73,60.21
0969,0.06491306,66.6,65.56,68.82
0970,0.06336761,65.02,64.0,67.3
0971,0.07067842,72.52,71.39,74.5
0972,0.06006271,61.62,60.66,64.04
0973,0.06262515,64.25,63.25,66.56
0974,0.05585444,57.31,56.41,59.89
0975,0.08265904,84.81,83.49,86.3
0976,0.07146715,73.33,72.18,75.28
0977,0.07562104,77.59,76.38,79.37
0978,0.06800044,69.77,68.68,71.86
0979,0.08407598,86.26,84.92,87.7
0980,0.07062309,72.46,71.33,74.44
0981,0.06883451,70.62,69.52,72.68
0982,0.09406249,96.51,95.0,97.54
0983,0.06948217,71.29,70.18,73.32
0984,0.06732296,69.07,68.0,71.19
0985,0.08888471,91.2,89.77,92.44
0986,0.08134242,83.46,82.16,85.0
0987,0.07812238,80.15,78.9,81.83
0988,0.0719841,73.86,72.7,75.78
0989,0.06473623,66.42,65.38,68.64
0990,0.06242646,64.05,63.05,66.37
0991,0.0906116,92.97,91.52,94.14
0992,0.07346822,75.38,74.2,77.25
0993,0.07098878,72.83,71.7,74.8
0994,0.07714778,79.15,77.92,80.87
0995,0.06528631,66.98,65.94,69.19
0996,0.07781238,79.84,78.59,81.53
0997,0.08317193,85.33,84.0,86.81
0998,0.06983813,71.65,70.54,73.67
0999,0.07452355,76.46,75.27,78.29
1000,0.0806218,82.72,81.43,84.29
1001,0.06690261,68.64,67.57,70.78
1002,0.07012181,71.94,70.82,73.95
1003,0.06849774,70.28,69.18,72.35
1004,0.06390658,65.57,64.55,67.83
1005,0.07642514,78.41,77.19,80.16
1006,0.08158702,83.71,82.4,85.25
1007,0.0766495,78.64,77.42,80.38
1008,0.07383674,75.76,74.58,77.61
1009,0.06778515,69.55,68.46,71.65
1010,0.07153251,73.39,72.25,75.34
1011,0.07656431,78.55,77.33,80.3
1012,0.07902973,81.08,79.82,82.73
1013,0.07630927,78.29,77.07,80.05
1014,0.07577407,77.74,76.53,79.52
1015,0.06999353,71.81,70.69,73.82
1016,0.07551283,77.48,76.27,79.26
1017,0.06917447,70.97,69.87,73.02
1018,0.071455,73.31,72.17,75.26
1019,0.09690863,99.43,97.88,100.34
1020,0.06549955,67.2,66.15,69.4
1021,0.08311335,85.27,83.94,86.75
1022,0.09849918,101.06,99.48,101.91
1023,0.06462815,66.31,65.27,68.54
1024,0.07255009,74.44,73.28,76.34
1025,0.06532342,67.02,65.98,69.22
1026,0.06044233,62.01,61.05,64.41
1027,0.06988797,71.71,70.59,73.72
1028,0.09101015,93.38,91.92,94.53
1029,0.08187439,84.0,82.69,85.53
1030,0.06384492,65.5,64.48,67.77
1031,0.09154975,93.93,92.47,95.06
1032,0.10757273,110.37,108.65,110.85
1033,0.08893501,91.25,89.82,92.48
1034,0.0680553,69.82,68.74,71.91
1035,0.06058783,62.16,61.19,64.56
1036,0.0744787,76.42,75.22,78.24
1037,0.08951566,91.84,90.41,93.06
1038,0.07226245,74.14,72.99,76.06
1039,0.06331725,64.96,63.95,67.25
1040,0.06272808,64.36,63.36,66.67
1041,0.07558189,77.55,76.34,79.33
1042,0.07111426,72.96,71.83,74.93
1043,0.08242562,84.57,83.25,86.07
1044,0.06861259,70.4,69.3,72.46
1045,0.09076756,93.13,91.68,94.29
1046,0.08144996,83.57,82.26,85.11
1047,0.08255883,84.71,83.38,86.2
1048,0.09633474,98.84,97.3,99.78
1049,0.05926216,60.8,59.85,63.25
1050,0.06560788,67.31,66.26,69.5
1051,0.05518942,56.62,55.74,59.24
1052,0.06831609,70.09,69.0,72.17
1053,0.06236823,63.99,62.99,66.31
1054,0.07278212,74.67,73.51,76.57
1055,0.08079242,82.89,81.6,84.46
1056,0.06842065,70.2,69.1,72.27
1057,0.08378848,85.97,84.63,87.41
1058,0.07437244,76.31,75.12,78.14
1059,0.07298062,74.88,73.71,76.77
1060,0.08595151,88.19,86.81,89.55
1061,0.08326579,85.43,84.1,86.9
1062,0.09432284,96.78,95.27,97.79
1063,0.08834199,90.64,89.23,91.9
1064,0.06917585,70.97,69.87,73.02
1065,0.06325227,64.9,63.88,67.18
1066,0.06494163,66.63,65.59,68.85
1067,0.062097,63.71,62.72,66.04
1068,0.08354839,85.72,84.38,87.18
1069,0.07748546,79.5,78.26,81.2
1070,0.05174006,53.09,52.26,55.84
1071,0.0857276,87.96,86.58,89.32
1072,0.06900272,70.8,69.69,72.85
1073,0.06784278,69.61,68.52,71.7
1074,0.06836517,70.14,69.05,72.22
1075,0.07931534,81.38,80.11,83.01
1076,0.07512755,77.08,75.88,78.88
1077,0.07179198,73.66,72.51,75.6
1078,0.0798715,81.95,80.67,83.56
1079,0.07667141,78.66,77.44,80.4
1080,0.08525681,87.47,86.11,88.86
1081,0.08001046,82.09,80.81,83.69
1082,0.07293655,74.83,73.67,76.72
1083,0.06970336,71.52,70.4,73.54
1084,0.06485419,66.54,65.5,68.76
1085,0.06843877,70.22,69.12,72.29
1086,0.09421592,96.67,95.16,97.69
1087,0.07345021,75.36,74.18,77.23
1088,0.08212759,84.26,82.95,85.78
1089,0.06579193,67.5,66.45,69.68
1090,0.0714161,73.27,72.13,75.22
1091,0.0774333,79.45,78.21,81.15
1092,0.07333292,75.24,74.07,77.11
1093,0.05847303,59.99,59.06,62.47
1094,0.07176458,73.63,72.48,75.57
1095,0.08047226,82.56,81.28,84.15
1096,0.07317487,75.08,73.91,76.96
1097,0.07869017,80.74,79.48,82.39
1098,0.06954786,71.36,70.24,73.38
1099,0.08190465,84.03,82.72,85.56
1100,0.06805217,69.82,68.73,71.91
1101,0.09659215,99.1,97.56,100.03
1102,0.07871662,80.76,79.5,82.42
1103,0.07441323,76.35,75.16,78.18
1104,0.07033197,72.16,71.04,74.16
1105,0.06637822,68.1,67.04,70.26
1106,0.07329582,75.2,74.03,77.08
1107,0.0784931,80.53,79.28,82.2
1108,0.08222618,84.36,83.05,85.88
1109,0.08418562,86.37,85.03,87.81
1110,0.06394436,65.61,64.58,67.86
1111,0.07261178,74.5,73.34,76.4
1112,0.07882936,80.88,79.62,82.53
1113,0.07772045,79.74,78.5,81.44
1114,0.06828135,70.06,68.96,72.14
1115,0.0626671,64.3,63.29,66.61
1116,0.08745995,89.73,88.33,91.03
1117,0.07414172,76.07,74.88,77.91
1118,0.07189833,73.77,72.62,75.7
1119,0.06882983,70.62,69.52,72.68
1120,0.0850137,87.22,85.86,88.62
1121,0.06467775,66.36,65.32,68.59
1122,0.05204771,53.4,52.57,56.14
1123,0.06291284,64.55,63.54,66.85
1124,0.06285264,64.49,63.48,66.79
1125,0.07320391,75.11,73.94,76.99
1126,0.06859561,70.38,69.28,72.45
1127,0.09777475,100.32,98.75,101.19
1128,0.07771611,79.74,78.49,81.43
1129,0.06772627,69.49,68.4,71.59
1130,0.075018,76.97,75.77,78.77
1131,0.09517606,97.65,96.13,98.63
1132,0.0773402,79.35,78.11,81.06
1133,0.07587825,77.85,76.64,79.62
1134,0.05355705,54.95,54.09,57.63
1135,0.07102036,72.87,71.73,74.83
1136,0.08325227,85.42,84.08,86.89
1137,0.0730184,74.92,73.75,76.8
1138,0.07388801,75.81,74.63,77.66
1139,0.08672423,88.98,87.59,90.31
1140,0.11059879,113.47,111.7,113.83
1141,0.07289965,74.8,73.63,76.69
1142,0.0802871,82.37,81.09,83.96
1143,0.07676685,78.76,77.53,80.5
1144,0.0698894,71.71,70.59,73.72
1145,0.07241438,74.3,73.14,76.21
1146,0.07482376,76.77,75.57,78.58
1147,0.07753102,79.55,78.31,81.25
1148,0.07643784,78.43,77.2,80.17
1149,0.08321833,85.38,84.05,86.85
1150,0.08984495,92.18,90.74,93.38
1151,0.07583482,77.81,76.59,79.58
1152,0.07740813,79.42,78.18,81.13
1153,0.08075073,82.85,81.56,84.42
1154,0.0688931,70.68,69.58,72.74
1155,0.07533334,77.29,76.09,79.08
1156,0.07290417,74.8,73.63,76.69
1157,0.07112121,72.97,71.83,74.93
1158,0.07104353,72.89,71.75,74.86
1159,0.07728583,79.3,78.06,81.01
1160,0.07858138,80.62,79.37,82.28
1161,0.06875507,70.54,69.44,72.6
1162,0.08969028,92.02,90.59,93.23
1163,0.08424502,86.44,85.09,87.86
1164,0.07495734,76.91,75.71,78.71
1165,0.06981777,71.63,70.52,73.65
1166,0.08756385,89.84,88.44,91.13
1167,0.06907631,70.87,69.77,72.92
1168,0.08061352,82.71,81.42,84.29
1169,0.07512652,77.08,75.88,78.88
1170,0.06714006,68.89,67.81,71.01
1171,0.07025734,72.08,70.96,74.08
1172,0.06952055,71.33,70.22,73.36
1173,0.09649297,99.0,97.46,99.93
1174,0.05757391,59.07,58.15,61.59
1175,0.07607123,78.05,76.83,79.81
1176,0.06592695,67.64,66.59,69.82
1177,0.0652438,66.94,65.9,69.14
1178,0.08029897,82.39,81.1,83.98
1179,0.07118754,73.04,71.9,75.0
1180,0.07198033,73.85,72.7,75.78
1181,0.08068389,82.78,81.49,84.36
1182,0.07735561,79.37,78.13,81.08
1183,0.0696271,71.44,70.32,73.46
1184,0.07981281,81.89,80.61,83.5
1185,0.09511446,97.59,96.07,98.57
1186,0.05517434,56.61,55.73,59.22
1187,0.06556555,67.27,66.22,69.46
1188,0.07176076,73.63,72.48,75.56
1189,0.08585145,88.08,86.71,89.45
1190,0.06571267,67.42,66.37,69.61
1191,0.07996992,82.05,80.77,83.65
1192,0.08953524,91.86,90.43,93.08
1193,0.0648351,66.52,65.48,68.74
1194,0.06995437,71.77,70.65,73.78
1195,0.09238962,94.79,93.31,95.89
1196,0.07796518,79.99,78.74,81.68
1197,0.05978074,61.34,60.38,63.76
1198,0.08423214,86.42,85.07,87.85
1199,0.08551443,87.74,86.37,89.11
1200,0.07580806,77.78,76.57,79.55
1201,0.0892604,91.58,90.15,92.81
1202,0.08117413,83.28,81.99,84.84
1203,0.08070894,82.81,81.52,84.38
1204,0.07857896,80.62,79.36,82.28
1205,0.07935975,81.42,80.15,83.05
1206,0.06618455,67.91,66.85,70.07
1207,0.1112051,114.1,112.32,114.43
1208,0.06007558,61.64,60.68,64.05
1209,0.07009725,71.92,70.8,73.93
1210,0.07024865,72.08,70.95,74.07
1211,0.06678106,68.52,67.45,70.66
1212,0.07465139,76.59,75.4,78.41
1213,0.088771,91.08,89.66,92.32
1214,0.07399258,75.92,74.73,77.76
1215,0.06585066,67.56,66.51,69.74
1216,0.06825143,70.03,68.93,72.11
1217,0.0799592,82.04,80.76,83.64
1218,0.08742187,89.69,88.3,90.99
1219,0.09102403,93.39,91.93,94.54
1220,0.09142989,93.81,92.34,94.94
1221,0.08277597,84.93,83.6,86.42
1222,0.06099775,62.58,61.61,64.96
1223,0.05511591,56.55,55.67,59.17
1224,0.07354651,75.46,74.28,77.32
1225,0.08139795,83.51,82.21,85.06
1226,0.05568811,57.14,56.24,59.73
1227,0.08067693,82.77,81.48,84.35
1228,0.09021703,92.56,91.12,93.75
1229,0.05756406,59.06,58.14,61.58
1230,0.0847054,86.91,85.55,88.32
1231,0.0714177,73.27,72.13,75.23
1232,0.07230179,74.18,73.02,76.1
1233,0.05994563,61.5,60.55,63.92
1234,0.06513205,66.83,65.78,69.03
1235,0.09176848,94.15,92.69,95.28
1236,0.08004391,82.13,80.84,83.73
1237,0.09505541,97.53,96.01,98.51
1238,0.09758576,100.12,98.56,101.01
1239,0.07119007,73.04,71.9,75.0
1240,0.06158056,63.18,62.2,65.53
1241,0.05895149,60.48,59.54,62.94
1242,0.07337544,75.28,74.11,77.16
1243,0.07837568,80.41,79.16,82.08
1244,0.05900723,60.54,59.6,63.0
1245,0.06304485,64.68,63.68,66.98
1246,0.07200879,73.88,72.73,75.81
1247,0.0650296,66.72,65.68,68.93
1248,0.07134214,73.2,72.06,75.15
1249,0.06900854,70.8,69.7,72.85
1250,0.07883496,80.88,79.62,82.53
1251,0.06701585,68.76,67.69,70.89
1252,0.06337953,65.03,64.01,67.31
1253,0.07755292,79.57,78.33,81.27
1254,0.09817089,100.72,99.15,101.58
1255,0.07124187,73.09,71.95,75.05
1256,0.05786352,59.37,58.44,61.87
1257,0.08205099,84.18,82.87,85.7
1258,0.07522432,77.18,75.98,78.98
1259,0.05286995,54.24,53.4,56.95
1260,0.07012807,71.95,70.83,73.96
1261,0.10671487,109.49,107.78,110.0
1262,0.07303547,74.93,73.77,76.82
1263,0.10584446,108.6,106.9,109.14
1264,0.06957454,71.38,70.27,73.41
1265,0.07217187,74.05,72.89,75.97
1266,0.08003958,82.12,80.84,83.72
1267,0.08185319,83.98,82.67,85.51
1268,0.06651138,68.24,67.18,70.39
1269,0.06534902,67.05,66.0,69.25
1270,0.0520913,53.45,52.61,56.19
1271,0.08055722,82.65,81.36,84.23
1272,0.06590478,67.62,66.56,69.79
1273,0.06120981,62.8,61.82,65.17
1274,0.06839973,70.18,69.08,72.25
1275,0.0687812,70.57,69.47,72.63
1276,0.06674235,68.48,67.41,70.62
1277,0.07698099,78.98,77.75,80.71
1278,0.05942996,60.98,60.02,63.42
1279,0.07058458,72.42,71.29,74.41
1280,0.07742104,79.43,78.2,81.14
1281,0.06904226,70.84,69.73,72.89
1282,0.08321199,85.38,84.04,86.85
1283,0.06985788,71.67,70.56,73.69
1284,0.06633077,68.06,66.99,70.21
1285,0.07498603,76.94,75.74,78.74
1286,0.08031273,82.4,81.12,83.99
1287,0.07696323,78.96,77.73,80.69
1288,0.08225439,84.39,83.08,85.9
1289,0.07433518,76.27,75.08,78.1
1290,0.08163251,83.75,82.45,85.29
1291,0.08150759,83.63,82.32,85.17
1292,0.08175385,83.88,82.57,85.41
1293,0.07513552,77.09,75.89,78.89
1294,0.09251839,94.92,93.44,96.02
1295,0.09525033,97.73,96.2,98.71
1296,0.08842666,90.73,89.31,91.98
1297,0.08240548,84.55,83.23,86.05
1298,0.09574028,98.23,96.7,99.19
1299,0.08098404,83.09,81.79,84.65
1300,0.10031174,102.92,101.31,103.69
1301,0.07306188,74.96,73.79,76.85
1302,0.0828973,85.05,83.73,86.54
1303,0.07585042,77.82,76.61,79.59
1304,0.05641892,57.89,56.98,60.45
1305,0.07613481,78.11,76.9,79.87
1306,0.06729724,69.05,67.97,71.17
1307,0.09526254,97.74,96.22,98.72
1308,0.06115858,62.75,61.77,65.12
1309,0.06526414,66.96,65.92,69.16
1310,0.10024659,102.85,101.25,103.63
1311,0.07715651,79.16,77.93,80.88
1312,0.09256969,94.98,93.5,96.07
1313,0.08384431,86.02,84.68,87.47
1314,0.07834641,80.38,79.13,82.05
1315,0.07821883,80.25,79.0,81.93
1316,0.06050798,62.08,61.11,64.48
1317,0.08028312,82.37,81.09,83.96
1318,0.07225088,74.13,72.97,76.05
1319,0.07306783,74.97,73.8,76.85
1320,0.06917504,70.97,69.87,73.02
1321,0.0590553,60.59,59.65,63.05
1322,0.07690602,78.91,77.68,80.63
