bodyID,weight_kg,stature_cm,neck_base_girth,chest_girth,waist_girth,hips_buttock_girth,shoulder_girth,thigh_girth,thigh_low_girth,calf_girth,ankle_girth,forearm_girth,wrist_girth,shoulder_length,sleeveoutseam_length,forearm_length,crotchheight_length,waistback_length,thigh_length,chest_depth_length,head_girth,biacromialbreadth,scyecircoveracromion
ANSURI_mal_0385,61.86,166.18,37.39,88.37,77.23,91.82,108.12,54.61,37.61,35.38,20.5,28.6,16.38,14.71,58.81,26.33,80.49,39.43,41.16,19.94,55.79,0.0,0.0
ANSURI_mal_0386,56.28,164.1,36.44,86.0,71.56,87.19,105.63,52.44,33.95,33.91,19.94,27.73,15.8,13.9,60.19,27.65,79.77,39.61,40.15,20.29,54.72,0.0,0.0
ANSURI_mal_0387,68.15,175.57,39.74,92.08,78.25,93.86,111.51,53.14,37.51,34.83,20.73,27.82,17.03,15.57,60.93,27.27,82.99,43.1,42.67,22.64,57.61,0.0,0.0
ANSURI_mal_0388,78.7,174.42,40.8,100.55,87.96,98.16,118.36,58.71,40.13,38.94,21.68,29.3,17.13,15.54,60.6,27.7,82.5,44.05,41.64,24.18,57.66,0.0,0.0
ANSURI_mal_0389,79.6,165.58,42.02,104.52,89.86,102.47,120.78,60.34,42.19,38.1,20.35,32.08,17.11,15.62,56.79,25.92,76.88,40.76,39.4,25.68,59.06,0.0,0.0
ANSURI_mal_0390,78.99,178.11,42.14,96.99,87.91,98.96,114.13,58.87,38.81,38.17,23.27,28.39,17.96,13.7,60.9,26.96,83.84,43.16,42.16,23.6,57.75,0.0,0.0
ANSURI_mal_0391,85.31,174.74,43.19,97.55,87.1,104.71,120.76,64.96,43.64,41.48,22.9,32.09,18.27,16.01,60.55,27.65,81.57,42.18,42.29,23.15,58.53,0.0,0.0
ANSURI_mal_0392,90.65,187.29,42.44,102.26,88.33,103.37,124.05,61.64,41.5,40.43,23.16,31.28,18.46,16.29,66.46,29.89,92.28,42.51,46.93,25.19,60.13,0.0,0.0
ANSURI_mal_0393,69.18,170.81,39.05,91.44,84.03,95.98,109.12,58.7,39.78,36.18,19.95,28.36,16.22,15.32,55.51,25.53,81.25,40.95,41.15,21.41,56.81,0.0,0.0
ANSURI_mal_0394,64.81,177.11,38.64,89.07,73.69,91.36,109.81,53.26,36.42,35.04,21.24,28.04,16.89,15.56,58.42,26.55,86.28,42.77,41.63,21.33,56.21,0.0,0.0
ANSURI_mal_0395,83.72,177.95,41.71,101.56,88.43,100.81,119.39,61.67,41.69,38.96,22.9,31.15,17.73,15.86,60.79,27.84,85.03,44.53,44.61,24.37,57.69,0.0,0.0
ANSURI_mal_0396,71.41,168.61,41.18,98.7,86.49,93.3,121.04,54.38,37.86,36.83,22.29,29.81,17.62,15.86,59.63,26.43,84.1,38.89,42.05,23.74,56.29,0.0,0.0
ANSURI_mal_0397,83.51,171.48,42.83,102.73,90.84,104.4,119.48,65.77,42.35,38.63,21.55,30.55,17.33,15.13,58.47,26.57,83.4,38.49,40.17,25.4,57.86,0.0,0.0
ANSURI_mal_0398,83.14,175.27,42.58,103.36,90.4,101.84,120.33,61.39,40.7,38.04,23.3,30.79,16.86,15.01,56.32,25.32,81.01,42.0,39.79,24.27,57.82,0.0,0.0
ANSURI_mal_0399,67.98,170.14,40.15,94.46,77.33,94.88,114.84,56.17,37.26,35.05,20.24,29.97,15.72,15.07,57.44,26.55,81.76,42.01,40.78,22.67,57.06,0.0,0.0
ANSURI_mal_0400,72.61,173.4,40.74,95.5,85.24,97.18,112.54,56.88,36.79,36.82,21.1,29.11,17.4,13.81,59.98,26.28,82.69,41.23,42.62,22.38,56.91,0.0,0.0
ANSURI_mal_0401,107.39,182.0,45.32,113.83,105.77,113.93,125.59,71.53,45.89,42.26,24.22,33.85,18.83,14.56,62.29,27.06,88.91,43.63,44.67,28.85,58.08,0.0,0.0
ANSURI_mal_0402,99.39,187.98,43.17,109.72,95.13,108.59,125.36,68.12,42.77,39.02,23.67,31.61,17.68,16.6,65.14,29.66,91.87,47.1,46.0,26.04,57.55,0.0,0.0
ANSURI_mal_0403,76.0,174.48,41.04,95.11,82.69,99.05,116.79,59.89,38.95,36.97,21.67,30.64,17.08,14.68,61.93,27.91,84.15,41.34,44.02,23.78,56.56,0.0,0.0
ANSURI_mal_0404,61.94,170.23,37.63,91.43,73.55,89.76,105.57,54.52,36.48,34.49,20.3,28.56,16.78,13.19,60.72,29.13,84.89,39.41,44.41,21.16,54.68,0.0,0.0
ANSURI_mal_0405,65.47,174.18,38.07,90.22,79.28,92.02,109.04,54.15,37.14,34.17,20.79,28.52,17.04,15.02,58.75,26.47,85.73,43.02,42.97,21.0,56.75,0.0,0.0
ANSURI_mal_0406,68.2,162.91,41.16,93.76,84.29,95.81,111.54,59.08,39.93,35.94,20.03,29.0,16.65,14.29,56.43,25.37,77.43,38.92,40.61,22.77,56.86,0.0,0.0
ANSURI_mal_0407,80.49,176.48,41.83,105.08,88.98,98.62,116.56,56.72,39.02,37.5,22.27,29.82,16.72,13.95,60.42,26.35,81.8,43.42,43.11,25.59,55.01,0.0,0.0
ANSURI_mal_0408,83.53,182.54,41.75,100.0,86.88,100.83,119.35,60.65,41.31,40.06,23.38,28.59,16.77,15.87,62.3,27.97,87.47,44.61,44.44,23.06,56.65,0.0,0.0
ANSURI_mal_0409,64.23,170.08,40.8,94.87,72.14,90.95,117.59,54.1,34.94,34.48,20.68,30.55,16.41,14.58,58.79,25.83,84.68,37.64,42.95,21.27,54.99,0.0,0.0
ANSURI_mal_0410,76.98,177.31,41.29,97.03,85.89,97.74,113.67,58.9,39.61,37.78,21.48,29.51,17.52,14.95,61.53,28.22,85.28,41.21,44.21,23.17,57.49,0.0,0.0
ANSURI_mal_0411,67.45,167.15,40.7,92.87,79.38,94.13,108.84,56.62,37.61,38.24,22.26,28.89,17.84,13.96,56.1,24.88,79.39,38.96,40.39,23.17,56.21,0.0,0.0
ANSURI_mal_0412,84.11,201.23,42.13,95.43,79.64,95.68,118.33,56.12,39.73,39.18,23.99,30.13,18.02,14.43,74.17,32.35,106.93,44.46,52.79,22.67,57.79,0.0,0.0
ANSURI_mal_0413,101.31,183.96,44.79,113.16,102.74,107.53,124.71,64.73,43.85,41.75,23.61,31.04,17.7,15.35,61.48,28.13,86.66,43.97,45.14,28.73,59.6,0.0,0.0
ANSURI_mal_0414,83.17,175.28,42.83,102.14,89.04,100.83,120.83,62.78,39.55,38.16,22.18,31.14,17.76,15.66,64.06,29.28,83.68,41.69,43.41,24.72,56.68,0.0,0.0
ANSURI_mal_0415,69.75,179.64,40.16,97.11,82.63,92.35,114.77,51.03,35.01,35.31,20.15,28.86,17.22,15.23,62.39,27.76,87.91,45.46,45.26,21.41,54.97,0.0,0.0
ANSURI_mal_0416,89.45,173.29,42.94,106.25,96.58,106.78,124.15,64.78,42.29,38.35,24.01,31.01,17.32,15.1,60.21,27.01,81.64,41.98,41.51,26.24,55.66,0.0,0.0
ANSURI_mal_0417,91.1,186.31,42.29,99.94,85.15,106.79,119.48,66.59,43.51,41.9,22.85,32.18,17.68,14.72,65.12,29.96,92.36,41.24,45.89,23.59,57.75,0.0,0.0
ANSURI_mal_0418,83.44,169.8,43.08,106.03,91.84,101.84,124.09,60.96,41.46,40.65,24.32,29.56,17.35,16.18,57.76,26.21,80.12,40.68,41.31,26.12,57.41,0.0,0.0
ANSURI_mal_0419,71.09,184.23,39.68,87.36,78.84,96.24,110.8,56.49,37.29,33.97,19.94,28.57,16.31,14.71,61.18,27.13,87.51,43.41,44.99,20.63,56.77,0.0,0.0
ANSURI_mal_0420,70.03,172.3,41.41,99.15,77.2,93.18,117.19,56.41,37.31,35.22,20.47,29.62,17.44,15.59,58.27,27.6,84.77,42.17,42.68,23.36,57.48,0.0,0.0
ANSURI_mal_0421,109.81,186.39,45.01,114.64,106.37,114.28,128.86,70.27,44.14,42.0,24.87,32.73,18.49,17.0,62.55,29.82,88.37,44.82,44.88,27.45,56.5,0.0,0.0
ANSURI_mal_0422,85.3,169.96,43.26,105.12,92.82,105.33,118.92,62.48,41.92,42.9,24.14,31.65,18.52,13.52,59.39,25.85,80.77,42.46,39.59,24.48,56.88,0.0,0.0
ANSURI_mal_0423,69.71,182.81,39.79,91.12,81.75,91.75,112.61,52.6,36.12,34.89,21.22,29.03,17.24,15.32,62.3,28.27,90.21,45.47,45.69,20.5,57.75,0.0,0.0
ANSURI_mal_0424,81.26,174.47,41.33,98.41,90.31,102.15,117.99,61.1,40.42,38.41,23.27,30.44,17.9,14.71,60.77,27.03,82.12,40.7,39.89,23.32,58.61,0.0,0.0
ANSURI_mal_0425,74.08,170.73,40.91,92.45,85.35,99.66,112.95,59.79,42.99,36.88,22.77,29.72,17.61,14.97,54.68,24.91,80.99,43.19,41.1,22.02,57.38,0.0,0.0
ANSURI_mal_0426,65.01,167.81,40.85,96.75,78.35,90.87,109.62,52.96,35.96,34.57,21.3,30.46,16.58,13.18,55.89,24.62,80.41,42.35,40.64,23.08,54.39,0.0,0.0
ANSURI_mal_0427,69.25,179.86,40.34,92.22,74.22,92.78,110.25,53.69,38.53,35.95,21.3,29.64,16.61,14.23,61.25,26.37,85.83,41.05,44.14,22.64,57.95,0.0,0.0
ANSURI_mal_0428,74.9,179.08,41.05,99.12,83.01,96.16,118.91,57.82,37.15,35.32,20.64,28.89,16.63,15.59,62.95,29.22,88.8,42.33,44.08,22.17,57.84,0.0,0.0
ANSURI_mal_0429,54.91,170.36,38.26,84.63,68.92,85.26,108.06,49.7,33.32,31.64,18.95,26.04,15.85,15.3,57.69,26.17,82.5,40.58,41.3,18.82,56.22,0.0,0.0
ANSURI_mal_0430,71.77,168.36,41.14,95.76,80.64,99.77,114.86,59.79,40.04,35.95,21.54,28.99,16.7,14.68,58.54,26.97,82.57,39.77,40.65,23.02,56.85,0.0,0.0
ANSURI_mal_0431,71.66,163.99,41.06,96.4,84.6,97.74,117.36,59.03,40.19,38.18,22.4,28.22,16.11,15.19,55.69,25.5,76.07,39.62,37.82,23.5,57.39,0.0,0.0
ANSURI_mal_0432,58.28,162.11,38.84,89.63,75.99,87.2,105.21,50.4,35.46,35.38,20.24,30.31,16.52,12.95,57.21,25.09,75.01,39.96,38.57,19.94,55.38,0.0,0.0
ANSURI_mal_0433,71.63,171.86,40.25,97.85,80.12,93.47,117.12,55.58,38.52,36.86,21.13,29.78,17.72,15.48,59.25,25.85,82.41,44.0,43.09,24.04,58.24,0.0,0.0
ANSURI_mal_0434,72.36,174.13,41.35,93.28,83.88,95.91,112.59,56.99,39.4,37.47,22.05,29.05,16.79,14.44,59.34,26.96,81.85,41.82,41.33,21.13,56.94,0.0,0.0
ANSURI_mal_0435,69.91,174.62,39.7,89.35,80.11,96.46,111.8,57.7,38.79,36.91,21.56,27.68,16.63,15.5,59.11,26.67,82.58,43.74,42.81,20.78,53.8,0.0,0.0
ANSURI_mal_0436,73.04,178.78,40.73,96.15,80.81,94.9,116.52,56.41,37.07,36.72,22.05,29.12,17.18,15.53,57.57,26.32,86.31,42.18,43.31,21.87,58.5,0.0,0.0
ANSURI_mal_0437,74.35,162.1,41.13,98.71,91.54,99.65,114.34,61.93,40.86,38.31,21.4,30.84,17.21,12.92,56.95,25.2,78.96,38.76,40.59,24.56,55.46,0.0,0.0
ANSURI_mal_0438,100.61,194.53,45.2,107.99,93.16,104.32,131.11,63.13,43.83,39.51,22.67,33.67,20.25,16.97,69.49,32.02,98.71,45.01,49.27,25.54,60.49,0.0,0.0
ANSURI_mal_0439,80.32,177.53,42.29,101.02,83.2,100.18,118.79,60.27,41.1,36.91,21.9,31.41,17.8,14.22,60.45,27.92,82.98,43.52,40.81,23.2,56.05,0.0,0.0
ANSURI_mal_0440,92.88,180.63,45.26,107.31,91.83,107.23,125.8,63.76,41.78,39.37,24.8,32.21,18.15,15.76,60.27,27.91,87.51,44.89,42.74,26.62,58.51,0.0,0.0
ANSURI_mal_0441,102.97,176.27,45.85,115.62,105.09,109.94,131.23,67.93,45.8,41.97,23.79,32.05,18.65,15.11,62.5,28.28,82.91,41.74,41.09,28.44,60.04,0.0,0.0
ANSURI_mal_0442,68.22,177.41,39.28,89.74,77.34,92.94,114.27,55.11,38.19,36.64,21.74,27.94,16.36,15.56,62.37,28.13,89.95,39.45,44.88,20.93,56.85,0.0,0.0
ANSURI_mal_0443,100.45,180.43,45.22,109.65,105.2,111.53,126.53,68.32,41.55,38.92,22.34,33.04,18.52,14.43,64.88,30.02,87.91,39.48,43.94,27.03,59.97,0.0,0.0
ANSURI_mal_0444,87.57,181.18,43.91,101.56,89.5,103.42,121.71,61.24,41.27,40.6,23.31,32.08,18.0,14.83,62.31,27.3,85.57,44.78,43.31,23.56,57.74,0.0,0.0
ANSURI_mal_0445,91.5,187.49,43.33,106.55,89.79,103.36,123.34,62.45,39.79,41.3,22.33,31.72,17.85,15.28,66.71,28.91,94.01,45.04,47.44,25.27,58.48,0.0,0.0
ANSURI_mal_0446,52.41,167.11,36.82,83.28,68.91,83.96,104.75,48.87,32.42,30.49,19.08,27.36,15.49,13.2,59.12,26.61,83.04,38.26,41.48,19.43,55.13,0.0,0.0
ANSURI_mal_0447,71.04,172.25,41.04,92.56,82.77,97.39,115.38,55.6,36.93,37.37,21.85,28.35,17.23,15.34,55.73,25.57,79.14,41.89,40.26,21.32,56.69,0.0,0.0
ANSURI_mal_0448,72.04,171.06,40.74,95.63,80.93,96.53,113.91,57.38,39.9,37.11,22.56,29.87,17.2,14.03,58.66,25.37,81.37,42.0,40.89,22.74,56.95,0.0,0.0
ANSURI_mal_0449,80.94,166.02,42.85,104.05,95.08,99.96,119.88,60.84,41.12,40.61,23.4,30.05,17.83,15.41,54.16,24.69,74.95,43.01,37.9,25.07,55.31,0.0,0.0
ANSURI_mal_0450,85.97,177.49,44.04,98.92,87.04,104.64,120.61,65.85,41.32,39.82,22.13,32.81,17.59,15.12,63.22,29.19,86.62,40.52,43.15,23.94,58.24,0.0,0.0
ANSURI_mal_0451,94.98,183.43,42.74,106.1,92.0,108.27,125.1,65.98,43.09,40.22,22.89,34.52,18.49,16.5,63.42,29.49,90.64,42.58,44.65,25.51,59.02,0.0,0.0
ANSURI_mal_0452,74.81,174.41,39.96,91.3,84.73,100.45,110.74,60.96,40.75,36.52,22.5,29.26,16.9,15.02,57.59,26.57,82.51,43.05,42.16,22.47,57.03,0.0,0.0
ANSURI_mal_0453,64.66,168.65,39.55,90.99,76.9,92.99,112.97,52.38,35.15,35.15,21.72,28.97,17.2,16.65,54.7,25.32,77.85,44.27,38.98,21.74,57.88,0.0,0.0
ANSURI_mal_0454,83.36,173.28,42.2,103.15,95.22,103.46,123.4,60.2,37.93,38.61,23.57,29.87,17.52,15.94,61.18,28.36,83.39,39.88,41.3,24.39,55.82,0.0,0.0
ANSURI_mal_0455,65.13,167.98,40.72,93.41,79.1,91.79,116.04,52.61,36.89,34.73,20.99,29.18,16.16,15.6,58.26,25.18,81.51,41.29,40.88,21.46,56.97,0.0,0.0
ANSURI_mal_0456,73.53,176.04,41.16,99.43,79.72,95.29,117.22,57.18,37.69,35.89,21.35,29.88,17.55,14.79,61.88,28.0,89.4,41.17,43.14,24.31,58.94,0.0,0.0
ANSURI_mal_0457,63.17,162.63,39.74,88.37,76.47,92.48,111.67,54.86,36.94,38.48,23.05,30.02,16.99,14.54,54.36,24.39,76.46,39.41,38.32,20.66,56.21,0.0,0.0
ANSURI_mal_0458,98.86,178.11,43.71,109.24,100.12,110.99,124.64,66.52,44.2,42.82,25.6,33.64,19.36,14.74,62.16,28.78,85.33,40.87,42.23,26.54,58.62,0.0,0.0
ANSURI_mal_0459,53.61,166.03,37.06,84.41,68.11,85.05,106.12,49.27,33.12,32.25,19.97,26.98,15.42,14.24,57.54,26.46,79.69,41.25,40.13,20.04,54.18,0.0,0.0
ANSURI_mal_0460,87.18,175.46,43.3,101.2,91.83,103.45,120.71,64.6,43.49,40.06,22.85,32.79,18.68,14.71,61.58,28.44,83.21,41.48,43.02,24.19,58.19,0.0,0.0
ANSURI_mal_0461,98.98,180.58,44.95,113.34,102.05,105.65,125.0,65.18,43.15,40.87,23.82,33.29,18.8,15.22,59.64,26.16,84.99,45.45,43.19,27.87,60.1,0.0,0.0
ANSURI_mal_0462,84.88,174.7,42.44,103.53,89.34,106.31,119.77,60.22,42.31,40.52,22.4,31.17,17.75,15.18,57.45,26.69,82.22,41.12,41.0,24.75,61.13,0.0,0.0
ANSURI_mal_0463,61.46,175.72,38.1,86.01,71.72,89.84,107.67,52.82,36.58,33.98,19.34,28.6,15.79,14.57,62.23,27.18,87.3,39.72,44.12,19.93,55.35,0.0,0.0
ANSURI_mal_0464,82.31,188.89,41.95,97.45,85.71,97.89,121.82,56.77,39.23,37.72,22.46,31.34,18.05,15.69,64.65,27.67,94.12,43.96,46.74,22.25,58.15,0.0,0.0
ANSURI_mal_0465,88.2,181.57,41.33,104.29,89.47,105.97,121.07,63.45,41.81,38.97,23.15,29.72,16.79,15.36,62.46,28.67,89.57,42.62,44.81,26.15,56.23,0.0,0.0
ANSURI_mal_0466,79.44,171.67,41.53,100.22,85.81,101.71,117.34,62.37,39.94,39.75,22.42,30.64,17.55,14.31,58.05,26.16,82.37,42.76,40.45,24.69,57.18,0.0,0.0
ANSURI_mal_0467,68.77,174.92,40.63,94.79,77.14,93.18,115.57,56.2,36.61,35.5,19.91,29.74,16.24,15.89,58.95,27.1,87.16,40.47,44.27,22.34,56.54,0.0,0.0
ANSURI_mal_0468,56.27,169.02,37.77,85.45,68.13,87.39,105.89,52.07,34.34,31.96,18.87,28.91,16.11,13.67,57.19,26.86,83.19,38.09,43.03,19.62,55.52,0.0,0.0
ANSURI_mal_0469,87.16,170.73,43.19,110.04,99.8,102.86,120.04,62.6,41.68,37.77,22.94,31.11,17.83,13.48,57.12,25.1,78.63,40.46,38.96,26.29,57.75,0.0,0.0
ANSURI_mal_0470,53.65,170.87,36.56,88.48,69.23,83.02,104.01,48.24,31.0,32.58,19.49,27.15,15.61,13.28,58.74,28.26,86.68,37.8,44.01,20.57,53.11,0.0,0.0
ANSURI_mal_0471,69.4,180.29,40.5,91.46,76.94,94.39,112.56,52.97,35.86,35.9,21.33,30.24,16.78,14.92,61.49,27.47,85.12,46.01,42.03,19.68,59.31,0.0,0.0
ANSURI_mal_0472,62.37,168.97,37.52,87.77,76.84,93.17,103.51,56.19,36.24,35.32,20.55,26.76,15.97,13.52,56.32,25.3,81.04,39.91,40.73,21.13,55.0,0.0,0.0
ANSURI_mal_0473,77.09,175.5,40.7,101.21,88.59,99.11,110.31,55.34,38.96,37.82,21.51,29.67,17.23,13.37,59.82,26.79,84.12,43.42,42.65,26.32,57.08,0.0,0.0
ANSURI_mal_0474,78.91,171.78,41.58,93.52,88.15,100.53,120.87,61.75,40.28,40.38,22.06,31.11,17.26,16.14,62.37,28.42,81.04,42.13,41.99,22.04,54.78,0.0,0.0
ANSURI_mal_0475,83.99,179.87,41.92,95.65,90.06,103.79,113.92,65.99,41.32,38.66,21.96,30.46,17.41,13.74,61.94,27.74,87.3,40.65,44.61,22.63,57.64,0.0,0.0
ANSURI_mal_0476,60.05,165.39,38.72,88.08,72.27,89.77,110.15,55.55,36.0,33.52,20.68,27.83,16.64,14.89,55.35,25.93,79.88,40.53,40.93,20.9,55.35,0.0,0.0
ANSURI_mal_0477,66.69,160.53,41.13,93.98,82.55,95.93,110.6,57.21,39.56,36.42,22.13,28.64,17.37,14.18,54.48,24.92,73.58,39.17,38.27,22.17,55.5,0.0,0.0
ANSURI_mal_0478,78.76,181.22,39.74,95.37,81.65,102.16,114.86,60.31,40.41,39.21,23.09,28.39,17.23,15.39,58.86,27.24,87.81,44.78,45.04,22.16,56.93,0.0,0.0
ANSURI_mal_0479,89.74,185.6,42.0,97.3,86.66,104.73,122.1,66.46,41.51,41.2,22.72,32.34,17.4,15.8,65.61,29.23,93.59,41.61,46.78,24.5,58.26,0.0,0.0
ANSURI_mal_0480,63.73,173.44,38.27,93.86,76.61,87.98,112.26,51.97,35.44,35.96,20.38,28.06,16.18,14.5,59.17,26.21,86.05,40.72,43.3,21.7,54.62,0.0,0.0
ANSURI_mal_0481,70.56,171.92,40.88,94.76,79.88,94.44,116.88,55.22,37.5,37.44,21.77,30.9,17.19,15.39,58.77,26.37,81.9,43.15,41.01,21.93,56.18,0.0,0.0
ANSURI_mal_0482,77.9,168.63,42.01,96.55,86.51,103.48,119.37,62.13,40.37,37.93,22.86,30.76,16.98,14.05,59.8,27.11,81.19,38.84,42.17,23.46,56.13,0.0,0.0
ANSURI_mal_0483,70.75,178.73,40.28,94.26,78.95,94.28,113.02,56.8,38.63,35.15,21.12,29.94,16.61,14.62,61.45,27.99,89.27,42.26,46.02,20.7,55.42,0.0,0.0
ANSURI_mal_0484,74.19,179.11,40.65,96.08,85.34,96.01,115.7,54.96,37.61,35.16,21.99,28.47,16.73,14.44,63.07,28.77,87.75,41.56,45.39,23.22,55.98,0.0,0.0
ANSURI_mal_0485,80.19,165.55,42.74,105.2,92.74,101.63,122.67,61.68,39.36,38.81,22.58,31.05,17.5,15.53,57.3,26.13,77.41,40.59,38.64,24.62,55.9,0.0,0.0
ANSURI_mal_0486,80.0,172.19,41.69,100.55,83.19,99.93,123.23,61.21,41.03,38.92,22.78,32.38,18.0,16.59,61.42,27.61,83.82,42.73,42.51,24.81,56.05,0.0,0.0
ANSURI_mal_0487,93.06,181.84,43.44,108.67,97.19,105.08,117.23,63.7,42.01,40.09,22.71,30.5,18.91,14.36,58.78,27.36,85.14,46.25,42.66,26.9,58.25,0.0,0.0
ANSURI_mal_0488,67.18,174.46,38.9,87.36,79.31,95.58,105.7,55.86,38.16,36.42,21.86,28.45,16.94,13.87,56.99,25.52,82.4,42.38,42.25,20.28,55.13,0.0,0.0
ANSURI_mal_0489,68.97,172.39,39.93,95.31,81.15,92.28,112.48,53.94,36.13,38.35,21.89,30.34,18.14,14.47,58.1,25.61,83.45,43.54,42.0,21.75,56.6,0.0,0.0
ANSURI_mal_0490,83.04,185.02,40.86,95.24,82.92,101.95,117.42,62.61,40.5,40.93,23.43,29.95,17.68,16.23,66.65,31.55,93.27,43.43,45.74,21.75,56.66,0.0,0.0
ANSURI_mal_0491,88.1,169.87,43.68,105.96,94.33,108.16,120.01,65.89,42.63,40.71,23.82,31.13,17.51,14.57,58.64,26.33,79.66,42.04,41.21,26.37,57.44,0.0,0.0
ANSURI_mal_0492,74.38,169.05,40.74,99.85,86.26,98.29,114.3,59.48,40.23,37.77,20.78,28.31,16.53,14.54,57.42,25.56,80.43,40.6,41.54,24.51,57.23,0.0,0.0
ANSURI_mal_0493,66.62,175.39,39.03,89.88,74.88,91.62,110.31,52.49,37.21,36.8,22.33,30.65,17.92,14.92,59.32,26.82,82.37,43.81,41.83,20.79,57.35,0.0,0.0
ANSURI_mal_0494,74.09,170.01,40.35,97.88,88.0,98.5,113.84,60.02,38.21,36.43,20.94,28.8,16.12,15.99,55.08,25.59,79.57,42.02,41.82,24.31,55.18,0.0,0.0
ANSURI_mal_0495,96.76,178.86,44.73,113.03,95.18,104.06,128.66,63.14,44.34,42.14,24.09,34.62,20.22,16.52,62.45,27.17,83.31,45.94,41.39,26.46,58.62,0.0,0.0
ANSURI_mal_0496,89.29,169.41,45.4,105.96,96.73,106.82,125.48,66.29,41.71,41.34,23.09,34.52,17.46,14.14,58.77,26.98,82.42,38.08,41.81,26.49,56.59,0.0,0.0
ANSURI_mal_0497,80.85,181.64,41.9,100.17,83.47,102.05,118.18,59.57,38.7,36.01,22.01,31.35,17.8,13.55,65.09,29.11,90.33,41.19,45.07,23.16,58.02,0.0,0.0
ANSURI_mal_0498,83.89,177.67,43.14,105.44,85.58,99.07,120.4,60.8,43.14,38.88,22.13,32.3,18.35,14.6,58.38,26.1,84.78,44.15,42.41,25.59,57.15,0.0,0.0
ANSURI_mal_0499,86.46,170.65,44.47,108.26,96.66,104.99,126.28,62.58,39.58,36.74,20.76,31.67,16.8,16.04,59.78,29.24,80.58,40.95,41.91,26.5,56.63,0.0,0.0
ANSURI_mal_0500,75.17,169.25,39.82,98.69,88.11,99.91,111.89,60.85,42.04,36.05,20.25,30.45,17.0,13.81,58.19,26.65,81.31,38.93,40.65,24.07,54.99,0.0,0.0
ANSURI_mal_0501,79.05,181.42,40.26,94.68,79.57,102.19,112.04,62.27,40.26,38.68,21.45,30.52,17.24,13.91,63.69,28.93,89.78,42.97,46.81,23.02,56.04,0.0,0.0
ANSURI_mal_0502,78.11,166.04,41.52,100.7,90.28,102.65,115.26,62.4,41.41,40.77,23.13,29.92,16.85,14.25,56.22,26.61,80.47,39.72,41.09,24.76,56.74,0.0,0.0
ANSURI_mal_0503,71.89,167.52,42.05,99.47,78.51,97.99,120.35,58.82,38.4,36.58,20.72,30.69,17.16,15.84,58.9,26.8,82.87,39.82,41.86,23.77,55.75,0.0,0.0
ANSURI_mal_0504,115.78,179.24,46.51,118.87,111.79,121.58,131.11,74.25,47.1,42.48,24.44,34.3,18.89,15.83,62.81,29.96,85.29,41.13,43.88,30.1,58.44,0.0,0.0
ANSURI_mal_0505,68.17,174.1,38.94,92.09,80.15,92.8,107.88,55.87,37.41,36.06,20.53,30.21,17.43,13.97,60.41,28.8,83.92,43.97,41.93,21.53,54.64,0.0,0.0
ANSURI_mal_0506,69.24,163.3,39.9,96.19,84.98,96.78,108.31,56.11,40.43,39.13,22.51,29.3,16.61,13.24,55.85,25.4,77.23,39.79,39.18,24.23,55.03,0.0,0.0
ANSURI_mal_0507,74.58,173.36,40.36,92.74,80.87,99.26,113.8,60.21,41.07,38.68,22.76,30.77,18.03,14.97,58.71,27.53,82.75,41.76,42.76,21.57,55.62,0.0,0.0
ANSURI_mal_0508,60.98,169.42,38.47,89.23,77.52,90.94,105.25,51.12,35.75,32.66,20.7,27.93,17.23,13.54,58.24,26.49,80.85,42.7,41.26,20.49,54.9,0.0,0.0
ANSURI_mal_0509,67.43,177.39,39.59,90.88,74.26,93.27,110.43,55.39,37.46,35.29,20.96,29.22,17.14,14.58,64.34,30.02,89.4,39.33,44.95,21.2,56.84,0.0,0.0
ANSURI_mal_0510,83.67,175.25,41.56,99.48,90.9,102.38,118.43,61.74,40.13,41.12,23.75,30.35,18.85,15.55,59.74,27.04,80.46,43.5,39.18,23.49,58.06,0.0,0.0
ANSURI_mal_0511,61.86,167.41,39.0,90.0,75.82,90.14,103.45,55.18,36.46,34.56,20.87,28.07,16.52,13.49,55.87,24.9,79.38,40.11,40.05,22.21,56.63,0.0,0.0
ANSURI_mal_0512,86.66,180.06,41.88,99.04,90.0,104.0,117.19,64.23,43.03,42.77,23.78,30.15,17.25,14.02,64.32,28.55,88.01,42.54,43.76,23.0,55.54,0.0,0.0
ANSURI_mal_0513,62.44,168.85,39.5,90.44,77.48,92.07,110.38,53.43,35.26,34.02,20.85,27.75,16.02,14.27,56.5,26.24,82.18,40.2,42.12,20.37,55.37,0.0,0.0
ANSURI_mal_0514,64.22,180.18,38.86,86.14,75.82,91.21,107.45,52.34,35.92,33.76,20.28,26.67,16.41,14.97,60.09,27.73,87.31,43.42,44.04,20.68,56.19,0.0,0.0
ANSURI_mal_0515,84.56,174.67,41.5,100.07,88.54,103.19,117.75,65.24,41.61,42.16,23.46,30.54,16.87,14.59,59.39,26.4,81.71,43.0,41.97,24.87,57.62,0.0,0.0
ANSURI_mal_0516,78.74,167.91,43.13,98.86,88.68,102.47,116.89,62.9,39.73,39.63,21.98,32.45,16.63,13.51,58.84,26.64,79.88,37.13,39.66,23.79,58.13,0.0,0.0
