bodyID,weight_kg,stature_cm,neck_base_girth,chest_girth,waist_girth,hips_buttock_girth,shoulder_girth,thigh_girth,thigh_low_girth,calf_girth,ankle_girth,forearm_girth,wrist_girth,shoulder_length,sleeveoutseam_length,forearm_length,crotchheight_length,waistback_length,thigh_length,chest_depth_length,head_girth,biacromialbreadth,scyecircoveracromion
ANSURI_mal_0901,76.63,176.16,42.26,96.47,80.77,98.3,118.8,60.08,38.99,37.66,22.19,30.09,16.92,14.41,62.4,27.26,87.01,38.45,43.54,23.91,58.43,0.0,0.0
ANSURI_mal_0902,64.69,164.31,39.38,94.94,79.28,93.78,115.01,56.37,35.82,34.66,19.37,26.16,15.43,14.86,54.57,24.78,75.99,40.35,39.18,22.02,56.77,0.0,0.0
ANSURI_mal_0903,76.15,164.21,41.85,100.48,92.86,100.83,115.59,61.66,39.3,36.97,21.09,29.8,16.5,13.81,56.04,24.9,76.93,39.63,40.83,25.22,55.68,0.0,0.0
ANSURI_mal_0904,69.67,171.6,38.49,94.06,83.34,96.64,113.26,56.91,37.31,36.13,20.42,27.25,16.44,14.96,59.62,26.94,81.87,41.68,41.84,21.68,54.41,0.0,0.0
ANSURI_mal_0905,85.1,183.28,42.05,99.77,88.01,102.04,120.74,62.77,40.35,37.85,21.21,30.37,17.47,16.21,61.7,29.23,89.21,41.64,45.65,24.52,57.08,0.0,0.0
ANSURI_mal_0906,81.46,185.03,42.16,98.34,82.13,99.37,119.48,59.07,37.63,38.78,21.4,30.54,17.14,14.75,66.48,30.95,90.99,42.47,45.79,23.81,58.24,0.0,0.0
ANSURI_mal_0907,72.54,169.33,41.18,96.68,81.42,95.7,115.84,58.99,40.31,37.73,22.17,31.03,17.51,13.87,56.25,25.12,79.51,39.99,40.79,22.44,57.18,0.0,0.0
ANSURI_mal_0908,78.7,174.8,41.38,102.15,90.04,97.87,117.25,58.64,37.46,37.84,21.27,29.8,16.34,15.65,58.6,26.87,81.73,42.36,42.66,24.81,57.73,0.0,0.0
ANSURI_mal_0909,75.02,176.86,41.67,99.17,80.72,97.89,115.33,56.31,39.34,33.87,22.09,29.26,17.09,14.83,60.04,26.11,83.92,42.57,42.07,24.86,57.37,0.0,0.0
ANSURI_mal_0910,69.44,172.57,40.98,92.58,76.57,94.85,116.28,58.56,36.95,37.08,20.8,28.59,16.01,15.17,61.63,28.21,85.42,39.31,43.54,22.16,55.87,0.0,0.0
ANSURI_mal_0911,78.8,170.1,42.58,100.69,83.56,103.86,115.63,63.81,40.17,37.62,22.37,30.82,17.0,12.96,57.94,25.89,79.69,38.54,40.73,23.94,58.48,0.0,0.0
ANSURI_mal_0912,102.78,171.75,42.84,117.0,106.71,113.74,130.68,69.38,45.29,45.81,24.54,32.62,17.83,15.88,59.12,27.77,81.36,41.58,40.87,28.24,56.78,0.0,0.0
ANSURI_mal_0913,60.23,166.16,36.24,84.22,75.15,90.83,104.1,53.39,39.31,37.69,22.11,27.08,16.1,15.33,55.13,26.09,77.96,41.17,38.67,20.11,55.09,0.0,0.0
ANSURI_mal_0914,82.74,180.43,40.6,97.71,88.24,102.01,118.29,61.61,42.23,37.62,22.42,29.99,18.28,15.13,60.49,27.84,87.58,40.06,46.66,23.47,56.09,0.0,0.0
ANSURI_mal_0915,48.83,161.18,35.66,82.8,66.8,80.98,100.44,47.54,32.64,33.06,19.3,25.95,14.95,13.57,55.44,24.64,79.35,38.3,40.17,20.09,54.57,0.0,0.0
ANSURI_mal_0916,67.98,177.83,39.68,88.52,78.61,92.7,110.76,54.58,37.35,35.5,20.62,30.43,16.97,14.7,61.82,27.4,86.65,40.79,43.68,20.68,55.25,0.0,0.0
ANSURI_mal_0917,80.93,176.15,42.23,98.52,82.99,101.77,118.5,63.76,40.71,39.28,21.65,33.04,17.7,14.65,63.12,29.29,87.87,39.74,45.11,22.82,56.49,0.0,0.0
ANSURI_mal_0918,67.57,184.35,39.01,90.18,78.0,91.58,111.81,52.22,36.17,32.75,20.1,27.29,17.53,15.49,61.61,27.96,89.42,47.42,45.72,20.7,54.57,0.0,0.0
ANSURI_mal_0919,78.81,173.34,41.14,95.51,87.67,101.24,115.74,61.79,40.21,41.15,23.54,30.73,17.25,14.62,58.73,26.6,84.13,40.71,42.96,22.8,55.23,0.0,0.0
ANSURI_mal_0920,64.39,166.17,40.08,90.45,80.3,92.01,112.16,54.84,36.15,34.37,20.4,29.37,16.66,14.17,56.58,24.91,78.91,40.45,40.51,21.86,55.26,0.0,0.0
ANSURI_mal_0921,87.91,179.09,42.54,105.28,91.79,104.3,121.68,61.18,41.52,39.08,22.84,31.88,17.64,15.04,61.04,26.86,84.74,42.22,41.62,25.32,58.68,0.0,0.0
ANSURI_mal_0922,92.95,168.18,45.29,116.13,99.81,105.05,130.81,64.91,41.78,39.24,21.64,32.31,18.27,14.0,56.32,23.28,74.98,43.87,40.11,28.2,57.26,0.0,0.0
ANSURI_mal_0923,82.48,176.47,43.01,102.98,87.16,99.23,123.71,59.31,40.74,37.58,22.68,31.75,17.81,14.87,61.31,27.14,84.41,42.68,41.83,25.06,57.37,0.0,0.0
ANSURI_mal_0924,87.83,175.42,43.0,106.5,93.39,104.4,124.78,65.34,39.6,36.85,21.44,30.88,17.3,14.44,63.68,28.23,83.44,38.17,44.2,26.3,55.9,0.0,0.0
ANSURI_mal_0925,84.73,183.78,43.33,97.61,84.43,101.74,120.56,61.13,39.56,40.01,22.62,33.0,17.61,15.02,67.11,30.06,93.18,41.63,46.81,24.28,58.33,0.0,0.0
ANSURI_mal_0926,82.9,168.48,42.97,97.04,87.23,107.13,121.67,66.6,43.09,41.11,23.8,33.29,17.15,16.27,56.58,25.71,80.1,39.31,40.15,23.01,55.41,0.0,0.0
ANSURI_mal_0927,75.74,177.11,39.49,93.35,84.63,101.02,115.54,61.14,39.13,37.34,21.03,29.15,16.28,15.51,60.98,28.37,88.46,40.38,44.22,21.08,55.55,0.0,0.0
ANSURI_mal_0928,55.74,167.17,36.49,83.09,73.31,87.68,100.99,51.88,34.92,33.45,19.12,26.14,15.34,13.65,56.0,25.3,78.0,39.5,40.79,18.57,56.94,0.0,0.0
ANSURI_mal_0929,72.53,174.14,41.93,94.6,80.2,93.17,116.83,54.97,39.08,39.39,22.78,31.43,17.52,15.29,59.1,27.52,84.85,41.97,42.56,23.17,57.59,0.0,0.0
ANSURI_mal_0930,56.92,158.28,39.1,89.88,69.72,87.72,111.96,52.88,35.22,36.19,20.07,30.2,16.01,14.65,54.0,24.69,77.0,35.97,37.9,21.24,53.59,0.0,0.0
ANSURI_mal_0931,65.02,180.71,39.2,89.19,74.84,89.76,112.07,52.9,34.26,34.47,20.98,28.38,16.28,15.1,63.1,29.9,92.77,41.25,46.8,20.67,54.71,0.0,0.0
ANSURI_mal_0932,89.7,172.22,41.78,109.48,100.27,105.02,122.68,63.5,44.68,40.18,22.11,31.69,17.23,14.39,59.62,25.88,82.8,42.31,41.3,26.51,56.77,0.0,0.0
ANSURI_mal_0933,69.9,174.11,39.52,93.67,78.32,94.88,113.63,57.56,36.92,36.12,22.53,28.35,17.14,14.47,62.82,27.81,85.82,39.06,43.46,22.08,56.08,0.0,0.0
ANSURI_mal_0934,73.81,173.57,41.13,97.47,86.27,96.76,116.88,57.75,37.64,36.58,21.44,28.36,16.43,15.11,58.29,26.39,83.11,42.15,43.0,22.55,55.82,0.0,0.0
ANSURI_mal_0935,71.2,171.99,39.78,93.54,83.43,96.05,113.78,59.22,39.58,35.4,21.92,28.29,16.94,14.17,56.82,24.85,82.3,40.53,41.73,21.49,57.48,0.0,0.0
ANSURI_mal_0936,63.4,169.91,39.07,92.84,79.19,90.16,106.59,53.49,36.17,35.55,20.67,26.26,15.88,13.94,56.13,25.6,80.67,40.17,40.83,21.35,57.77,0.0,0.0
ANSURI_mal_0937,81.91,176.6,42.4,102.37,85.18,99.14,120.3,58.11,40.94,40.3,23.09,32.46,17.73,14.27,61.13,27.23,82.74,42.84,41.82,24.56,56.48,0.0,0.0
ANSURI_mal_0938,85.05,178.46,41.93,102.9,91.49,102.83,122.53,61.46,40.14,38.12,20.92,30.79,17.44,15.97,60.47,27.47,84.92,43.77,43.63,24.48,56.19,0.0,0.0
ANSURI_mal_0939,87.32,181.02,42.36,101.26,96.31,105.36,117.17,62.93,39.22,36.76,21.95,30.57,17.72,14.88,60.16,26.25,86.62,43.76,43.37,25.26,56.97,0.0,0.0
ANSURI_mal_0940,62.46,172.06,37.6,88.06,74.4,92.44,103.77,53.66,38.85,36.11,21.4,26.43,16.33,13.99,58.65,26.42,85.64,41.55,42.8,21.01,54.37,0.0,0.0
ANSURI_mal_0941,69.21,178.23,38.87,90.55,78.69,93.34,107.93,55.05,37.23,36.25,21.14,28.51,16.99,13.78,59.75,27.33,84.54,45.38,42.91,22.69,56.13,0.0,0.0
ANSURI_mal_0942,74.2,176.12,39.72,95.03,81.85,99.04,112.72,59.8,40.28,36.25,20.75,28.59,16.62,14.96,58.77,25.53,82.9,43.37,42.66,21.99,55.38,0.0,0.0
ANSURI_mal_0943,70.13,164.25,39.05,94.57,86.41,98.43,113.86,59.12,39.98,36.98,20.9,28.66,16.31,14.62,57.22,26.02,79.41,37.65,40.92,22.89,55.45,0.0,0.0
ANSURI_mal_0944,99.81,179.35,43.01,114.2,104.76,109.48,123.68,66.18,42.85,40.5,23.74,31.85,18.1,15.67,60.77,27.73,84.94,45.08,42.68,28.49,57.13,0.0,0.0
ANSURI_mal_0945,79.42,174.98,41.51,100.66,87.0,100.22,118.49,58.27,39.82,39.54,22.03,31.37,17.22,14.48,62.16,27.24,84.95,41.1,43.68,23.81,56.52,0.0,0.0
ANSURI_mal_0946,92.29,170.98,44.65,113.83,100.93,103.67,128.72,65.42,42.72,40.05,24.38,31.82,18.27,15.88,58.96,27.6,82.43,40.01,42.24,28.22,57.16,0.0,0.0
ANSURI_mal_0947,92.42,192.79,41.61,98.9,82.71,104.53,121.07,65.07,42.83,43.28,25.08,32.09,18.44,16.87,66.13,30.66,97.99,42.21,49.79,23.39,57.14,0.0,0.0
ANSURI_mal_0948,74.49,171.71,41.57,96.29,81.11,97.61,119.94,60.0,39.45,37.98,22.72,29.7,17.13,15.57,57.87,25.31,82.68,41.1,41.89,23.03,55.26,0.0,0.0
ANSURI_mal_0949,100.8,180.15,44.07,106.98,99.91,113.31,126.7,73.5,43.28,39.8,22.08,32.44,18.96,15.72,61.17,27.84,87.17,41.05,44.31,26.6,56.99,0.0,0.0
ANSURI_mal_0950,72.08,174.25,40.36,96.89,76.25,95.87,118.05,57.82,38.62,38.3,21.65,29.15,16.96,16.17,57.54,25.32,83.14,44.32,41.99,21.94,56.94,0.0,0.0
ANSURI_mal_0951,57.36,173.16,37.34,86.61,71.36,87.18,104.79,49.42,33.29,34.24,19.62,28.09,15.83,13.86,59.49,25.62,86.9,41.5,42.69,19.85,55.5,0.0,0.0
ANSURI_mal_0952,93.28,175.58,43.4,111.01,100.58,108.01,121.72,66.54,43.78,40.71,22.36,32.49,17.72,14.31,60.82,27.31,87.44,40.8,44.08,26.15,57.16,0.0,0.0
ANSURI_mal_0953,83.88,178.94,42.35,100.08,93.84,98.52,117.59,60.98,42.55,37.28,21.86,31.06,17.07,15.53,63.92,28.92,86.03,43.12,42.75,24.8,59.25,0.0,0.0
ANSURI_mal_0954,82.14,176.5,42.49,101.81,90.57,100.64,118.68,59.18,40.31,39.61,22.68,29.65,17.23,15.39,59.13,26.67,82.46,43.72,41.89,23.67,58.77,0.0,0.0
ANSURI_mal_0955,60.52,170.95,38.34,87.0,74.89,89.31,104.25,51.74,35.0,34.62,21.24,26.93,16.67,14.08,58.17,26.04,81.88,42.74,41.94,21.03,56.52,0.0,0.0
ANSURI_mal_0956,60.92,163.33,39.21,88.27,73.08,89.93,109.61,56.34,35.86,35.85,21.38,29.49,16.58,14.28,56.55,25.11,78.82,37.63,40.83,21.35,54.87,0.0,0.0
ANSURI_mal_0957,73.7,168.0,42.11,98.18,85.0,96.25,119.98,57.74,39.29,37.91,22.44,29.85,16.61,15.2,57.21,25.84,78.42,39.37,39.02,23.45,57.08,0.0,0.0
ANSURI_mal_0958,63.45,175.36,37.08,90.07,79.12,89.87,105.49,52.18,34.19,34.7,19.52,26.51,16.38,15.18,59.73,26.7,81.89,44.11,43.3,20.51,56.21,0.0,0.0
ANSURI_mal_0959,96.56,180.05,43.6,109.11,103.71,110.35,122.65,65.75,41.84,37.7,22.77,31.18,17.55,14.3,61.79,28.23,86.36,43.71,42.37,26.85,56.51,0.0,0.0
ANSURI_mal_0960,96.27,180.74,43.49,112.01,91.92,106.86,126.79,65.91,43.39,41.53,23.4,33.58,18.83,15.33,59.45,26.33,87.01,48.13,44.01,27.61,56.91,0.0,0.0
ANSURI_mal_0961,105.11,191.79,46.15,111.97,98.56,109.71,126.92,65.63,42.45,41.26,23.37,32.24,18.6,15.11,64.6,29.35,93.57,47.18,46.89,28.73,58.21,0.0,0.0
ANSURI_mal_0962,71.3,177.4,40.51,96.19,78.6,92.72,117.61,54.19,37.21,36.17,22.13,29.66,16.24,15.61,58.67,26.1,84.01,44.14,42.11,22.31,57.85,0.0,0.0
ANSURI_mal_0963,65.97,167.85,38.56,89.72,78.17,95.17,108.04,58.39,37.44,35.65,20.82,28.62,16.41,13.78,55.5,24.81,78.77,41.41,40.35,22.31,55.2,0.0,0.0
ANSURI_mal_0964,65.22,181.17,38.98,87.59,72.37,91.15,109.47,54.84,35.39,34.25,21.1,28.88,16.46,15.04,62.08,28.66,92.82,40.93,45.44,20.69,56.07,0.0,0.0
ANSURI_mal_0965,75.36,161.16,41.53,102.74,90.73,98.67,119.03,60.64,40.03,37.4,21.55,29.66,17.13,14.78,52.09,23.0,71.73,39.71,37.23,25.84,57.46,0.0,0.0
ANSURI_mal_0966,81.39,173.26,41.59,98.56,92.53,102.9,118.86,61.56,39.71,36.62,22.07,31.2,17.28,14.09,61.05,26.38,82.61,40.38,42.24,24.67,56.28,0.0,0.0
ANSURI_mal_0967,79.14,178.12,42.93,98.29,78.73,97.34,119.26,60.13,41.32,40.79,23.87,30.18,17.26,14.27,64.36,29.35,87.97,39.87,42.55,24.08,56.55,0.0,0.0
ANSURI_mal_0968,57.63,170.67,37.4,84.0,69.99,88.19,105.34,52.08,36.84,33.51,19.41,26.31,15.89,14.37,56.71,25.85,81.56,41.96,42.63,19.45,56.22,0.0,0.0
ANSURI_mal_0969,66.6,168.09,40.49,94.33,78.44,92.5,115.2,54.47,36.76,37.27,21.7,27.29,16.64,15.87,55.47,24.61,78.05,44.5,39.54,21.76,56.2,0.0,0.0
ANSURI_mal_0970,65.02,163.49,39.26,90.79,84.42,94.74,107.0,55.36,39.01,35.28,20.74,28.96,17.06,13.5,56.29,24.39,78.46,39.36,40.02,22.07,55.06,0.0,0.0
ANSURI_mal_0971,72.52,167.17,41.29,98.47,85.99,96.7,117.0,58.44,38.35,36.96,20.62,29.95,16.63,15.31,53.62,24.42,77.56,40.13,38.94,23.91,56.2,0.0,0.0
ANSURI_mal_0972,61.62,172.74,39.27,88.72,77.35,90.05,109.31,51.07,34.29,31.67,18.59,28.07,16.06,14.17,61.18,26.65,85.85,40.82,43.31,21.9,56.65,0.0,0.0
ANSURI_mal_0973,64.25,162.64,38.97,94.02,77.74,95.53,110.94,57.77,36.46,35.33,20.29,28.09,15.8,15.14,56.31,26.58,79.61,38.56,41.95,22.53,56.9,0.0,0.0
ANSURI_mal_0974,57.31,172.07,36.71,85.37,74.15,87.61,104.82,50.16,34.51,32.95,20.16,26.06,15.45,15.38,59.02,26.35,85.69,42.59,42.94,20.22,55.03,0.0,0.0
ANSURI_mal_0975,84.81,176.58,42.38,102.06,93.68,103.72,119.83,61.62,40.23,38.16,21.91,30.6,17.28,14.48,63.66,27.84,84.22,41.47,43.2,23.98,56.53,0.0,0.0
ANSURI_mal_0976,73.33,181.37,39.58,95.81,84.13,94.15,115.82,53.36,37.24,35.97,21.36,29.24,16.75,17.21,59.97,26.88,88.67,44.77,44.91,23.5,55.36,0.0,0.0
ANSURI_mal_0977,77.59,173.47,43.43,105.02,84.49,95.63,123.82,58.78,38.55,37.56,21.5,30.51,17.19,15.27,58.28,27.17,85.78,40.52,42.38,25.16,54.76,0.0,0.0
ANSURI_mal_0978,69.77,177.34,40.93,93.42,78.64,93.97,114.81,55.43,36.52,34.96,21.14,28.08,17.14,14.8,62.82,27.83,88.94,40.4,43.64,22.6,55.48,0.0,0.0
ANSURI_mal_0979,86.26,176.57,44.3,107.39,94.18,100.49,120.39,62.31,41.32,38.15,22.06,30.32,17.2,15.5,62.71,29.17,85.68,41.48,42.7,27.0,56.2,0.0,0.0
ANSURI_mal_0980,72.46,168.21,39.68,92.63,85.77,100.3,111.51,61.86,40.13,36.81,21.77,28.92,15.62,13.81,56.59,26.56,79.34,38.71,40.68,22.16,54.62,0.0,0.0
ANSURI_mal_0981,70.62,182.52,38.25,89.63,80.01,94.42,111.03,56.11,36.82,36.41,21.7,28.78,16.67,15.42,61.57,27.8,90.72,45.32,45.86,20.68,55.71,0.0,0.0
ANSURI_mal_0982,96.51,182.07,42.35,106.87,99.84,107.86,123.26,67.65,43.66,40.44,25.05,30.41,16.74,15.73,61.35,28.05,88.11,43.75,43.09,26.7,58.46,0.0,0.0
ANSURI_mal_0983,71.29,162.58,41.01,99.8,81.23,94.97,118.34,57.51,39.42,40.28,23.66,30.97,18.12,15.27,54.54,24.25,74.76,39.79,37.69,23.59,57.36,0.0,0.0
ANSURI_mal_0984,69.07,170.63,40.37,93.47,80.26,94.49,112.59,56.41,38.43,35.92,21.24,29.21,16.9,14.69,57.78,25.86,80.9,41.09,41.19,22.38,57.59,0.0,0.0
ANSURI_mal_0985,91.2,178.77,43.63,108.31,96.74,106.93,123.19,64.78,39.8,38.19,23.46,29.85,17.66,14.85,60.97,27.35,86.69,41.35,42.67,26.64,57.54,0.0,0.0
ANSURI_mal_0986,83.46,172.3,43.05,104.97,90.32,103.73,124.68,62.47,40.26,36.86,21.28,30.93,16.92,16.14,59.22,27.13,82.27,42.64,42.75,25.25,57.08,0.0,0.0
ANSURI_mal_0987,80.15,179.78,41.0,97.04,85.94,100.99,118.13,62.31,39.17,37.09,22.76,30.38,16.67,15.23,60.71,27.9,88.92,40.75,45.91,22.74,57.73,0.0,0.0
ANSURI_mal_0988,73.86,173.96,40.13,96.51,85.36,96.97,114.65,59.13,38.21,34.99,21.73,28.21,17.96,15.21,58.34,26.66,83.12,44.76,42.0,23.05,55.96,0.0,0.0
ANSURI_mal_0989,66.42,177.14,39.39,91.93,73.9,91.59,111.24,54.44,37.14,34.09,21.52,28.09,16.87,15.1,59.56,27.22,85.23,40.87,44.28,21.56,56.23,0.0,0.0
ANSURI_mal_0990,64.05,167.62,38.51,92.78,85.39,91.42,108.37,53.17,34.6,33.12,19.94,26.87,16.11,15.58,55.29,25.58,78.34,44.01,40.46,22.1,54.72,0.0,0.0
ANSURI_mal_0991,92.97,180.28,43.47,106.33,89.35,107.28,123.58,66.78,41.46,43.02,23.35,34.22,17.81,14.7,64.83,30.36,90.39,40.57,46.11,26.16,56.07,0.0,0.0
ANSURI_mal_0992,75.38,165.71,41.68,104.79,90.33,98.92,117.05,61.89,38.86,34.41,20.17,28.9,16.63,14.59,53.23,24.42,78.07,40.7,40.88,25.26,55.7,0.0,0.0
ANSURI_mal_0993,72.83,183.37,40.88,94.62,76.53,91.81,116.41,55.81,36.58,38.45,21.91,30.16,16.39,15.53,63.8,29.19,92.85,42.28,47.19,21.96,58.27,0.0,0.0
ANSURI_mal_0994,79.15,183.43,41.64,93.7,80.02,101.11,118.94,61.77,38.99,35.11,21.9,31.1,17.72,16.71,61.73,29.74,91.11,40.4,46.4,22.15,58.94,0.0,0.0
ANSURI_mal_0995,66.98,161.15,38.71,92.95,80.47,97.79,111.53,61.05,39.57,35.67,21.12,28.7,16.31,14.86,52.65,23.61,74.07,37.87,37.1,22.66,54.99,0.0,0.0
ANSURI_mal_0996,79.84,168.87,42.16,104.86,93.68,100.51,118.13,60.88,39.91,37.38,21.44,28.34,16.24,14.49,56.24,24.52,78.27,40.66,40.06,26.17,57.1,0.0,0.0
ANSURI_mal_0997,85.33,173.57,43.64,102.83,89.89,102.04,124.1,62.0,42.23,40.7,23.03,31.57,18.13,15.15,59.18,26.26,81.57,43.76,40.97,25.34,58.72,0.0,0.0
ANSURI_mal_0998,71.65,172.81,39.92,91.29,79.44,98.45,114.02,61.19,40.05,36.32,20.49,28.48,16.91,15.4,60.71,27.44,84.08,37.91,43.33,21.17,56.51,0.0,0.0
ANSURI_mal_0999,76.46,175.54,39.44,96.38,82.24,99.89,112.12,61.81,41.73,40.75,23.51,28.01,16.95,15.01,55.86,25.53,85.34,40.56,43.95,22.47,56.98,0.0,0.0
ANSURI_mal_1000,82.72,175.68,41.33,102.68,90.39,101.44,118.19,62.23,41.78,38.97,22.13,28.5,16.87,15.25,61.66,27.43,86.48,44.37,43.61,26.07,55.26,0.0,0.0
ANSURI_mal_1001,68.64,170.36,39.61,92.12,76.95,94.21,113.99,55.99,38.67,38.93,22.0,28.61,17.06,15.02,57.23,25.35,79.36,40.94,38.8,22.1,57.42,0.0,0.0
ANSURI_mal_1002,71.94,183.5,39.91,94.88,79.3,93.25,114.17,53.57,37.24,34.93,20.28,28.84,17.46,15.51,61.73,27.29,88.72,44.55,44.41,21.99,57.91,0.0,0.0
ANSURI_mal_1003,70.28,178.09,38.37,88.6,74.71,93.3,112.16,57.5,39.16,39.01,21.66,31.55,17.27,14.72,58.35,25.33,84.32,42.41,43.11,20.49,59.0,0.0,0.0
ANSURI_mal_1004,65.57,169.04,38.44,92.11,77.27,91.89,116.22,56.36,36.05,34.52,19.6,29.57,16.68,16.27,60.42,27.34,82.98,40.18,43.2,22.01,52.65,0.0,0.0
ANSURI_mal_1005,78.41,172.05,41.49,100.7,84.85,100.44,121.27,62.14,38.48,37.88,21.63,29.54,16.64,15.73,57.01,24.84,79.5,41.41,40.78,24.02,57.61,0.0,0.0
ANSURI_mal_1006,83.71,179.72,41.89,104.38,85.54,99.28,123.34,60.69,40.3,39.91,22.12,30.03,17.89,16.15,61.89,28.8,86.78,43.5,44.1,24.74,57.31,0.0,0.0
ANSURI_mal_1007,78.64,172.34,42.69,104.35,83.06,98.0,123.74,59.27,39.12,37.74,21.61,32.17,16.68,14.68,62.04,27.26,84.8,39.38,42.2,25.93,56.25,0.0,0.0
ANSURI_mal_1008,75.76,176.16,41.16,99.94,83.28,95.84,118.06,59.46,37.21,37.87,21.57,28.08,15.89,14.95,57.9,25.47,83.5,42.88,42.17,23.94,57.52,0.0,0.0
ANSURI_mal_1009,69.55,166.24,38.66,89.02,86.49,99.26,105.56,59.82,40.78,38.38,22.43,27.15,16.35,14.76,54.42,24.6,77.66,38.58,36.88,21.98,58.09,0.0,0.0
ANSURI_mal_1010,73.39,184.22,42.06,94.59,77.54,93.54,115.95,53.66,35.03,36.59,22.08,31.95,17.79,14.32,67.72,30.02,94.72,41.66,46.74,22.84,57.83,0.0,0.0
ANSURI_mal_1011,78.55,167.53,42.36,105.05,93.32,99.46,119.84,63.14,39.59,34.41,19.96,29.51,16.22,14.2,57.56,26.46,80.71,39.97,41.74,26.12,56.72,0.0,0.0
ANSURI_mal_1012,81.08,184.31,40.23,93.6,84.49,102.29,115.96,62.71,40.71,38.22,23.08,28.22,16.38,15.63,63.99,29.24,91.95,41.33,46.43,21.85,56.83,0.0,0.0
ANSURI_mal_1013,78.29,174.16,41.16,99.4,89.22,99.05,115.66,58.77,39.33,36.76,21.27,31.24,18.09,14.88,60.8,27.24,83.23,40.8,41.57,24.52,57.37,0.0,0.0
ANSURI_mal_1014,77.74,173.36,41.41,99.17,81.07,100.53,116.51,62.72,39.65,41.02,23.57,30.6,17.27,15.78,58.07,27.07,84.21,40.34,41.75,22.62,57.42,0.0,0.0
ANSURI_mal_1015,71.81,172.87,40.77,97.61,77.81,95.88,115.46,57.91,37.27,38.02,21.68,28.98,16.56,14.45,59.49,26.92,84.39,41.49,41.61,23.81,57.16,0.0,0.0
ANSURI_mal_1016,77.48,165.29,42.43,102.28,84.79,100.71,118.99,63.64,40.58,39.31,22.52,30.77,16.64,14.54,55.7,25.85,76.69,40.22,38.88,25.05,56.07,0.0,0.0
ANSURI_mal_1017,70.97,183.82,38.52,89.17,82.22,96.6,108.44,56.98,37.24,34.19,21.41,26.72,17.13,14.98,60.91,27.71,91.21,41.37,45.47,20.27,57.79,0.0,0.0
ANSURI_mal_1018,73.31,174.89,40.0,98.2,86.64,96.58,108.89,57.47,38.13,37.57,21.32,29.05,16.79,12.68,59.54,28.01,87.96,39.09,45.13,24.61,54.48,0.0,0.0
ANSURI_mal_1019,99.43,180.49,43.23,107.7,102.99,113.54,124.09,70.26,42.26,40.65,23.5,31.58,18.12,15.46,61.96,27.9,89.92,40.29,45.68,26.6,57.78,0.0,0.0
ANSURI_mal_1020,67.2,172.42,39.75,95.33,78.73,92.23,115.73,54.37,34.77,36.53,20.45,29.01,16.23,14.77,60.09,24.99,84.16,41.87,42.37,21.29,56.74,0.0,0.0
ANSURI_mal_1021,85.27,181.08,42.36,99.23,85.03,102.85,123.69,64.83,40.7,37.85,22.58,30.84,17.84,15.76,64.77,29.05,91.38,41.83,46.34,24.43,56.97,0.0,0.0
ANSURI_mal_1022,101.06,187.64,45.05,108.32,97.07,108.63,124.63,66.63,42.24,44.53,24.23,32.16,18.71,14.41,66.48,28.62,93.78,44.67,44.87,26.67,59.07,0.0,0.0
ANSURI_mal_1023,66.31,183.78,38.35,91.39,77.28,91.41,109.11,51.97,35.52,32.11,19.88,27.25,16.05,14.39,63.37,27.1,92.86,42.47,47.06,22.53,54.51,0.0,0.0
ANSURI_mal_1024,74.44,167.48,43.14,100.44,88.45,97.14,119.17,58.21,38.18,36.48,20.07,28.75,16.28,15.8,56.58,26.13,78.22,42.13,38.93,25.26,54.81,0.0,0.0
ANSURI_mal_1025,67.02,181.69,38.97,90.65,79.97,92.28,107.72,53.13,36.82,32.92,19.95,26.15,16.8,15.58,62.48,27.79,89.5,45.1,44.43,20.95,56.63,0.0,0.0
ANSURI_mal_1026,62.01,161.62,39.94,94.96,79.18,92.55,110.17,55.0,35.45,33.36,18.69,27.93,15.88,13.59,54.22,24.67,76.63,37.97,39.29,22.5,54.65,0.0,0.0
ANSURI_mal_1027,71.71,175.35,40.87,95.6,78.82,94.63,113.72,54.25,38.01,38.93,23.47,29.76,17.35,14.31,60.5,27.85,84.55,43.39,41.0,22.3,58.06,0.0,0.0
ANSURI_mal_1028,93.38,184.42,42.9,103.6,96.45,106.38,119.2,65.24,42.58,40.25,23.08,30.28,18.19,16.25,59.57,27.11,87.88,42.71,44.17,26.2,59.64,0.0,0.0
ANSURI_mal_1029,84.0,180.05,41.29,100.24,90.02,102.27,114.35,62.06,41.22,39.87,22.97,29.91,17.07,13.29,62.26,28.14,87.49,43.62,43.76,24.29,57.05,0.0,0.0
ANSURI_mal_1030,65.5,175.7,39.61,88.64,76.17,90.81,109.03,52.33,36.82,36.6,21.66,29.08,17.02,13.73,61.13,26.56,85.0,42.47,42.0,20.83,56.65,0.0,0.0
ANSURI_mal_1031,93.93,178.14,42.85,105.87,96.72,108.89,123.33,67.64,41.71,41.61,22.66,30.68,17.26,14.83,62.68,26.52,84.24,42.49,41.83,26.23,58.12,0.0,0.0
ANSURI_mal_1032,110.37,184.05,46.35,114.28,107.13,113.51,129.22,70.61,45.54,44.4,23.88,32.58,19.1,15.26,62.64,28.85,87.33,45.33,44.46,28.17,60.57,0.0,0.0
