stature_cm,weight_kg,chest_circumference,buttock_circumference,waist_circumference,thigh_circumference,ankle_circumference,biacromial_breadth,knee_height_sitting,calf_circumference,arm_circumference_flexed
169.4,73.9,94.0,95.6,82.6,57.6,21.0,37.7,53.2,36.3,35.2
187.2,100.0,109.6,103.8,98.2,64.0,23.9,41.4,61.8,41.5,36.4
162.7,60.4,90.9,87.3,72.8,52.8,20.7,39.1,50.4,34.6,32.6
177.3,78.9,97.0,99.7,83.8,60.5,22.3,39.4,55.4,35.6,33.3
171.2,68.0,92.2,91.7,78.3,55.9,21.7,41.5,55.8,37.2,34.4
179.2,68.4,94.3,89.6,76.0,55.6,19.7,38.2,57.1,32.9,32.5
175.6,84.8,104.6,101.6,93.4,60.0,22.9,37.1,55.5,37.8,35.0
178.8,74.0,96.0,92.6,80.0,53.1,20.8,42.3,57.2,36.6,31.5
166.4,75.4,97.3,100.0,82.9,63.5,22.5,40.1,52.4,40.3,31.0
176.0,83.4,101.2,102.6,87.0,60.7,24.0,41.5,55.3,40.1,34.6
172.8,81.3,99.3,103.0,86.2,64.2,22.5,39.0,54.3,40.1,33.5
178.4,73.8,94.0,92.9,77.2,53.4,23.8,41.9,55.4,39.4,33.0
179.1,83.2,104.2,101.6,85.1,60.5,21.8,39.7,58.1,35.7,34.0
175.9,97.7,112.5,110.2,98.7,67.2,23.5,40.1,56.0,41.2,39.6
161.3,59.3,88.9,87.8,70.6,52.1,21.2,35.1,50.7,35.3,36.7
173.3,69.3,88.8,96.3,76.0,57.5,22.1,37.8,53.9,37.3,30.0
172.3,75.7,96.0,97.0,83.5,58.4,23.1,37.7,54.1,39.9,33.5
169.9,90.7,112.8,106.0,96.5,64.1,23.0,39.7,53.6,39.8,38.2
163.6,69.1,97.8,95.7,85.6,56.2,21.4,38.7,51.0,36.2,31.5
172.1,83.7,102.1,104.0,87.8,66.1,21.8,38.5,55.0,39.8,34.5
187.3,92.4,104.3,103.8,88.5,64.8,23.1,41.0,61.6,39.5,34.2
172.4,69.8,90.3,90.2,74.4,56.3,21.9,38.5,56.9,37.3,32.5
167.9,76.3,93.1,100.6,77.8,62.1,21.8,38.0,53.3,39.9,35.1
185.3,91.3,107.3,109.4,92.5,66.6,22.2,39.0,60.0,38.9,36.5
182.1,79.0,102.8,98.9,89.2,55.2,21.2,39.8,55.2,34.3,30.8
170.9,61.0,94.0,85.6,76.3,52.3,19.8,37.0,55.1,33.8,31.1
183.2,88.5,107.6,100.7,93.3,59.7,21.5,39.8,56.6,36.4,33.3
184.7,89.3,108.5,99.0,83.0,59.8,24.0,44.0,58.9,40.2,38.8
183.4,79.1,100.9,95.2,79.5,57.4,22.0,42.0,57.8,37.2,34.1
173.2,93.5,107.5,106.3,96.3,66.0,25.7,38.5,55.8,42.6,33.5
179.5,82.7,105.0,101.6,81.7,61.9,22.2,40.8,56.5,38.5,35.6
167.3,85.4,102.7,104.4,83.7,68.2,23.0,39.7,56.0,41.9,39.0
167.4,82.5,105.3,104.1,92.1,63.6,21.2,39.3,50.5,37.2,34.5
180.2,82.3,96.9,101.7,81.8,63.9,22.4,41.0,57.5,39.8,32.0
172.1,69.8,96.9,92.8,76.7,54.4,22.0,38.2,54.4,37.8,31.8
184.4,116.9,128.1,110.3,105.4,67.9,23.9,40.3,59.1,40.2,41.1
172.8,62.8,89.5,91.5,72.6,52.1,21.1,38.7,53.9,36.0,31.5
169.4,74.1,99.1,96.2,80.0,59.6,23.2,39.2,54.2,38.1,35.0
170.8,73.8,96.9,97.4,78.7,58.7,21.1,40.3,51.3,35.4,34.0
176.0,69.7,94.3,94.2,75.8,53.9,22.3,41.4,55.6,36.3,32.2
177.4,76.3,95.5,100.9,82.9,59.5,22.7,38.4,55.7,37.2,32.9
184.4,91.0,108.0,102.5,89.7,63.5,21.8,41.3,58.9,40.8,37.2
174.2,78.1,97.5,97.8,82.6,61.4,24.5,39.4,55.8,40.5,35.5
177.4,70.7,94.6,90.8,74.8,54.5,22.3,41.3,55.3,36.2,33.4
174.3,71.3,95.2,97.9,78.3,57.7,20.5,39.2,51.8,36.8,31.4
179.8,84.8,103.2,103.4,87.0,59.8,22.7,39.8,57.0,37.5,34.0
183.2,91.5,104.0,103.6,89.2,61.1,24.5,42.5,58.6,40.9,37.5
179.7,95.6,108.3,106.0,94.8,66.1,22.2,43.2,56.8,40.5,36.7
179.2,95.6,107.4,108.7,89.1,69.5,23.0,39.6,57.8,40.8,40.5
171.3,86.1,106.7,104.1,93.2,62.2,22.1,40.6,54.0,38.1,36.0
171.5,63.8,91.2,89.9,76.4,54.7,20.4,36.7,54.1,33.5,30.1
157.9,57.3,93.0,86.4,75.8,51.4,19.5,38.5,50.4,34.0,31.0
174.4,76.0,102.8,96.2,82.4,58.8,21.1,40.5,56.6,37.5,34.4
175.7,84.9,101.7,101.0,89.7,61.5,23.3,39.2,54.8,38.7,35.2
168.4,58.7,88.5,87.1,73.3,51.3,20.7,37.4,50.7,33.3,29.1
171.4,84.8,103.4,102.6,91.4,61.9,23.0,38.4,53.8,41.7,34.0
181.7,93.1,109.9,102.8,97.0,64.0,23.1,41.8,58.4,38.8,35.0
167.8,62.1,91.4,85.1,70.5,50.6,22.5,38.2,51.8,37.5,31.2
179.8,89.0,106.1,102.0,85.8,65.1,21.8,39.9,57.3,38.6,37.2
170.2,76.3,102.5,94.9,78.5,57.2,22.2,38.4,53.4,39.9,36.5
179.3,74.6,99.6,95.5,82.0,57.0,20.9,40.6,55.9,35.0,30.8
169.4,63.8,89.2,88.6,78.1,52.9,19.4,37.5,54.4,35.2,31.2
169.8,67.2,93.9,93.6,77.6,54.7,21.9,38.3,52.8,35.7,31.2
185.4,97.5,104.9,108.5,88.2,69.0,21.6,42.0,59.2,36.8,36.5
179.6,82.5,96.4,103.2,80.8,65.2,22.8,37.9,56.1,39.5,32.5
185.8,97.1,114.2,104.4,96.5,63.4,22.5,43.3,58.3,37.9,36.2
184.2,99.5,106.2,111.8,93.3,69.2,24.7,41.6,58.5,43.0,37.0
173.2,76.1,97.1,93.0,85.8,56.8,20.8,42.2,53.6,37.0,33.9
172.2,64.6,90.3,90.4,74.4,52.3,20.8,40.3,51.2,36.3,30.0
167.5,63.0,90.9,89.1,74.8,53.1,19.6,37.0,51.0,34.0,32.0
180.9,77.3,94.7,96.6,79.7,57.3,23.1,40.5,56.3,37.2,34.4
185.1,80.7,100.4,100.3,79.2,60.1,22.9,40.2,58.5,37.8,33.8
175.8,61.6,92.3,87.5,76.2,51.3,19.6,39.2,55.3,32.3,31.6
169.4,65.8,90.1,92.9,77.4,57.2,19.7,38.2,54.0,33.6,32.7
173.0,77.4,92.8,97.5,81.8,58.5,22.8,37.7,55.0,41.3,37.3
174.0,67.7,92.0,91.8,78.6,56.2,20.3,39.1,56.1,34.5,31.9
186.7,73.6,97.2,91.6,83.0,52.9,23.5,41.1,60.2,34.9,29.5
161.3,72.1,100.6,95.3,83.7,59.7,20.5,40.4,50.2,37.0,35.5
173.4,84.1,102.3,100.6,90.0,61.5,22.7,41.0,57.9,37.7,36.6
176.3,72.0,90.0,93.9,74.8,56.3,22.7,39.3,56.0,38.7,32.4
176.8,66.0,90.8,89.5,75.0,51.7,21.2,41.1,55.9,37.1,30.5
179.0,79.7,97.2,98.1,81.5,59.1,22.4,39.3,58.6,40.1,34.2
177.8,104.3,117.0,110.6,101.3,68.4,23.2,43.1,58.1,39.1,41.0
180.5,74.0,95.2,95.1,78.7,57.6,21.9,41.0,56.7,35.6,35.1
173.4,61.7,84.0,88.6,67.6,52.1,19.8,38.1,55.2,32.9,32.2
186.8,86.6,100.8,98.8,84.3,58.1,23.5,41.1,59.8,39.2,37.1
174.6,78.5,102.0,97.0,85.4,58.1,23.3,40.7,56.9,39.4,32.4
149.7,55.9,87.6,90.7,73.8,56.2,19.9,34.6,45.4,35.3,32.5
174.8,71.9,96.3,94.5,81.1,59.1,21.3,37.3,55.5,36.5,32.9
186.7,111.4,118.0,113.4,94.5,71.4,24.6,43.0,60.3,42.9,43.4
167.0,78.0,99.1,99.7,87.1,62.7,21.8,39.0,53.1,36.7,33.0
182.8,112.1,112.1,111.2,107.2,67.1,24.8,43.4,56.7,42.1,38.8
175.8,72.4,90.6,100.7,74.3,59.8,21.4,40.7,54.1,37.4,32.2
167.3,75.0,101.7,95.9,87.8,57.2,23.7,38.3,53.0,39.8,33.3
183.0,84.0,98.1,99.8,79.7,62.8,23.3,42.3,59.2,38.1,31.8
185.9,83.6,103.5,101.0,81.0,58.9,23.8,44.0,59.8,38.4,34.0
173.8,70.1,92.3,93.1,82.8,54.6,21.2,38.2,54.6,38.5,30.5
165.8,69.9,94.9,91.6,84.4,56.3,21.2,38.6,52.4,37.0,32.3
163.8,57.1,83.6,82.6,67.4,50.6,20.3,37.0,52.9,35.1,32.0
176.9,84.3,104.2,101.2,83.1,61.4,22.5,40.3,56.4,39.9,37.0
179.6,71.0,91.8,91.6,75.0,53.7,21.4,40.5,56.8,34.0,33.0
165.8,63.9,93.7,91.2,77.7,53.9,21.3,36.1,52.8,34.6,31.8
167.0,73.2,100.1,97.9,82.6,56.9,22.2,38.4,51.2,36.3,33.9
186.3,70.8,94.7,91.9,83.1,52.9,21.3,38.9,60.1,34.0,29.9
166.9,72.0,95.3,95.4,87.8,56.6,21.5,35.9,52.2,36.8,31.9
166.5,83.5,99.9,103.2,81.9,66.1,23.3,38.2,55.8,40.3,37.2
170.1,61.5,91.0,89.4,75.0,52.2,18.5,39.5,54.2,33.7,30.2
172.3,74.2,99.0,94.3,85.0,57.0,22.5,37.3,54.2,37.1,32.0
174.4,79.5,105.2,99.9,85.9,61.3,22.4,41.0,54.5,38.1,33.7
173.2,72.7,97.3,97.7,83.8,56.6,19.8,40.7,54.7,35.5,30.5
179.2,87.4,101.4,104.1,84.5,66.6,22.0,42.2,58.6,37.5,37.0
170.5,73.1,98.4,95.4,81.9,57.6,21.4,40.3,53.9,38.5,33.3
177.5,71.0,90.1,97.2,75.4,55.6,21.9,38.0,54.8,38.3,28.8
167.6,80.3,99.9,100.1,87.8,59.3,21.9,39.2,52.7,39.1,35.4
176.5,83.4,102.1,102.2,82.5,63.0,23.3,37.9,58.1,41.7,33.3
173.2,77.3,108.4,100.8,86.2,59.5,20.8,39.0,53.2,37.2,33.3
204.2,85.0,95.2,99.9,75.9,56.6,21.5,42.7,66.9,37.8,30.8
171.9,79.0,96.7,101.4,90.5,60.4,22.1,36.8,53.7,38.6,33.3
175.5,83.5,108.1,100.6,93.7,61.3,20.6,42.0,55.3,36.3,33.9
188.0,81.7,101.6,97.6,85.3,61.1,22.6,40.7,63.3,36.4,34.5
188.0,88.0,96.2,99.7,80.8,59.1,23.0,39.9,60.8,40.4,35.6
165.2,79.5,105.3,98.5,92.0,61.7,21.1,40.1,53.0,38.2,33.3
176.7,95.1,113.4,108.1,97.4,64.6,22.1,40.2,55.4,39.9,36.6
183.1,100.0,107.6,107.3,88.4,69.3,23.1,43.0,60.6,42.7,40.4
183.2,91.5,104.8,105.7,93.6,64.3,22.9,40.5,57.0,40.6,33.5
184.3,84.9,98.3,101.4,83.7,62.4,23.0,39.5,59.0,39.7,33.5
185.0,98.8,108.4,108.5,98.5,65.8,23.1,39.8,60.5,43.1,36.5
169.3,81.4,110.0,102.5,94.7,59.1,22.2,39.3,54.8,39.2,33.0
185.6,101.4,108.7,113.3,97.9,68.9,24.7,41.8,59.3,42.5,34.2
180.7,74.2,98.1,95.6,81.5,57.9,21.1,41.2,56.5,37.6,33.0
179.6,85.1,102.5,103.2,84.0,64.1,24.3,41.0,57.2,41.0,33.5
181.7,78.4,100.6,96.6,80.4,56.5,22.3,39.4,55.6,37.3,35.0
170.5,58.5,88.6,87.5,69.5,49.2,21.4,39.8,53.6,34.5,29.3
175.7,81.5,96.6,101.4,82.8,61.2,23.6,39.8,55.2,38.6,34.8
173.7,70.6,95.1,92.4,81.0,56.9,21.2,37.0,57.9,37.0,30.3
181.2,99.8,112.3,107.3,97.6,68.8,21.6,38.6,57.4,39.1,37.2
170.1,63.4,88.6,93.6,79.1,55.0,19.8,37.5,53.7,33.0,29.0
170.8,67.0,96.6,93.0,77.8,56.0,22.1,39.2,54.4,36.5,31.4
178.0,101.6,113.1,112.8,98.0,70.3,23.8,40.1,55.8,44.3,37.4
175.7,81.6,101.2,98.4,79.8,62.2,22.4,41.1,54.7,39.0,37.4
178.5,95.5,113.0,108.5,92.3,67.6,23.0,41.0,55.7,40.6,37.0
176.2,88.4,100.5,106.8,85.2,65.7,24.1,37.0,56.9,41.5,37.0
166.8,84.0,102.4,104.5,88.5,64.7,23.3,38.8,53.1,40.7,36.2
189.3,79.7,98.8,99.5,82.1,59.1,20.1,41.1,59.4,35.5,34.6
167.0,62.5,93.7,89.9,75.2,53.6,20.1,37.0,51.8,34.4,31.5
182.6,82.5,99.5,102.2,82.0,60.2,22.8,40.9,58.0,38.5,33.5
184.8,75.0,95.9,92.8,81.5,51.1,22.8,41.2,58.7,36.4,32.2
170.2,77.3,97.5,101.6,82.8,60.9,22.4,39.9,52.9,39.0,32.4
184.1,73.5,90.7,93.6,75.1,57.2,21.6,40.1,57.5,36.5,31.0
167.4,63.2,89.0,88.8,75.7,52.9,20.9,39.3,53.8,34.8,29.7
172.5,80.9,96.9,102.5,87.9,62.5,21.8,39.4,54.6,38.7,37.0
173.0,76.6,102.4,94.9,86.0,56.9,22.5,40.4,54.0,39.0,34.2
170.1,77.9,102.8,91.7,85.8,59.8,22.2,38.4,57.0,38.4,36.8
172.4,75.6,95.2,97.4,83.9,60.1,20.8,39.6,53.2,37.0,32.0
178.6,82.1,97.9,105.3,83.5,65.2,21.7,39.2,59.6,38.8,33.7
177.4,81.3,100.5,100.2,79.2,62.6,22.6,38.4,57.1,40.3,33.9
174.6,101.5,111.6,112.4,93.3,72.6,23.2,40.3,55.8,41.5,40.8
170.2,98.9,112.7,112.9,101.7,71.4,22.5,40.0,54.4,43.0,38.0
184.5,82.6,98.4,100.1,87.7,58.8,22.3,41.7,59.0,37.1,32.2
177.4,82.3,102.4,100.6,85.7,61.4,21.2,41.5,56.8,36.3,35.4
177.7,78.5,106.6,96.1,89.1,57.0,20.3,40.1,55.5,35.7,34.5
171.9,85.1,108.0,102.1,90.1,62.9,22.0,40.5,53.3,39.0,37.5
175.6,76.7,97.8,99.9,79.9,61.8,21.8,43.1,55.9,38.0,35.0
169.2,67.3,92.5,92.3,75.6,58.7,20.7,36.4,53.5,35.1,33.0
178.4,91.6,102.7,106.3,85.0,66.8,23.3,40.4,58.0,42.7,38.0
190.2,73.3,93.9,94.1,77.5,55.2,21.4,39.3,61.1,35.9,30.2
180.4,76.4,94.9,98.4,78.9,57.3,23.5,40.0,56.1,39.1,32.5
175.5,77.3,95.7,98.4,80.6,59.9,21.1,40.5,55.7,37.8,33.7
173.6,67.3,98.1,90.5,75.7,53.5,19.9,40.2,53.4,36.1,32.5
169.0,68.4,90.9,95.6,81.1,56.9,20.9,36.3,52.7,35.5,31.2
173.5,58.5,87.1,82.0,69.9,50.9,19.4,35.4,54.6,34.2,30.0
174.5,81.2,106.4,102.1,85.6,62.9,22.1,39.3,56.3,36.7,33.7
170.0,85.4,109.9,102.3,92.2,61.7,22.2,38.8,52.7,38.5,35.0
178.6,93.4,104.0,109.0,89.3,67.9,24.2,40.4,57.5,43.8,36.2
183.4,102.1,105.4,111.5,88.8,70.8,26.2,41.0,59.8,42.8,39.5
175.4,86.5,103.5,101.8,88.8,61.5,22.5,37.8,56.5,39.2,36.0
183.2,89.2,100.5,102.4,82.1,62.8,23.0,44.2,59.9,39.6,36.0
162.8,58.7,83.3,88.0,73.5,53.8,22.2,38.4,50.8,35.9,31.3
168.0,57.7,89.1,85.8,69.9,48.7,18.8,38.1,51.8,32.0,29.3
172.8,80.0,102.9,100.2,89.4,63.2,20.5,38.8,54.8,38.5,34.0
176.8,76.5,98.7,97.8,83.7,59.3,22.1,40.1,57.6,37.8,35.0
184.0,84.0,102.8,96.6,80.9,59.0,23.3,41.4,60.0,38.8,36.6
174.1,82.8,97.2,104.1,81.3,65.3,21.7,39.7,58.1,39.5,36.3
184.3,88.2,106.4,100.6,93.2,61.1,23.8,42.5,61.6,39.8,30.8
165.7,71.3,92.4,93.1,77.8,58.7,22.7,40.3,51.9,40.7,35.0
186.2,92.4,103.3,107.4,87.9,68.8,22.3,40.6,58.7,40.7,36.1
178.7,70.8,91.4,91.2,77.0,54.4,22.6,38.6,57.9,36.7,32.7
183.5,84.2,97.2,100.4,90.2,58.3,22.0,37.5,57.4,37.4,33.9
177.6,69.8,94.9,91.6,77.9,55.7,20.1,36.8,56.1,35.0,32.3
182.6,85.1,95.8,98.5,84.9,60.6,22.6,41.4,58.1,40.8,33.5
162.0,59.2,87.2,86.2,75.6,52.0,19.9,38.4,51.2,35.7,30.3
184.7,70.3,93.9,92.5,73.2,55.0,20.9,41.0,58.1,34.1,33.0
179.6,85.5,102.3,105.4,81.8,64.1,21.6,40.2,57.9,37.9,35.0
181.8,91.1,104.0,103.3,94.2,61.4,23.5,41.0,55.5,38.7,37.0
178.3,72.8,91.8,94.2,79.6,58.2,20.5,40.0,56.9,35.4,31.5
170.7,64.5,88.3,91.2,72.2,56.1,20.6,38.5,52.8,34.3,30.5
179.1,71.8,91.3,92.2,73.8,54.7,21.7,38.9,57.1,35.8,35.2
161.5,51.1,80.2,81.7,66.0,50.7,20.2,35.6,49.6,33.2,27.2
173.5,68.8,92.0,92.8,77.2,55.6,21.7,40.3,53.9,37.1,30.3
176.3,74.8,96.2,97.6,75.3,58.5,23.3,41.4,54.2,38.4,33.9
168.3,71.3,99.1,95.3,83.2,60.0,19.5,38.5,52.4,35.3,34.8
172.4,65.1,91.9,94.0,80.3,53.2,18.0,37.9,53.8,31.6,30.0
178.5,78.6,100.6,102.7,84.6,61.4,23.4,41.7,56.1,35.5,32.0
169.3,65.3,91.6,89.3,75.5,53.5,21.0,36.5,51.9,37.0,32.0
169.4,60.2,89.8,86.0,72.0,52.2,20.0,41.1,55.3,33.6,31.1
171.8,72.0,94.8,96.4,82.0,61.0,21.2,39.5,55.5,36.5,31.5
173.3,84.6,107.7,97.9,92.8,62.1,20.7,40.4,55.7,35.3,37.3
161.3,63.3,91.9,95.0,82.1,55.4,19.9,36.9,52.1,33.6,30.5
177.6,72.2,90.2,96.7,80.8,58.0,20.5,38.1,58.1,34.6,33.0
170.0,65.6,93.3,90.2,73.3,56.6,21.4,37.3,55.5,36.5,32.0
170.5,71.9,93.7,94.6,81.2,57.9,21.8,39.2,53.3,38.4,32.5
175.6,83.4,98.7,103.4,86.5,63.1,22.7,40.9,54.7,39.1,35.1
185.0,78.6,100.6,94.3,87.2,57.0,22.0,42.7,59.1,36.2,33.2
178.5,80.8,96.9,98.7,84.1,59.1,23.9,39.0,58.6,39.1,33.8
168.8,63.3,87.7,93.5,72.3,55.2,20.7,37.9,52.9,33.6,31.0
166.1,63.7,91.4,89.9,74.8,54.0,21.8,35.8,51.6,36.0,31.1
183.0,88.6,104.5,102.5,92.1,61.9,22.1,42.7,57.7,37.9,35.5
191.0,85.7,97.0,101.5,79.3,60.7,23.3,41.1,61.8,38.9,32.0
176.2,78.3,98.4,98.4,79.3,57.8,20.8,41.3,54.2,35.7,36.5
183.4,90.9,106.3,99.3,82.6,61.2,24.9,39.6,59.3,43.6,40.7
176.7,66.7,90.4,91.3,74.4,53.8,20.4,41.2,55.3,35.6,32.0
170.6,74.7,95.6,94.4,81.1,57.7,22.0,39.2,54.8,37.5,34.8
177.5,81.7,100.1,99.3,87.8,60.4,22.3,40.7,57.1,37.3,34.2
169.3,62.8,86.8,87.7,73.0,51.9,20.5,38.9,52.0,34.2,32.7
167.3,65.6,94.9,91.5,75.3,54.9,21.4,38.4,50.5,35.6,32.4
171.5,63.3,91.0,89.5,74.9,53.6,19.8,37.3,54.1,34.5,31.8
174.7,72.3,94.0,95.3,77.9,56.6,21.5,37.1,57.2,36.1,33.5
178.7,70.1,92.2,92.0,73.9,54.3,21.1,39.1,57.7,36.5,32.0
174.3,94.2,110.4,106.4,94.4,66.2,23.0,41.0,55.8,39.6,37.2
169.3,79.4,101.4,99.0,92.6,58.9,21.4,39.2,55.1,36.9,33.8
176.2,89.2,102.1,105.1,81.5,66.0,24.3,42.5,55.6,42.1,39.5
170.9,76.0,101.8,95.0,88.8,55.8,21.8,38.7,53.0,36.5,35.6
181.0,85.3,100.5,98.7,83.5,61.1,23.2,40.9,60.7,41.5,37.5
169.4,65.3,91.8,90.0,77.0,56.9,19.7,40.6,51.4,34.4,31.8
177.4,86.7,102.0,105.6,91.3,64.6,23.5,40.8,56.9,42.2,31.8
178.8,74.5,96.6,96.6,76.4,57.7,21.5,40.6,57.2,36.0,33.1
184.7,94.3,104.3,103.7,89.3,64.3,23.6,40.6,59.1,40.4,36.2
175.9,79.1,99.2,100.5,82.8,61.8,21.4,38.4,55.8,37.7,35.7
172.5,69.0,94.4,93.6,77.4,56.3,22.2,39.0,53.5,36.1,32.5
179.5,78.2,98.5,94.2,82.5,56.4,21.5,41.0,58.7,39.1,35.0
178.1,76.2,96.5,95.3,82.0,57.4,22.7,39.6,56.2,38.7,32.8
170.5,85.0,103.3,102.9,89.1,62.2,22.7,38.5,57.1,40.0,37.5
176.8,71.3,94.3,94.7,78.1,56.9,21.0,36.9,56.1,36.4,32.0
166.4,56.2,87.7,84.8,70.4,47.5,21.1,40.5,52.1,35.1,29.5
174.4,81.3,100.8,103.6,90.7,61.8,22.0,40.7,53.6,36.8,32.8
185.8,98.0,114.5,105.9,97.5,63.0,24.1,43.0,58.9,37.6,36.0
187.0,86.3,101.2,100.8,87.6,61.0,21.8,40.6,58.8,37.1,33.8
177.5,68.4,96.0,90.8,78.5,52.8,20.2,39.5,55.0,33.6,31.5
176.3,92.0,109.0,108.5,89.4,67.2,23.8,41.0,55.1,40.7,36.2
177.2,89.1,107.6,107.4,92.2,64.7,22.3,39.8,55.8,40.5,34.0
186.8,82.1,98.8,97.5,80.6,59.7,22.0,40.9,60.4,36.7,37.0
182.5,84.4,101.9,106.0,82.3,63.0,22.1,41.3,56.5,38.8,33.7
174.2,71.6,95.1,91.1,82.8,54.4,21.0,39.2,53.3,35.2,31.0
183.5,66.2,93.0,89.7,75.7,51.5,20.3,42.3,59.6,34.2,29.6
172.8,87.0,105.0,102.7,89.5,63.2,22.2,37.3,55.8,40.3,36.4
160.0,64.7,95.3,91.8,81.4,57.5,20.8,37.0,51.4,34.7,32.0
176.2,78.1,98.2,102.7,78.7,60.8,23.1,38.9,56.1,38.3,31.7
184.5,90.2,99.1,101.6,84.9,62.8,23.3,44.1,58.9,40.9,36.0
182.2,92.0,105.9,104.8,92.1,63.9,24.1,41.9,59.1,40.7,35.5
176.9,84.7,104.5,102.5,87.0,63.2,21.1,41.2,56.6,35.3,31.9
177.0,105.9,111.0,115.2,92.4,75.8,23.6,41.1,59.6,43.6,41.8
176.5,79.9,105.7,98.5,86.9,58.1,23.2,42.7,57.1,37.5,32.2
175.9,73.2,94.3,95.0,82.2,56.2,24.2,38.7,55.6,40.1,32.7
164.6,59.6,93.1,86.7,71.7,48.7,20.1,38.6,50.6,34.1,32.4
172.3,74.3,101.4,99.1,79.5,59.9,21.4,41.2,55.8,36.4,33.5
174.3,77.9,99.3,98.2,81.6,60.2,21.4,40.8,55.4,36.0,35.5
173.7,73.0,94.6,95.9,77.3,57.8,24.0,41.2,53.8,37.5,30.5
181.1,89.0,103.5,102.5,86.2,61.5,22.8,40.5,57.5,39.3,36.8
172.3,76.3,99.0,98.2,80.8,60.1,21.3,41.7,53.7,37.8,32.0
171.1,78.4,98.7,99.8,82.1,62.6,23.4,39.7,52.5,39.8,34.0
174.5,73.7,96.2,95.7,79.4,57.3,22.1,37.8,55.0,36.8,35.0
161.5,61.9,87.0,90.2,75.1,55.4,19.7,37.8,52.1,36.2,32.7
177.5,76.5,97.3,95.7,77.3,56.5,22.1,39.8,56.3,38.0,34.9
168.7,79.4,105.7,104.1,91.8,62.1,20.5,38.5,52.9,36.7,33.4
178.6,81.2,100.6,98.2,84.3,60.9,23.0,38.3,56.1,38.3,33.8
164.7,53.8,87.6,84.6,70.0,48.6,18.6,37.8,52.6,30.4,27.0
176.5,81.2,104.2,100.4,89.3,61.2,21.1,38.2,56.0,36.2,31.6
179.5,78.7,99.4,99.4,82.4,61.3,22.5,41.4,58.2,36.8,31.6
167.1,75.9,100.6,101.1,85.1,61.5,22.5,38.8,52.8,39.3,33.0
182.5,74.3,96.3,96.2,77.8,57.9,23.3,41.7,56.2,35.5,31.7
187.9,90.0,102.7,105.2,84.5,64.5,23.4,41.5,60.7,39.0,34.8
169.5,63.3,90.5,90.6,76.5,52.5,20.6,38.3,51.6,36.4,30.5
176.8,81.0,102.8,99.4,86.5,61.5,22.7,41.3,57.8,38.4,33.1
173.4,77.9,100.7,100.6,84.8,62.0,21.5,38.0,55.9,38.6,33.5
164.9,77.4,100.0,99.2,85.5,60.2,22.6,39.3,51.5,39.3,33.5
184.8,91.5,100.8,103.5,86.2,62.0,24.1,41.0,60.0,41.8,36.0
183.7,75.4,96.7,95.5,81.8,60.2,20.4,40.3,58.9,34.8,30.0
179.2,93.7,102.8,104.7,94.6,63.7,22.7,43.1,60.2,38.8,36.0
174.4,75.3,100.7,97.6,82.9,57.7,22.5,40.0,53.5,37.8,31.5
165.2,49.8,79.7,84.6,65.3,47.2,17.7,35.2,50.9,31.1,26.8
159.6,67.3,96.8,92.7,83.9,56.6,20.4,39.5,49.1,37.1,31.5
184.4,109.2,116.3,112.8,99.7,70.9,23.8,39.2,59.6,42.8,39.5
182.1,99.2,111.8,102.4,101.4,60.6,23.2,38.8,56.5,39.3,38.0
165.6,68.5,93.7,96.8,83.0,59.2,20.1,40.5,51.7,36.0,31.2
172.2,80.5,104.3,100.6,87.0,60.9,22.2,41.0,53.8,39.4,34.5
180.4,77.6,98.3,96.0,82.3,58.5,22.1,40.2,58.1,36.7,35.1
168.2,72.5,101.9,96.0,85.4,56.0,22.3,38.3,53.3,36.1,31.2
182.0,89.5,98.0,106.0,82.9,65.4,24.0,40.4,57.7,39.8,36.5
172.1,77.9,99.6,99.2,86.1,59.4,22.7,40.0,54.0,36.9,34.0
175.0,84.2,100.6,103.2,85.7,64.3,24.5,42.6,56.5,38.9,35.7
169.4,76.7,98.5,99.2,82.8,59.8,21.9,40.0,53.4,35.1,34.4
171.2,69.1,92.8,96.4,78.7,55.8,21.8,39.7,52.4,35.7,29.0
180.1,84.8,100.8,101.1,83.9,61.9,22.6,42.2,59.4,37.7,36.4
171.3,77.1,98.8,95.4,79.8,60.0,21.7,39.1,54.1,38.1,35.5
173.5,53.6,81.4,85.1,67.0,48.7,19.9,37.8,55.0,33.3,27.1
170.2,84.0,107.2,103.2,94.4,62.6,21.0,37.6,53.2,38.5,36.0
172.0,71.4,97.2,96.0,79.0,56.8,22.4,40.2,54.1,37.8,33.0
173.3,85.2,102.8,102.7,86.8,62.7,23.2,40.1,54.4,39.4,37.0
183.8,75.7,98.3,95.4,84.2,57.2,21.4,43.2,59.3,34.9,33.5
176.5,82.3,100.5,98.9,91.8,62.4,21.3,37.8,58.0,35.4,32.0
183.7,68.4,94.1,93.3,73.2,52.2,21.6,39.9,57.4,34.1,29.3
170.4,59.6,89.1,90.3,70.8,51.9,20.0,39.2,54.3,35.0,30.0
170.0,70.2,95.0,92.6,76.2,55.3,22.1,39.5,54.0,36.7,34.7
172.2,61.5,88.2,89.4,71.4,52.4,19.4,37.2,55.3,32.6,30.4
171.2,59.3,88.5,84.3,72.7,49.5,20.3,38.2,53.5,36.1,33.7
179.5,85.5,99.6,100.4,83.0,62.9,21.4,40.9,59.4,38.6,36.2
