stature_cm,weight_kg,chest_circumference,buttock_circumference,waist_circumference,thigh_circumference,ankle_circumference,biacromial_breadth,knee_height_sitting,calf_circumference,arm_circumference_flexed
173.6,89.3,105.1,104.9,105.9,62.9,23.0,40.5,53.5,39.7,34.9
187.3,103.2,113.2,107.0,97.8,68.0,23.4,42.5,57.0,40.5,39.4
174.3,89.4,106.9,108.0,95.7,67.7,23.7,44.1,54.1,39.7,36.0
177.5,66.6,90.7,94.2,77.3,55.4,20.8,40.5,54.7,35.0,32.6
171.7,89.0,116.3,101.2,93.6,65.7,22.3,44.5,56.1,36.4,42.4
170.6,105.6,124.3,112.4,111.2,70.9,23.8,45.2,55.0,41.5,39.0
176.1,84.3,107.4,99.2,94.1,62.8,22.9,41.8,56.4,40.3,38.6
166.0,74.6,99.3,101.0,86.7,61.1,22.7,40.4,52.4,39.2,35.1
166.5,59.7,94.0,89.4,76.6,50.5,20.9,39.1,50.7,34.9,30.0
177.3,82.6,102.4,99.8,94.6,59.8,22.4,42.0,55.2,37.4,35.4
173.5,90.7,115.1,100.3,95.1,61.9,24.6,42.8,55.5,41.3,40.7
172.3,87.7,113.3,97.2,93.0,61.4,22.5,42.1,55.5,40.3,43.9
169.3,68.5,101.7,92.5,82.2,54.3,20.4,41.3,54.3,35.4,36.2
172.8,76.7,102.7,98.9,90.8,59.8,21.7,42.4,53.9,38.4,33.6
180.9,108.1,121.9,112.6,108.2,67.7,25.6,43.4,56.8,45.4,40.0
167.1,77.2,104.3,100.0,89.8,61.8,23.0,36.9,51.4,39.5,36.2
177.5,82.9,104.2,104.4,90.9,63.1,23.5,41.8,55.7,37.3,34.5
172.7,85.7,105.1,103.3,101.0,63.4,21.8,38.9,52.2,37.1,35.1
167.5,69.1,100.9,95.3,86.0,56.9,20.6,39.4,51.5,33.9,32.2
169.7,80.6,107.2,96.3,93.8,60.1,21.7,38.8,53.7,38.3,39.3
176.0,73.7,101.1,96.1,87.5,59.0,21.7,39.7,55.2,34.7,33.2
176.6,77.5,102.3,98.5,83.6,58.8,25.0,40.3,55.8,40.6,35.0
170.7,100.6,115.2,112.8,115.5,70.0,23.1,42.0,53.3,41.5,38.0
179.8,86.0,103.6,102.1,100.7,59.5,22.7,44.7,55.9,39.6,31.5
168.2,59.7,87.2,90.6,77.8,53.1,21.1,36.5,50.3,33.1,30.6
174.7,97.9,116.7,109.6,112.9,66.2,24.1,41.7,53.1,40.9,38.9
196.6,89.7,99.5,100.9,88.0,55.9,22.7,44.6,63.3,36.8,38.2
173.7,101.6,116.8,109.9,103.4,68.5,24.7,42.6,52.8,42.2,40.8
186.3,111.9,121.3,110.4,103.6,67.2,23.2,44.1,59.3,40.5,40.1
185.7,71.1,94.9,94.8,81.5,53.8,22.6,41.6,58.8,35.6,31.0
184.9,105.7,115.7,111.4,100.8,72.0,25.1,42.1,58.6,42.8,43.7
183.6,82.8,103.5,99.7,92.4,61.6,22.0,40.6,56.9,36.3,34.2
173.0,85.1,103.7,101.1,93.9,64.2,23.3,41.2,54.5,41.3,36.3
195.0,104.7,109.9,101.6,103.0,65.2,27.0,43.0,63.2,44.5,38.8
163.7,78.1,103.8,99.1,90.9,63.8,22.0,40.1,53.0,37.6,38.8
179.6,98.4,106.6,110.7,99.5,68.6,24.2,41.4,57.1,41.8,38.5
169.2,76.1,104.8,96.0,87.6,58.1,22.8,40.3,53.6,38.3,37.7
162.4,76.4,100.3,101.0,93.3,66.0,23.7,40.7,51.1,39.8,35.5
162.0,97.0,113.7,115.7,110.5,74.3,24.6,41.3,50.8,43.7,38.8
168.6,86.8,114.2,100.3,99.7,63.2,21.3,44.2,55.2,37.2,39.5
174.4,80.1,104.6,102.8,95.5,60.1,22.3,41.7,52.7,37.9,33.8
171.3,86.1,106.7,104.2,102.6,63.4,21.0,41.1,52.1,37.4,35.3
175.0,79.4,109.6,95.8,95.8,55.7,20.8,40.7,54.9,35.1,34.0
178.8,105.1,116.7,114.0,111.5,68.1,24.0,41.2,53.0,40.2,39.2
183.0,84.8,102.6,99.9,83.8,62.8,23.0,42.2,55.8,38.1,37.2
171.1,63.0,96.4,89.7,80.1,50.5,21.7,39.2,53.5,35.6,30.5
184.1,134.4,131.7,125.6,126.3,76.2,25.9,44.4,60.3,47.6,42.5
178.4,97.4,113.6,106.2,100.8,68.2,23.9,46.5,56.0,41.2,37.3
191.5,80.4,96.7,98.9,85.5,55.7,22.7,42.8,60.0,37.3,33.2
183.5,83.8,101.5,100.1,94.3,61.1,23.3,42.3,58.4,37.5,34.8
190.5,126.2,124.2,120.1,121.1,75.6,24.5,41.4,59.6,44.3,47.8
181.7,115.6,121.4,119.1,113.9,76.1,23.7,43.8,58.8,42.8,43.6
184.7,105.3,116.8,111.4,111.9,68.0,23.2,43.1,59.2,40.4,37.2
172.4,67.8,92.8,94.8,81.8,58.1,22.7,39.7,52.8,39.6,31.6
178.2,95.7,114.4,102.6,102.2,62.3,23.2,42.2,54.5,39.6,38.2
171.7,70.3,97.6,93.6,79.3,54.9,20.6,38.8,54.7,34.5,36.2
178.1,65.7,89.0,93.4,77.7,53.3,21.7,41.3,56.3,36.1,30.3
183.3,89.5,107.2,103.5,96.7,61.7,23.0,41.7,54.7,39.5,34.0
174.1,75.8,100.8,94.3,83.0,58.0,22.5,41.0,52.9,38.1,33.1
182.4,90.6,107.2,106.8,102.7,61.7,23.2,42.6,58.3,39.9,34.3
176.6,72.0,93.7,94.3,82.1,57.4,22.8,40.1,56.4,37.4,33.5
182.1,104.8,110.6,111.3,115.0,70.5,23.7,42.3,57.0,42.4,39.8
179.8,116.1,120.1,113.3,120.6,74.0,27.0,40.8,57.4,46.4,41.9
183.2,86.6,105.2,100.6,89.8,63.5,24.1,41.3,58.6,40.3,36.0
168.5,60.1,92.2,87.9,76.1,50.6,21.1,40.9,51.8,35.6,31.0
178.8,112.0,116.4,116.2,115.9,73.2,24.0,41.8,57.1,41.6,40.3
176.5,76.2,97.9,95.8,89.8,56.4,22.1,42.5,54.2,37.5,34.7
181.8,127.8,129.9,125.5,115.9,78.8,24.8,43.7,57.8,46.3,44.0
168.7,52.9,85.5,84.1,70.9,45.8,20.7,39.2,51.2,32.6,26.7
175.1,91.8,112.1,103.8,100.5,63.3,22.5,40.8,55.0,39.8,35.7
177.8,83.0,100.2,101.8,87.6,63.2,23.6,44.8,53.9,39.6,34.3
180.9,105.3,121.3,110.9,104.2,67.4,25.4,47.2,57.4,41.6,42.3
178.7,89.9,110.0,105.7,102.2,62.3,23.5,43.9,57.1,40.2,36.0
184.4,84.9,104.7,98.1,93.4,58.5,21.7,39.9,60.0,36.9,34.1
179.0,82.3,110.6,100.2,91.7,63.3,20.3,41.9,57.4,35.6,35.8
169.3,65.9,95.2,90.3,80.0,52.8,22.2,37.4,51.2,35.8,34.0
173.4,78.8,104.5,101.2,97.2,61.0,21.2,41.1,56.8,35.4,32.6
183.4,78.7,99.6,98.2,85.9,59.0,20.7,42.7,59.3,35.7,32.9
183.0,95.4,107.7,105.4,97.7,66.2,22.1,43.6,55.1,40.6,39.7
184.2,97.0,112.9,104.3,99.3,62.8,23.3,41.8,57.4,40.8,38.2
187.6,105.2,115.4,112.8,104.8,71.7,23.7,44.7,58.9,43.7,38.8
166.5,64.9,99.3,90.7,84.1,53.9,20.6,40.6,51.4,32.3,33.7
189.0,102.4,121.9,105.8,103.4,65.8,22.7,44.9,59.8,38.4,37.1
173.7,77.4,100.6,98.7,94.2,58.8,22.0,40.9,54.4,35.3,33.2
185.6,89.1,111.6,98.3,87.2,61.5,23.2,42.7,58.2,38.7,41.6
182.7,70.1,96.2,92.9,80.8,53.1,21.1,41.9,59.8,33.6,32.9
177.2,95.3,114.5,108.3,104.7,67.0,23.3,43.2,55.8,39.0,36.8
172.5,102.9,118.9,110.8,112.4,69.5,23.7,42.7,55.1,44.4,38.2
174.1,71.7,93.1,97.4,85.6,58.7,21.6,42.6,53.3,36.8,32.1
192.4,113.4,114.3,113.3,110.6,67.6,23.9,43.6,60.6,42.0,40.0
185.2,92.4,110.8,106.2,94.5,63.4,24.0,42.0,58.8,41.5,35.1
183.3,97.5,113.3,107.3,103.7,67.3,23.5,43.4,58.3,41.2,38.2
164.8,75.4,101.5,97.3,88.9,59.9,23.0,37.9,52.4,38.3,34.5
173.3,82.6,99.1,103.8,93.1,62.4,24.0,39.8,54.2,39.4,37.7
168.1,93.1,112.1,109.1,102.3,66.4,25.2,40.0,52.8,40.4,38.4
174.5,111.2,115.3,119.2,118.4,78.0,24.7,43.2,54.3,44.7,41.7
170.0,80.8,106.2,101.6,87.6,64.2,23.7,42.4,54.9,41.0,35.7
168.9,81.1,105.3,104.7,83.5,64.9,23.4,42.2,51.7,40.2,38.0
180.3,96.2,106.9,112.8,99.0,69.2,23.8,41.2,56.3,40.5,37.8
186.1,100.3,109.8,111.7,100.9,69.1,24.0,40.3,58.7,42.2,36.6
175.4,99.9,112.5,113.7,108.9,70.9,24.7,41.4,55.3,40.6,37.1
181.7,100.3,114.7,108.9,106.6,69.2,25.6,42.7,59.9,42.0,38.8
170.9,77.3,104.6,102.4,95.8,67.0,24.7,39.9,54.0,42.2,35.6
180.2,78.2,100.6,97.3,81.3,58.8,22.2,41.4,57.3,37.8,32.1
183.7,95.6,106.4,106.2,86.8,64.8,25.3,42.3,59.0,42.5,43.5
177.1,66.0,89.7,92.1,75.7,52.3,23.0,38.7,56.4,37.0,29.2
187.9,108.7,121.8,111.7,110.8,68.1,23.5,42.9,58.3,43.2,37.7
184.9,110.7,115.9,113.4,108.0,70.9,25.8,43.5,60.3,43.4,41.1
173.5,93.5,106.8,113.2,105.4,69.6,24.0,42.2,55.2,42.5,35.0
180.7,84.8,103.1,102.4,88.4,64.6,22.4,42.0,56.9,36.9,36.8
179.1,96.3,111.6,107.6,100.7,66.8,24.5,41.7,56.4,41.1,38.4
170.0,64.6,92.2,90.5,74.6,54.3,22.0,41.5,52.3,36.7,31.0
186.2,102.6,106.3,117.6,107.1,72.7,22.2,42.1,59.1,41.3,36.3
172.7,88.4,104.8,105.0,98.2,67.8,23.5,43.1,55.7,43.6,36.4
168.4,67.4,93.9,90.8,79.5,56.4,20.6,41.5,53.6,37.2,32.6
170.9,82.3,101.8,102.6,96.1,64.4,23.4,39.6,53.9,39.5,36.5
176.1,73.0,97.8,98.8,83.0,56.8,21.3,41.3,56.3,35.6,32.7
172.5,88.9,109.3,103.1,98.8,62.8,23.3,42.9,55.3,41.1,37.2
165.7,77.1,102.6,98.9,89.7,61.0,23.0,41.7,53.2,37.2,34.4
173.8,69.9,92.0,89.9,79.0,53.5,23.8,41.1,53.8,38.6,30.6
193.6,83.1,99.3,100.9,85.5,59.5,24.2,42.1,62.2,39.4,32.6
186.9,116.3,121.3,115.4,111.6,72.2,25.2,43.6,58.5,41.2,40.5
183.4,98.6,112.4,108.1,107.7,67.7,23.2,41.8,57.6,40.1,36.8
192.8,132.5,125.5,123.6,118.5,82.9,24.3,47.8,61.7,43.8,44.3
183.1,104.8,119.3,111.7,105.5,66.8,24.4,44.1,57.1,41.3,37.4
175.8,82.4,102.6,103.8,96.1,61.6,23.2,40.8,54.3,40.3,35.3
172.1,65.0,94.3,89.2,78.2,53.1,21.4,39.4,54.8,34.2,33.1
188.3,96.1,104.2,105.3,100.8,63.3,24.6,43.0,59.5,39.4,35.6
181.1,97.9,111.5,110.9,96.1,70.2,25.1,39.7,59.1,43.3,39.5
170.0,54.0,84.8,83.8,68.7,49.2,20.7,35.5,54.0,34.2,28.8
166.4,60.8,89.2,88.3,76.3,54.4,21.0,39.5,53.2,34.8,33.0
173.3,73.9,99.6,93.6,88.7,57.4,21.7,37.5,53.9,35.0,36.2
183.9,104.4,111.4,110.4,101.8,68.7,25.0,43.2,57.3,44.4,38.9
160.0,39.3,77.4,73.7,64.8,41.2,15.6,33.7,49.7,26.6,25.0
177.1,89.7,111.3,106.1,98.7,63.6,22.4,41.3,56.9,38.4,37.3
185.9,125.8,118.2,125.1,111.3,81.2,27.1,45.0,58.6,51.2,42.1
183.9,81.6,98.8,98.4,80.9,62.5,23.7,43.3,60.5,37.3,35.4
175.9,73.4,99.3,94.8,84.6,59.1,22.2,42.1,55.1,35.6,33.1
168.8,87.5,114.5,100.9,100.8,59.4,23.3,40.1,53.2,38.6,35.0
179.2,75.3,101.2,97.7,84.6,58.3,22.0,43.0,57.0,37.3,31.9
179.0,81.9,105.2,101.6,88.0,60.9,23.4,42.7,55.7,39.8,37.3
177.3,85.2,108.9,103.6,95.0,64.6,21.7,42.0,55.7,36.8,36.1
176.5,65.5,94.4,91.0,76.2,54.1,22.2,39.4,56.9,37.3,30.0
173.2,99.7,114.4,108.1,95.6,69.5,25.6,41.7,52.1,44.1,41.5
181.0,86.1,103.3,101.6,86.9,62.9,24.5,41.8,56.4,41.1,34.4
172.8,59.3,91.2,89.3,75.5,50.8,20.3,39.9,54.9,33.0,29.2
181.4,101.9,117.4,110.4,105.4,67.4,23.9,43.5,55.5,41.4,38.3
177.2,79.5,105.6,100.2,84.7,62.1,24.2,40.3,55.0,40.4,35.4
175.0,70.9,93.5,96.3,77.5,56.5,21.9,42.0,54.9,36.7,33.7
180.3,78.3,101.1,98.5,79.6,60.2,21.8,42.7,55.0,38.6,35.1
173.7,72.7,95.1,95.7,80.3,59.7,21.5,41.2,55.0,36.3,33.6
183.9,86.7,108.9,103.5,89.8,61.8,23.3,42.0,59.0,41.2,34.1
188.0,99.1,108.3,109.3,105.6,67.5,23.7,41.2,58.6,41.4,38.5
178.5,82.8,105.5,100.0,87.8,59.4,24.0,41.6,56.2,36.8,36.5
179.4,84.0,108.6,98.5,90.2,61.5,23.8,41.0,57.3,39.9,36.2
172.8,82.3,100.9,104.4,88.3,66.5,22.7,43.1,54.2,38.9,33.1
169.9,70.8,97.1,93.7,86.6,56.4,22.3,39.4,54.5,36.4,33.0
177.1,67.0,95.4,92.1,75.7,54.0,21.4,36.9,54.4,33.7,33.2
176.8,70.3,98.0,94.1,85.3,57.0,20.3,40.4,55.4,34.8,32.0
171.2,90.2,111.9,105.8,102.5,67.6,23.9,42.2,52.8,41.0,37.7
167.4,60.0,91.2,88.3,81.3,54.6,20.3,40.8,52.1,32.6,29.9
172.9,91.0,115.0,108.0,101.5,67.1,23.0,41.4,54.5,41.6,37.3
174.6,91.2,110.4,104.7,99.8,64.5,23.1,42.2,57.8,43.3,37.1
160.9,83.7,109.7,104.1,106.4,65.9,21.4,40.2,51.7,39.9,37.2
179.7,82.0,98.0,104.2,97.1,63.6,22.8,41.1,56.1,38.2,32.7
180.9,115.5,121.5,114.9,113.6,71.9,23.4,43.4,56.2,45.4,40.0
173.5,57.9,89.0,85.7,73.1,49.1,21.2,41.1,56.2,34.7,27.9
171.8,93.5,107.5,114.4,96.9,70.2,24.4,43.7,54.6,41.5,38.7
177.6,86.4,108.4,99.4,87.9,63.4,21.8,41.1,56.9,38.2,39.3
165.8,55.8,92.6,85.7,75.3,49.7,20.4,39.9,53.0,33.7,27.8
185.6,98.5,110.9,109.7,96.4,66.1,23.1,43.7,58.8,40.8,38.6
170.4,97.2,116.1,105.7,102.0,68.3,24.7,41.6,53.8,42.4,38.9
178.7,93.4,105.8,104.2,88.2,66.1,24.5,43.3,58.5,42.3,36.7
165.3,85.7,104.2,111.4,100.5,70.1,24.5,40.3,51.3,41.6,35.7
185.3,85.6,102.2,106.7,93.8,69.1,21.6,42.7,57.4,38.3,31.7
177.9,63.4,85.1,89.1,75.7,55.0,20.7,39.1,58.4,34.2,26.5
175.9,88.3,111.8,103.3,101.6,60.0,22.2,41.6,54.8,39.4,37.0
173.8,59.1,89.5,90.9,74.3,49.9,20.5,40.6,55.1,32.4,27.4
171.2,95.8,119.7,100.8,97.1,65.5,22.3,44.8,53.5,38.7,43.0
170.3,69.8,95.7,94.0,84.2,56.9,23.0,42.7,55.0,36.6,32.4
173.6,74.2,97.7,97.2,90.2,58.8,21.4,40.7,54.8,37.7,33.2
172.0,79.9,102.6,100.4,90.2,61.3,22.0,41.1,54.1,39.2,36.1
178.6,109.9,119.5,113.9,122.9,70.4,23.7,43.6,55.4,41.0,39.1
171.1,87.3,109.3,101.5,99.7,60.3,24.1,41.7,53.0,40.2,35.5
172.4,65.8,92.6,93.7,84.6,53.0,21.2,41.1,53.1,34.3,31.6
173.6,98.3,110.6,107.1,90.8,71.6,23.0,41.6,55.4,40.2,44.1
173.6,63.8,92.2,93.1,77.8,55.7,21.6,38.9,54.3,35.3,31.4
181.0,129.8,124.4,118.4,135.6,75.3,26.3,42.7,59.1,46.7,42.7
167.8,74.6,100.3,96.4,90.9,59.8,23.0,39.6,53.4,40.0,34.7
174.6,80.4,104.1,103.9,87.7,62.4,21.6,38.6,56.0,36.1,37.3
173.6,77.3,99.1,95.5,83.6,61.0,24.2,39.0,54.7,41.2,34.9
177.4,98.0,115.4,106.6,101.3,65.3,24.2,44.1,56.8,39.3,38.0
175.0,79.6,100.1,97.4,86.4,57.5,23.7,41.5,56.2,38.0,32.0
188.0,106.2,107.8,111.1,100.4,70.3,25.0,46.6,62.5,43.0,42.1
170.3,79.0,105.6,99.0,93.3,64.7,23.4,41.4,53.3,38.0,34.6
192.1,100.1,109.6,111.9,99.5,69.4,24.2,43.5,60.9,44.5,36.5
182.6,84.6,102.2,103.2,91.1,61.9,22.2,42.3,56.2,38.8,32.5
182.2,74.1,91.8,98.7,83.4,57.9,23.1,42.2,57.6,37.7,31.5
167.9,59.1,86.5,89.7,76.6,52.4,21.4,36.7,53.0,36.0,30.8
176.6,82.2,105.9,99.4,92.4,60.2,22.6,39.2,54.5,36.8,35.8
173.5,64.3,91.2,91.4,75.8,55.9,21.7,40.3,54.3,34.2,31.6
181.2,87.8,105.1,100.6,92.1,63.0,23.6,41.1,56.6,40.8,35.6
175.2,79.9,101.2,101.8,89.4,63.7,23.4,42.2,54.7,38.3,36.0
165.3,81.1,107.7,99.9,88.0,64.0,22.6,39.9,52.1,37.8,39.6
177.4,109.6,119.1,118.1,111.2,74.5,23.4,43.3,57.2,42.8,40.4
171.4,68.9,95.8,94.3,79.8,58.5,23.0,39.3,54.4,36.4,35.5
176.4,82.7,100.8,102.6,90.0,63.1,24.6,43.2,55.7,40.8,35.3
183.2,88.3,103.1,104.1,91.4,64.9,25.0,45.2,57.5,38.7,35.0
180.0,89.8,111.7,104.1,100.1,61.4,23.4,42.0,56.4,39.9,36.8
170.4,112.8,122.4,123.2,115.5,76.4,25.7,42.0,55.3,44.6,41.5
179.9,94.9,118.2,106.4,104.9,62.4,23.5,44.3,56.9,40.6,34.8
173.3,76.5,102.3,96.8,81.3,56.3,22.7,42.3,54.8,38.5,34.7
177.5,105.9,117.0,118.9,111.3,73.8,24.7,42.4,55.8,41.6,37.6
165.0,55.7,91.7,84.7,75.8,50.5,19.9,38.4,50.6,34.5,30.2
168.8,91.0,108.2,108.2,101.4,69.0,24.0,39.3,52.9,42.8,37.3
168.2,85.2,111.3,103.2,106.1,60.6,22.2,38.9,51.8,39.3,37.2
171.5,90.3,109.9,108.9,104.5,67.8,24.3,39.1,53.7,36.5,37.4
169.1,95.6,111.6,105.0,105.5,65.1,25.0,42.5,51.5,43.3,38.6
175.8,87.5,115.7,103.5,95.6,63.1,23.3,43.4,57.1,40.6,38.7
184.4,104.6,117.3,108.3,99.3,69.3,24.7,43.0,58.1,42.2,41.0
182.0,85.9,106.3,102.9,92.8,60.6,22.2,43.6,58.0,40.8,34.7
174.5,78.4,105.7,96.6,91.0,59.4,20.5,41.2,54.3,35.7,34.6
184.8,74.8,97.0,94.4,83.3,55.9,22.5,42.7,58.1,36.2,33.6
176.8,103.6,122.3,107.2,106.7,65.5,22.7,44.2,54.9,39.6,37.9
176.9,82.8,106.5,98.7,90.2,60.4,22.7,40.2,54.9,39.6,38.7
181.8,85.7,109.2,101.4,97.5,60.3,21.7,42.4,57.3,37.1,34.5
167.3,74.5,96.6,98.7,88.7,61.8,22.1,37.6,51.9,38.7,36.8
172.4,87.1,109.0,99.2,96.5,59.9,22.4,41.9,52.2,40.1,38.7
172.2,73.5,102.2,94.4,80.4,60.3,22.6,41.2,54.2,37.4,33.5
176.1,78.3,103.5,96.4,94.0,59.3,21.7,40.3,57.2,38.2,37.0
176.1,90.3,112.6,100.4,99.9,62.4,24.0,41.2,54.3,41.7,37.6
169.3,64.2,97.3,87.3,81.9,51.8,20.4,38.4,53.7,34.8,32.1
168.6,82.4,102.0,101.8,94.7,63.9,24.4,40.0,52.1,39.5,36.0
168.3,69.0,99.2,91.6,86.7,56.1,21.0,38.0,50.7,36.0,33.9
168.8,76.9,104.0,93.7,87.2,58.4,21.7,42.0,50.5,38.4,37.5
176.4,88.1,107.9,103.1,95.6,63.2,24.0,41.2,54.9,40.0,40.1
180.2,86.2,106.4,102.2,93.3,61.2,24.0,42.1,56.8,40.3,34.5
188.1,80.7,98.8,101.4,91.3,56.2,22.6,42.4,60.0,37.7,30.5
168.2,92.4,121.3,107.6,107.0,66.3,24.5,43.0,54.2,40.8,39.5
179.9,101.5,110.4,112.7,106.0,68.1,24.7,43.7,57.7,42.8,39.6
184.1,110.2,112.3,115.2,111.1,74.3,25.5,43.0,60.3,42.8,40.4
177.6,77.1,101.1,99.1,89.7,60.0,22.6,40.8,55.8,35.2,34.8
173.4,99.5,109.5,110.6,103.8,70.7,23.6,42.4,54.8,43.4,40.8
175.9,63.5,94.6,85.5,76.6,50.5,21.2,40.9,54.2,33.7,31.1
182.7,105.6,114.0,115.4,98.7,73.6,23.7,44.5,59.0,42.5,39.0
183.5,109.2,129.7,107.1,106.8,67.2,25.3,46.6,60.5,45.2,42.6
174.4,73.1,104.2,93.4,85.5,54.3,22.5,43.5,53.8,37.4,34.3
177.2,83.4,104.1,105.9,96.1,64.9,22.3,42.7,55.6,39.1,34.1
165.0,73.7,100.8,95.7,83.5,60.9,22.3,39.2,53.1,37.3,37.5
174.5,80.3,101.7,98.3,83.4,58.2,23.3,41.8,54.7,38.3,35.1
180.5,83.2,102.8,100.2,85.7,59.9,23.8,43.8,58.5,38.6,39.0
166.0,66.1,93.6,89.3,79.8,55.4,22.3,38.9,53.1,39.2,35.0
182.4,102.9,116.1,106.8,101.2,69.2,24.3,43.9,59.7,43.7,41.2
185.7,108.1,117.8,111.0,109.5,67.1,22.3,44.1,58.4,41.3,38.2
179.0,103.4,107.2,115.6,102.3,73.8,26.7,41.5,55.2,48.7,39.8
180.7,81.3,106.8,97.5,93.7,58.2,22.1,43.3,58.7,36.8,34.4
174.6,69.6,97.9,92.8,84.0,58.2,21.3,41.7,55.4,36.2,32.7
167.6,81.7,105.1,105.9,97.1,65.6,23.3,40.1,52.3,39.0,36.4
178.9,91.9,104.9,103.2,96.3,64.7,22.2,44.7,57.3,37.8,37.7
178.5,107.0,117.9,115.2,122.2,70.7,23.0,40.5,58.4,41.4,37.3
182.9,106.1,113.7,113.7,117.1,67.9,24.3,39.8,60.0,42.7,37.1
168.0,75.5,95.8,101.4,89.4,63.7,23.3,41.2,52.7,42.3,32.6
176.4,86.2,107.7,101.6,99.4,64.6,21.6,41.0,56.7,38.6,35.9
168.2,80.4,106.1,98.4,103.4,57.7,20.7,37.8,51.8,35.0,35.2
176.4,96.5,111.5,107.1,106.6,65.5,22.6,42.3,55.7,41.3,39.1
173.0,88.0,105.2,102.6,103.1,63.0,23.4,41.0,54.2,41.0,36.4
186.7,105.3,119.4,112.5,105.2,65.7,23.4,43.0,58.0,40.0,36.0
167.3,70.8,100.5,91.9,86.1,56.4,21.8,39.2,52.5,34.8,33.7
191.2,125.4,131.2,114.5,114.0,75.5,24.7,46.8,62.5,46.6,41.9
173.4,75.8,105.0,99.1,89.6,59.2,21.2,40.8,52.6,35.4,33.2
167.0,86.3,111.7,100.1,100.8,61.3,23.1,39.9,52.5,40.0,34.4
173.2,76.1,101.7,97.1,83.2,58.5,22.8,41.4,55.5,37.8,32.9
180.5,94.7,110.4,106.3,108.9,65.5,23.7,41.7,59.2,40.4,39.1
170.5,68.3,96.7,92.2,79.6,56.3,22.2,39.5,53.1,38.4,32.2
168.9,81.2,107.5,98.5,95.6,61.6,20.7,40.3,52.5,36.4,36.1
177.5,85.4,105.4,101.6,96.6,62.2,23.3,39.3,55.8,40.2,35.6
180.9,97.4,113.7,104.2,105.0,65.1,23.3,43.9,58.1,41.1,37.0
180.8,96.8,108.3,107.9,105.5,65.9,23.7,43.9,58.0,40.6,38.5
171.3,71.7,96.2,95.7,85.9,57.3,21.4,42.9,53.6,37.1,33.1
174.8,82.1,101.1,99.3,96.6,61.1,20.5,39.8,54.0,39.6,35.6
171.1,100.8,118.8,108.4,103.6,66.1,23.8,42.6,53.8,43.8,40.0
182.2,100.4,114.0,108.2,105.4,70.2,22.8,42.5,57.6,42.0,38.5
174.4,85.5,103.8,102.4,96.8,61.1,24.2,42.9,54.5,42.4,35.2
186.7,83.2,101.4,99.9,94.5,57.3,21.1,42.7,61.9,38.1,31.5
192.3,111.4,119.0,110.6,106.8,69.4,24.1,47.0,63.5,41.3,42.2
167.6,81.4,106.1,101.6,101.4,63.3,21.8,40.9,50.8,38.4,33.6
176.2,88.1,113.4,106.6,100.1,64.4,23.0,42.7,56.5,41.0,34.7
171.7,91.9,114.2,103.1,106.5,61.9,22.0,41.9,55.0,40.3,36.7
175.1,117.9,120.2,117.9,119.4,74.5,24.4,44.5,56.5,47.0,43.6
173.0,103.5,117.6,110.4,117.0,69.4,23.4,41.6,55.3,41.8,38.4
175.9,121.3,126.1,121.6,118.2,80.9,26.8,44.1,57.6,48.9,44.2
168.1,68.1,96.8,94.2,89.5,55.9,21.0,37.8,52.7,35.7,31.2
178.1,105.1,117.0,107.9,107.6,68.2,26.7,42.5,55.3,46.7,41.1
172.4,65.8,96.1,88.5,80.4,52.6,21.7,38.4,52.9,36.0,32.0
184.7,95.6,111.3,107.8,101.2,63.8,23.8,44.4,58.3,44.2,36.6
176.0,86.7,106.1,103.2,102.2,63.0,20.5,42.0,56.5,38.7,34.9
178.5,103.8,118.3,112.4,111.4,65.4,23.7,42.2,56.5,42.3,39.1
180.5,81.3,96.2,103.5,88.5,56.8,22.4,41.3,56.0,35.6,33.5
178.1,97.8,115.7,109.4,108.4,64.8,23.4,43.3,58.8,42.7,35.4
166.1,76.4,106.2,98.6,100.0,57.5,21.8,38.0,51.5,37.3,32.2
176.0,97.2,114.3,109.8,107.3,67.2,22.8,43.3,55.6,40.6,40.4
167.9,93.4,112.2,103.4,99.1,66.1,22.4,43.2,52.8,40.0,39.7
181.9,96.2,110.8,106.5,103.5,63.9,23.5,41.8,55.5,42.3,37.0
171.9,84.0,107.1,101.2,94.7,64.4,22.8,40.6,54.6,38.0,35.6
173.0,89.5,110.8,105.3,98.1,67.1,23.0,41.1,53.1,38.0,40.8
170.2,91.9,114.9,102.7,105.1,63.2,23.3,41.4,54.5,38.6,36.2
179.6,92.9,107.3,105.2,102.3,65.7,24.0,42.3,56.9,42.6,37.8
181.8,119.8,127.4,110.3,113.7,68.2,25.5,44.5,55.9,47.5,43.8
169.5,75.2,104.6,93.7,88.9,56.6,21.7,40.8,53.5,37.8,32.7
178.0,95.4,116.8,106.5,100.2,67.1,23.3,40.9,57.9,42.3,36.5
184.8,109.3,115.8,112.9,107.4,68.7,24.8,44.3,59.1,43.0,40.1
185.1,105.7,115.1,110.5,108.0,70.9,23.6,43.7,58.2,41.5,40.5
166.6,102.5,117.1,114.0,113.2,72.4,24.3,42.2,53.1,43.5,43.3
176.8,86.5,105.9,105.8,102.6,65.3,22.2,41.7,55.1,40.5,34.2
179.0,99.7,112.9,106.3,106.2,68.1,22.5,43.8,56.2,39.7,39.7
170.2,97.2,120.9,110.3,108.7,69.5,23.6,41.7,54.9,42.2,38.3
