stature_cm,weight_kg,chest_circumference,buttock_circumference,waist_circumference,thigh_circumference,ankle_circumference,biacromial_breadth,knee_height_sitting,calf_circumference,arm_circumference_flexed
160.3,84.1,110.5,114.6,107.1,69.1,23.3,39.4,47.7,40.1,38.3
157.6,84.2,119.6,117.6,111.1,66.8,23.7,36.2,47.9,40.1,31.6
161.9,66.0,99.9,102.2,87.1,61.0,23.3,39.4,50.0,37.8,27.0
175.4,89.6,105.2,115.1,96.9,71.1,22.4,41.1,56.0,40.4,33.5
170.9,84.2,101.4,107.9,94.2,70.0,22.0,38.6,53.8,39.3,32.9
178.9,84.5,104.8,111.7,96.4,70.0,21.3,37.2,57.7,37.9,31.8
158.7,59.6,89.6,100.5,88.7,58.5,19.8,37.0,48.7,35.6,28.9
168.7,68.8,94.3,103.7,83.8,60.5,21.3,37.3,51.6,36.3,29.8
166.5,69.0,89.9,108.1,82.6,65.8,22.1,37.7,53.3,37.6,30.5
157.3,74.8,99.6,108.7,95.0,66.5,23.4,36.9,50.3,39.6,32.7
165.4,69.9,91.1,103.8,81.9,62.2,24.8,37.2,50.4,39.8,31.0
158.2,69.1,100.5,99.9,92.0,61.2,21.7,36.8,47.7,37.3,31.6
157.5,56.6,87.3,97.7,74.4,60.8,20.4,35.9,47.1,32.7,27.6
160.0,69.9,97.6,102.6,88.0,65.3,20.7,37.1,50.6,37.5,30.9
158.4,46.8,83.4,86.8,74.0,49.8,19.5,34.1,48.4,30.7,25.1
153.5,70.1,98.6,112.1,82.9,68.6,22.0,35.5,46.4,40.7,30.2
159.3,83.2,106.2,110.0,102.9,70.5,24.6,36.8,49.8,41.8,35.7
158.3,78.9,100.4,110.4,97.3,75.1,23.8,36.5,48.4,43.2,34.1
160.8,59.2,89.6,95.5,84.5,57.2,20.3,37.0,48.0,35.7,27.8
166.3,58.3,86.1,96.1,82.8,57.0,19.9,38.1,50.9,32.6,26.0
160.9,74.6,95.1,111.3,102.0,70.1,22.4,37.8,50.4,40.0,31.2
151.3,42.8,77.2,87.1,67.5,51.1,18.8,31.1,47.4,31.3,23.8
170.4,85.3,103.4,114.0,100.7,72.8,22.7,38.1,55.4,43.0,32.5
170.8,66.4,89.9,99.7,85.8,60.2,21.6,34.8,52.0,36.7,28.8
150.6,57.7,95.5,97.3,80.4,63.1,22.7,33.8,47.0,38.3,29.6
158.3,56.5,86.7,94.4,81.1,56.5,21.8,33.7,47.3,35.0,29.1
173.1,71.4,97.1,103.0,86.4,62.3,22.4,38.6,52.5,38.2,28.9
166.9,76.2,96.6,103.6,87.1,67.4,23.4,33.6,54.8,41.2,33.4
164.0,55.6,80.0,93.3,82.4,54.3,21.5,38.1,51.3,36.2,27.3
161.3,56.1,81.2,90.9,72.4,55.4,20.3,35.5,48.7,35.7,29.1
164.0,64.1,94.6,98.8,84.9,58.8,21.8,38.7,51.4,38.0,30.5
158.1,76.6,100.8,105.0,91.8,67.4,23.5,36.3,49.9,42.4,33.2
166.4,70.2,97.1,98.7,82.9,60.8,21.5,37.4,53.8,36.9,32.7
156.2,56.1,91.8,96.6,79.9,55.6,20.7,31.8,48.3,35.4,28.1
172.2,81.2,98.7,110.1,101.7,68.2,24.8,37.8,55.5,41.7,32.3
156.4,72.5,96.9,107.3,90.0,68.3,24.0,34.7,46.5,40.8,34.0
158.9,68.6,97.9,103.9,91.7,67.7,23.8,37.6,48.8,39.9,30.2
178.9,92.4,101.7,116.5,97.0,77.5,24.2,40.5,57.2,42.6,33.1
160.8,66.2,105.8,94.4,88.4,56.7,20.1,36.2,48.8,36.5,31.2
159.5,56.2,88.7,97.3,79.6,57.9,19.7,35.7,49.6,32.5,30.3
159.0,56.4,85.9,93.8,78.5,56.5,21.1,34.9,50.7,37.0,28.5
157.5,65.3,98.0,98.5,87.0,57.5,21.6,37.6,45.3,37.1,31.6
153.9,67.9,103.7,108.3,90.5,66.5,21.0,32.8,48.5,37.6,31.1
165.4,77.7,98.4,110.0,95.8,67.2,19.7,36.7,52.3,35.4,34.2
161.6,63.2,95.9,102.1,85.5,60.5,20.8,35.5,49.7,35.1,29.2
164.6,69.7,98.8,101.0,86.9,62.8,21.3,38.4,52.8,36.6,30.7
154.8,68.1,90.0,106.4,87.5,64.7,22.5,35.9,50.4,39.3,28.2
161.7,57.0,82.7,98.5,72.2,60.8,22.0,36.4,49.3,36.6,26.5
152.7,74.2,108.9,108.9,103.4,64.2,21.1,37.8,46.2,35.8,33.0
165.3,58.9,89.5,90.8,75.7,56.4,21.0,35.9,52.1,34.6,29.6
160.6,75.0,102.4,103.5,99.5,63.6,21.8,37.3,49.6,39.3,31.6
170.0,74.4,94.8,102.9,81.2,65.1,22.8,38.2,55.8,40.7,31.6
167.2,81.5,113.1,111.9,95.4,65.4,22.4,36.0,53.3,37.8,33.6
172.8,76.5,98.8,103.9,92.8,64.7,22.8,39.2,54.9,37.2,31.3
167.7,82.7,109.8,108.2,104.9,68.9,22.0,37.4,54.1,35.5,35.0
179.0,79.3,103.3,106.4,95.8,65.6,23.4,39.0,54.5,37.7,32.5
164.3,73.5,96.0,108.4,91.2,66.8,21.0,37.5,50.2,39.5,30.2
158.4,62.0,95.5,98.9,82.2,61.3,20.5,35.4,50.3,35.0,30.5
158.3,65.9,102.3,100.4,93.5,59.9,20.8,36.8,50.4,35.2,30.0
164.0,70.5,100.0,103.7,95.7,63.5,21.5,38.7,52.1,37.7,32.1
156.2,49.3,86.6,91.1,70.7,53.0,20.4,35.6,49.0,33.0,26.6
165.0,64.3,88.1,100.1,77.1,62.4,22.7,37.5,53.0,39.7,30.6
165.6,65.4,95.0,100.9,80.6,60.8,21.8,37.3,49.8,36.2,30.4
162.4,65.5,102.0,99.8,100.2,58.6,21.3,35.3,49.9,35.1,31.1
163.1,85.6,115.9,113.8,104.4,68.8,23.4,39.5,49.9,40.2,36.6
171.5,63.2,86.6,97.5,81.5,58.0,21.1,39.1,54.5,36.0,28.5
160.7,64.8,90.8,104.8,75.2,64.2,22.5,37.2,49.8,38.6,28.0
160.0,60.4,88.3,94.1,83.1,56.2,21.2,37.1,48.6,36.8,30.1
157.1,70.2,99.3,109.9,88.0,64.1,23.5,35.8,47.7,40.0,33.5
160.3,65.9,92.0,106.2,81.7,65.4,22.7,36.3,49.0,38.4,30.5
159.9,77.1,112.2,107.5,93.8,68.2,20.7,34.9,49.6,39.1,35.2
160.2,52.4,82.9,96.4,79.7,58.1,19.3,35.3,49.0,34.1,28.5
164.2,68.5,92.5,103.6,77.3,65.2,22.3,35.2,53.9,37.2,33.8
171.5,101.7,109.6,123.7,110.3,80.8,23.7,38.8,53.5,44.9,38.6
163.4,48.7,86.2,88.3,67.9,52.6,21.7,34.9,48.0,31.7,25.6
165.7,82.4,105.9,118.4,105.5,68.5,22.6,37.1,52.3,39.6,33.7
162.6,72.4,108.6,100.0,85.6,63.0,23.9,33.2,51.0,38.4,33.4
153.6,61.7,96.8,96.7,86.8,57.7,22.4,37.4,48.8,33.8,31.1
169.8,69.6,90.8,106.8,81.8,65.5,22.7,35.4,53.3,39.4,31.0
165.2,75.3,95.6,104.7,84.6,65.3,25.0,37.9,49.8,43.3,31.3
161.1,78.5,104.3,114.8,103.2,67.0,23.0,36.5,48.2,39.1,32.8
176.4,81.2,100.3,112.8,91.1,68.9,23.2,38.6,54.9,39.7,31.3
158.6,48.5,82.5,91.2,65.0,51.9,20.3,37.2,47.3,33.3,25.9
159.2,59.5,89.9,99.1,80.4,59.9,21.7,35.5,49.4,37.2,30.3
178.2,74.0,95.8,103.4,88.0,61.1,23.8,38.1,56.2,37.5,28.8
170.8,79.9,102.8,106.3,97.0,65.8,25.7,38.0,54.1,40.9,32.5
165.0,64.5,95.7,98.6,84.1,59.3,21.8,36.9,50.8,37.1,30.3
161.2,72.5,100.7,110.1,94.9,68.0,22.7,37.0,49.7,37.8,30.8
166.0,60.0,84.2,96.0,76.6,57.6,21.4,37.2,51.0,36.8,29.5
162.9,63.0,88.4,99.4,81.1,63.6,23.9,36.2,50.8,39.2,29.5
163.0,76.2,99.2,104.7,97.8,64.4,23.9,38.6,48.1,37.5,30.7
174.3,69.6,91.3,102.4,73.8,61.0,24.6,36.3,53.0,40.6,29.7
168.8,81.8,115.2,106.7,100.1,63.9,21.3,38.2,51.8,38.9,33.5
158.0,50.8,83.6,88.8,70.5,54.6,20.3,36.6,50.4,33.5,26.9
161.0,66.5,95.7,98.5,90.1,59.4,22.6,36.1,48.4,36.4,32.0
155.6,40.0,75.7,83.2,62.0,48.3,19.0,33.1,46.7,28.8,24.2
158.5,73.6,98.5,108.1,100.0,68.6,22.5,36.6,48.9,41.2,32.5
168.5,77.0,103.6,103.4,95.2,61.7,22.8,37.4,51.1,37.9,30.5
159.2,63.0,94.3,99.9,82.3,61.5,22.3,35.8,48.4,35.6,29.9
169.8,76.1,96.0,107.6,91.9,65.1,25.3,37.4,53.8,41.5,32.4
164.8,69.0,87.5,105.1,88.6,65.1,22.5,36.5,51.0,39.7,30.9
157.5,57.3,87.9,95.0,79.1,56.0,24.1,35.2,49.3,36.7,27.5
160.2,61.7,93.5,98.3,79.4,57.4,23.3,36.2,50.0,34.8,28.5
166.9,66.3,88.6,102.5,82.2,61.8,23.5,37.0,52.5,38.8,27.8
163.7,85.0,101.8,112.8,99.6,71.4,27.1,37.5,51.5,44.8,36.4
169.0,60.1,92.9,96.2,79.8,57.8,22.8,36.9,54.4,36.0,26.0
166.4,65.5,93.5,103.9,79.5,62.0,22.1,36.2,51.3,38.5,28.5
171.0,71.6,93.2,105.0,94.0,64.3,22.5,36.9,53.6,36.0,32.2
159.6,61.1,90.6,97.3,71.6,61.4,20.9,36.1,51.6,38.2,28.4
165.6,100.0,115.0,125.0,116.4,78.2,27.4,38.5,52.2,47.1,41.5
158.6,79.1,99.1,114.7,87.0,71.3,21.8,37.6,49.6,41.1,36.3
165.3,67.6,100.0,104.1,88.6,60.2,20.9,36.8,50.0,35.3,31.4
166.1,74.0,104.5,104.6,83.1,64.3,21.8,35.4,50.3,38.7,30.7
149.5,50.1,86.2,90.4,74.9,55.2,20.1,33.6,45.7,34.4,28.5
163.3,58.7,90.0,97.0,81.1,57.6,20.0,38.9,50.5,34.4,27.8
165.2,69.6,97.6,107.0,85.0,64.0,22.4,37.8,52.2,37.9,30.8
159.6,59.9,89.9,103.0,77.9,63.0,20.2,35.7,49.8,36.6,28.2
171.5,80.9,100.3,107.6,100.9,64.0,23.4,40.0,54.0,39.5,32.2
172.4,78.8,99.5,108.0,93.9,64.0,24.2,39.9,53.5,40.4,31.4
174.1,79.7,95.5,113.7,90.7,68.6,23.5,39.7,55.5,40.4,31.2
170.7,74.6,91.0,110.5,85.1,65.2,24.2,40.3,54.5,40.9,30.1
168.4,74.0,94.5,110.0,91.7,65.7,23.1,35.2,51.1,42.1,31.3
158.6,56.9,89.2,93.6,78.0,57.8,21.7,35.3,48.8,35.6,28.8
161.1,82.9,106.6,111.4,104.6,66.4,22.3,38.3,49.8,40.3,36.0
165.8,77.0,104.0,103.8,93.9,63.6,23.0,36.1,52.5,41.5,34.4
167.3,75.1,98.0,110.8,90.9,67.1,21.6,38.3,52.0,37.6,30.4
177.0,88.9,110.0,117.1,107.6,64.1,24.6,37.7,55.1,41.7,33.0
157.4,66.1,87.2,104.0,79.9,63.2,23.2,36.4,48.3,40.2,33.3
171.5,84.2,105.9,115.1,100.9,67.7,24.8,40.4,55.5,39.3,32.7
152.5,55.8,85.2,98.6,86.5,58.3,20.3,34.3,45.6,33.8,27.2
165.0,98.3,114.2,119.5,115.4,72.7,27.2,39.2,52.4,46.9,36.6
153.7,53.5,87.0,95.5,81.4,54.6,20.7,33.3,47.2,36.2,26.4
156.8,58.1,88.0,97.3,80.1,57.9,21.4,35.3,49.2,35.9,30.0
156.9,68.4,89.2,100.4,83.0,63.0,23.4,37.9,48.8,39.9,32.6
171.1,72.5,95.7,103.6,80.7,63.0,25.4,39.0,53.3,40.5,32.3
163.9,75.7,107.0,106.0,107.3,64.7,21.7,37.5,51.2,35.8,32.2
163.8,73.3,96.2,107.5,94.6,65.2,23.1,36.7,50.1,43.0,31.4
175.6,70.4,93.0,105.3,84.5,62.0,21.3,38.3,54.5,36.0,30.1
161.8,59.0,89.5,96.6,74.8,57.0,22.0,38.1,51.5,35.5,27.9
174.5,83.5,105.0,111.4,100.3,69.1,23.5,40.1,56.6,39.5,33.5
156.9,63.5,92.5,104.3,81.4,65.5,21.6,35.5,46.0,37.4,31.1
166.8,54.6,89.5,92.5,78.2,54.0,19.7,35.8,52.2,33.2,26.4
161.9,61.0,89.5,99.0,78.0,57.4,22.7,38.2,50.2,35.8,28.5
165.7,82.0,110.1,110.3,101.6,68.4,26.3,38.7,52.0,40.3,32.0
162.8,68.5,91.0,101.7,84.7,62.0,21.2,38.6,49.8,38.8,34.5
166.0,57.4,90.3,94.5,80.3,57.0,21.1,35.5,53.6,34.8,27.1
168.3,61.6,87.8,95.3,73.3,56.0,22.5,37.3,50.7,36.5,26.6
167.2,67.8,84.6,101.7,86.6,61.3,21.9,38.0,53.6,38.0,31.9
162.3,55.8,83.6,93.7,74.5,55.5,21.3,34.4,51.8,37.7,25.7
167.2,58.8,87.0,91.7,70.5,56.5,22.0,39.0,51.8,37.1,30.4
161.9,59.1,86.9,98.4,78.4,58.3,21.8,36.1,49.2,36.6,27.0
155.8,51.1,79.4,94.8,71.2,57.2,20.4,34.7,46.3,34.7,26.6
164.9,59.1,84.5,95.1,74.2,58.3,23.8,37.0,51.5,38.2,26.9
173.0,67.1,88.0,102.2,80.5,58.5,23.9,38.7,53.9,37.4,27.7
152.7,52.2,84.3,91.7,73.0,54.4,21.5,34.3,46.0,37.8,28.3
167.0,56.5,83.8,94.0,76.1,56.2,20.9,38.7,52.1,34.7,26.5
158.3,77.4,107.7,108.4,100.0,67.1,23.4,38.3,49.9,40.8,36.2
164.3,73.0,96.3,103.8,88.5,63.5,24.0,36.4,50.8,42.0,31.2
171.7,66.9,101.2,102.0,80.0,58.2,21.4,36.2,55.2,37.3,29.4
162.3,71.8,100.0,109.8,94.5,66.7,21.2,38.8,52.0,36.8,31.2
163.0,59.4,86.0,96.4,81.0,58.0,21.3,36.4,50.7,36.4,28.5
171.0,68.0,92.5,99.5,80.8,58.3,22.7,38.6,52.1,38.4,30.8
173.0,77.9,100.2,110.2,96.1,66.4,23.4,38.5,52.8,36.6,32.6
172.5,69.5,96.0,104.4,77.2,61.0,24.7,37.6,54.0,41.5,29.0
168.0,75.5,95.7,107.5,92.8,66.5,24.6,37.2,54.1,41.9,32.0
168.2,64.5,92.2,101.1,88.9,59.8,22.6,35.6,53.8,36.0,30.3
168.0,84.3,115.7,104.5,105.0,61.5,24.7,38.5,52.2,40.2,34.5
182.9,68.8,91.5,99.7,77.7,56.6,21.9,39.4,58.2,38.1,29.8
167.5,64.3,88.5,101.2,86.6,58.6,21.5,38.7,53.3,35.9,28.3
172.7,68.9,104.0,100.6,84.2,58.8,22.1,39.9,52.6,35.8,29.1
161.5,65.1,100.3,95.6,84.2,55.6,20.7,35.3,50.7,36.0,31.0
149.7,46.0,83.7,85.0,69.0,49.0,19.6,34.0,45.6,32.6,27.0
161.3,61.0,87.1,103.7,75.0,61.2,21.8,33.9,48.2,35.9,28.0
177.1,92.5,111.5,113.7,95.0,71.4,24.0,40.1,56.9,44.0,36.2
158.8,66.6,92.4,101.0,82.9,61.6,24.4,35.7,48.5,40.4,30.7
173.6,82.1,99.7,107.5,99.5,66.2,25.4,39.6,56.5,40.2,32.7
166.4,59.1,87.0,101.4,76.7,58.9,21.5,34.6,50.5,35.0,28.4
158.4,72.2,102.5,108.6,89.8,64.4,22.8,37.6,49.2,37.9,31.5
171.2,77.0,100.6,109.7,94.0,66.5,21.1,37.7,56.9,36.8,31.0
165.8,61.7,87.6,97.8,78.7,58.3,22.0,37.5,52.2,38.7,27.2
164.6,68.5,93.3,105.6,81.2,66.2,20.7,37.0,54.5,36.3,30.5
172.3,68.9,96.6,102.6,82.0,60.8,22.5,39.1,53.9,35.4,29.7
157.8,58.7,90.0,100.2,81.3,61.2,19.7,35.0,49.0,32.2,29.4
167.1,74.2,104.0,105.9,84.5,66.2,20.9,37.1,52.7,39.4,29.9
158.0,82.0,104.5,113.6,101.1,71.5,20.7,37.5,50.5,37.8,36.0
158.4,55.7,92.5,96.7,75.8,57.8,20.0,37.1,49.9,34.0,26.0
167.0,64.8,97.5,92.8,81.4,54.4,21.6,36.6,52.5,37.1,31.1
158.5,56.6,91.0,94.6,77.0,58.0,20.1,35.3,51.1,34.0,27.4
163.8,58.4,95.2,94.4,80.9,56.2,20.1,37.6,50.2,33.7,28.5
158.9,59.9,90.7,101.3,81.7,62.0,19.8,34.7,51.1,35.5,27.2
165.9,78.5,108.9,106.0,93.8,63.0,23.7,38.0,51.7,40.8,32.5
155.0,65.4,94.3,101.5,84.5,64.3,23.0,35.5,49.5,36.4,31.2
173.0,83.8,104.7,106.8,99.5,65.2,23.7,37.0,55.1,37.9,35.4
150.0,64.4,102.7,107.4,90.7,63.8,19.9,33.0,45.4,34.3,28.0
161.5,80.9,103.8,106.2,98.3,68.0,22.2,39.6,53.2,38.9,34.3
164.5,67.7,90.6,104.2,80.1,61.7,23.5,37.2,51.9,41.4,30.0
172.7,84.7,109.5,109.6,102.9,67.8,22.8,39.2,57.9,40.3,33.0
166.7,78.1,103.2,109.6,105.2,72.2,24.7,37.6,54.5,40.8,29.4
151.9,55.2,98.1,90.1,84.8,54.2,20.4,36.2,46.4,32.7,28.5
170.0,83.2,111.3,105.4,95.5,63.0,21.2,40.0,54.6,38.8,30.7
162.8,69.4,86.0,106.9,80.7,63.6,24.0,38.4,50.0,39.9,30.3
160.0,78.6,106.8,110.2,85.5,69.0,23.3,39.4,50.9,39.8,36.1
174.7,85.1,102.5,108.2,96.9,67.7,21.0,38.9,58.6,38.3,35.6
158.3,67.8,92.5,106.1,90.0,64.8,21.7,35.2,49.0,37.3,29.9
166.2,64.5,92.7,99.0,80.0,58.5,21.6,36.0,53.5,39.3,28.5
169.7,61.8,87.3,95.2,72.0,60.7,20.1,36.3,54.4,34.9,27.5
173.2,84.3,94.8,105.1,94.2,70.0,23.5,36.9,55.7,41.4,32.8
164.7,79.3,98.2,110.6,101.5,68.4,25.2,40.4,52.0,40.6,32.7
158.9,72.7,102.9,103.5,101.9,66.4,21.1,37.0,52.7,35.6,32.5
154.5,64.5,96.5,102.9,82.9,65.3,22.2,37.4,49.0,36.5,30.4
165.9,75.5,102.8,105.3,93.7,63.9,23.3,40.4,54.8,38.4,31.3
152.2,55.5,89.1,95.0,88.5,58.1,21.1,36.8,46.7,35.6,26.0
165.1,77.9,99.7,108.5,81.6,67.7,21.3,37.6,53.3,39.0,32.2
176.7,76.3,101.6,105.9,92.2,64.1,25.2,37.8,57.3,40.4,30.6
160.8,78.5,100.8,111.6,96.5,70.3,24.7,35.3,50.9,41.7,32.5
160.5,71.7,99.7,108.6,93.1,67.7,21.1,36.9,53.1,36.5,31.2
173.4,67.4,90.2,100.3,89.5,61.5,20.4,37.2,54.0,34.4,29.6
166.1,73.0,97.2,110.5,82.9,69.1,22.2,34.7,51.5,39.9,33.8
158.9,75.4,96.0,113.7,98.0,73.3,20.8,35.5,52.2,39.0,35.1
174.1,77.6,91.2,107.6,80.0,65.5,24.6,36.9,55.2,42.4,32.4
167.0,81.0,107.9,108.5,101.2,67.7,20.8,37.0,53.4,37.3,34.7
168.0,66.7,86.5,103.0,80.1,61.5,24.4,36.9,54.5,38.7,30.5
173.6,79.1,95.7,113.0,91.5,67.6,22.6,39.2,53.3,38.8,30.9
168.2,76.3,99.0,105.8,93.7,66.3,21.5,38.7,55.2,40.3,32.5
171.4,65.0,93.6,99.7,81.1,60.1,22.0,39.6,53.5,38.8,30.6
154.6,51.3,85.6,88.8,69.1,51.5,23.3,34.2,47.1,36.7,24.4
163.4,59.1,91.7,95.3,81.3,56.8,21.9,36.3,51.6,35.8,26.9
156.8,65.8,93.0,103.2,89.0,63.7,24.7,35.4,50.2,38.7,31.2
153.6,50.4,87.6,91.5,78.2,56.5,17.8,33.7,47.7,31.3,25.5
158.4,68.5,96.2,102.8,92.7,64.3,22.3,37.1,50.6,38.3,32.1
164.6,62.9,88.2,98.1,87.4,62.3,21.3,37.0,52.8,35.1,30.8
166.4,56.8,89.1,93.5,76.5,56.8,20.7,35.1,50.7,35.9,26.3
165.8,66.1,90.2,96.5,80.0,61.3,22.1,37.9,51.8,37.9,30.9
173.8,68.3,91.0,100.3,73.4,59.7,21.4,39.5,54.1,36.6,31.1
174.5,79.1,92.3,106.5,77.5,67.7,23.2,39.4,57.4,41.9,30.4
159.5,90.7,107.2,122.0,106.1,80.3,23.3,38.1,51.1,45.3,35.9
162.5,78.3,98.7,109.7,92.6,70.5,26.1,38.1,51.6,42.3,33.1
162.3,70.9,96.7,105.7,86.5,64.5,22.7,36.4,52.2,41.2,31.2
151.8,50.9,84.1,91.5,75.2,54.0,21.6,34.4,46.8,36.7,26.2
152.5,62.3,100.8,99.0,87.7,61.9,19.9,35.6,47.0,35.4,28.9
155.7,66.4,91.9,105.3,90.0,64.8,24.0,34.6,50.0,38.7,28.5
173.0,92.1,109.3,111.3,105.4,67.5,23.3,38.0,55.6,43.0,36.1
160.1,67.1,98.3,103.5,90.3,63.2,20.8,35.9,50.0,36.5,29.9
159.7,54.7,83.9,93.8,72.8,54.9,21.7,35.4,51.1,34.8,25.7
174.3,78.4,102.7,103.4,94.7,64.6,22.7,39.6,53.7,37.2,31.6
168.3,59.0,92.5,96.0,75.4,55.7,20.1,37.0,51.6,35.6,26.1
175.2,76.3,101.5,100.5,92.1,59.4,24.4,39.1,56.6,41.3,30.1
161.8,70.9,96.7,107.5,85.1,66.0,21.8,35.1,51.3,38.3,30.4
162.0,70.3,101.8,104.0,85.1,62.7,23.2,34.8,51.6,36.7,30.4
164.9,58.1,86.2,94.9,79.0,57.7,21.2,37.7,51.1,36.2,28.0
170.9,59.3,84.6,92.2,76.4,56.5,21.0,40.3,53.9,36.0,25.4
158.7,75.3,104.4,105.9,99.2,63.9,20.1,34.8,49.6,38.8,34.5
163.2,66.2,91.7,95.5,81.6,60.9,20.4,37.4,50.9,37.5,30.6
152.7,68.3,105.7,102.7,96.5,62.1,22.4,34.0,47.2,37.3,30.5
166.0,75.8,103.4,102.1,97.5,64.8,23.7,36.8,51.5,39.5,31.9
163.2,61.3,86.4,98.0,73.4,60.7,20.8,38.4,52.5,36.3,27.0
174.2,73.0,94.2,103.4,82.0,62.2,23.6,38.3,53.6,39.2,31.0
170.9,70.0,88.5,103.1,84.8,65.5,23.2,35.0,53.5,42.4,31.7
161.9,75.1,104.8,103.3,92.5,64.0,20.8,36.7,47.7,37.7,33.9
167.5,73.8,99.6,100.9,92.7,60.5,22.2,38.2,52.5,38.5,31.0
163.4,64.2,98.8,100.4,83.7,62.1,21.7,33.4,50.8,38.2,29.6
167.9,59.5,89.2,98.0,80.2,57.9,22.4,37.6,52.3,35.3,26.5
161.4,56.9,84.8,94.5,84.6,56.2,21.9,36.6,51.0,35.5,26.2
168.4,59.6,86.1,98.3,77.8,58.0,20.3,37.3,51.3,34.3,28.1
159.7,63.1,93.7,96.8,85.3,60.6,20.2,37.5,49.8,34.9,31.0
161.0,58.9,85.5,95.7,73.0,58.0,21.0,35.1,48.6,39.3,28.7
168.8,74.6,94.3,110.0,88.6,67.1,23.9,40.1,55.5,37.7,29.2
172.5,86.4,99.7,115.7,92.9,72.5,21.7,38.9,55.0,38.6,33.0
160.9,60.8,93.6,94.6,90.0,57.5,20.6,38.7,50.2,33.8,29.6
158.5,50.4,81.0,90.6,75.9,50.9,21.7,35.5,47.8,34.3,26.2
156.2,54.9,88.7,95.6,81.6,55.5,20.8,34.8,49.5,35.7,26.0
154.7,53.0,89.7,91.6,77.0,51.6,19.7,34.4,45.5,33.2,27.1
161.1,69.2,96.1,103.6,89.5,64.2,22.1,36.6,49.0,38.1,31.7
174.0,71.3,100.4,99.1,88.0,58.2,21.2,39.4,55.6,38.0,28.8
155.5,70.5,97.2,107.9,90.4,66.0,22.7,35.5,47.3,40.3,33.2
165.0,69.9,97.1,102.3,93.8,60.1,23.0,37.0,50.8,35.6,29.3
158.3,65.9,91.3,103.0,90.6,61.6,21.2,37.5,48.9,38.3,29.2
164.7,63.2,85.8,100.5,75.0,59.3,22.2,35.9,51.5,37.2,30.5
153.2,69.6,94.6,106.1,84.5,66.9,22.3,35.2,49.9,38.7,34.6
161.9,59.3,92.0,97.2,81.1,55.6,21.3,36.1,52.7,33.4,28.0
170.4,69.5,90.2,100.8,88.8,60.4,22.9,36.9,53.2,39.8,28.4
168.9,79.7,97.0,105.6,77.4,67.1,26.4,36.0,53.9,45.4,32.0
165.7,61.9,91.1,100.4,84.6,60.3,24.8,38.0,51.9,34.8,27.5
164.7,67.7,92.6,100.5,86.1,62.5,21.3,36.0,54.0,36.7,30.7
167.0,54.4,89.2,87.9,72.4,54.1,21.3,37.5,52.9,32.3,24.6
149.6,64.6,97.1,100.2,92.8,64.2,22.7,33.2,48.5,36.2,32.3
171.7,88.2,111.7,110.1,102.6,65.1,21.8,41.2,54.2,36.0,37.4
153.1,63.4,94.3,104.3,91.5,62.6,20.8,35.4,46.3,35.5,30.7
166.6,76.5,98.1,109.2,98.7,65.0,21.0,37.4,53.0,38.7,35.0
157.4,65.4,89.2,104.5,91.5,65.4,21.2,36.4,47.7,36.4,31.1
166.3,83.7,100.0,110.5,88.8,66.9,24.7,39.7,52.7,42.0,34.4
161.7,65.2,97.5,98.2,86.3,61.9,21.6,38.2,51.5,35.1,30.1
158.5,62.4,100.5,96.6,85.7,61.5,19.6,36.5,51.2,33.6,28.1
164.7,99.4,119.5,121.7,103.7,78.0,24.4,36.4,53.7,44.4,38.0
164.3,74.8,101.6,107.5,95.0,66.3,21.0,39.5,51.2,36.8,31.6
167.7,64.9,90.1,99.9,87.7,59.6,20.2,39.5,53.7,35.6,28.0
167.0,54.2,88.9,91.9,66.5,51.4,20.3,36.8,52.0,32.8,24.9
165.1,81.4,98.3,116.5,88.5,71.9,24.2,37.7,51.0,42.3,32.0
152.5,56.3,88.3,96.9,81.2,57.5,21.8,34.4,45.6,34.5,26.3
171.5,96.7,115.2,119.7,109.6,75.7,24.7,40.4,54.5,41.7,36.0
160.2,83.7,114.8,103.5,100.6,68.0,23.1,36.8,50.2,40.2,35.5
157.0,50.2,85.5,87.3,68.5,52.0,21.2,35.3,48.7,35.6,26.9
166.2,65.7,90.1,100.1,94.4,60.5,20.7,38.4,52.8,35.5,28.0
156.1,70.7,98.3,106.3,97.3,66.6,22.6,33.6,48.8,39.1,30.1
154.3,66.9,96.8,108.0,97.5,63.1,23.4,32.1,48.5,37.7,29.5
156.2,59.7,92.3,98.1,85.3,58.5,21.1,35.3,49.7,36.6,30.1
162.7,72.0,89.7,107.2,88.5,64.7,27.5,36.8,50.3,41.2,32.6
167.8,75.0,94.0,105.7,81.6,64.2,23.4,40.3,51.7,40.0,33.0
160.8,67.3,99.0,107.6,98.2,64.5,22.0,36.3,49.5,35.4,27.9
167.2,78.4,90.6,113.2,85.6,70.8,24.7,35.2,53.5,43.3,31.4
166.1,51.6,76.9,89.8,71.0,50.6,19.8,36.8,51.4,34.2,26.2
157.4,63.0,101.0,101.1,89.0,58.3,20.4,37.7,47.3,35.4,28.6
167.0,79.3,104.6,106.2,99.0,65.3,21.7,38.0,53.5,37.2,35.2
158.5,56.4,89.5,100.1,79.3,57.0,21.1,37.2,46.9,32.3,28.2
157.4,68.7,99.7,104.9,96.2,63.4,21.7,33.6,46.7,36.5,29.2
161.7,59.0,84.6,96.9,72.7,59.5,20.7,35.1,51.2,36.3,27.1
