weight,stature,calf_circumference,biacromial_breadth,bicristal_breadth,waist_circumference,biceps_circumference_flexed
595.0,1648.0,352.0,356.0,218.0,791.0,278.0
547.0,1603.0,342.0,354.0,216.0,729.0,252.0
660.0,1643.0,382.0,350.0,233.0,815.0,290.0
588.0,1602.0,351.0,366.0,180.0,743.0,285.0
595.0,1655.0,325.0,366.0,201.0,777.0,272.0
729.0,1666.0,358.0,344.0,238.0,945.0,289.0
568.0,1621.0,371.0,375.0,219.0,719.0,273.0
668.0,1628.0,378.0,363.0,254.0,862.0,284.0
610.0,1643.0,354.0,367.0,215.0,725.0,264.0
504.0,1524.0,335.0,352.0,207.0,745.0,282.0
590.0,1647.0,341.0,375.0,186.0,830.0,288.0
534.0,1646.0,330.0,348.0,173.0,667.0,272.0
568.0,1613.0,341.0,381.0,203.0,781.0,260.0
596.0,1638.0,363.0,364.0,216.0,744.0,288.0
602.0,1601.0,351.0,335.0,228.0,776.0,281.0
658.0,1597.0,382.0,374.0,213.0,736.0,274.0
650.0,1583.0,389.0,365.0,210.0,852.0,286.0
790.0,1695.0,385.0,388.0,226.0,888.0,322.0
712.0,1561.0,371.0,366.0,238.0,932.0,342.0
637.0,1583.0,358.0,366.0,242.0,912.0,300.0
620.0,1629.0,339.0,345.0,235.0,861.0,284.0
600.0,1588.0,369.0,377.0,223.0,793.0,290.0
531.0,1515.0,342.0,365.0,207.0,783.0,283.0
630.0,1632.0,350.0,361.0,201.0,880.0,280.0
547.0,1542.0,343.0,380.0,212.0,784.0,275.0
638.0,1647.0,343.0,356.0,180.0,717.0,280.0
585.0,1443.0,344.0,362.0,207.0,857.0,292.0
619.0,1576.0,363.0,359.0,217.0,783.0,285.0
644.0,1670.0,345.0,357.0,262.0,835.0,262.0
661.0,1647.0,376.0,379.0,186.0,779.0,296.0
674.0,1680.0,377.0,376.0,251.0,803.0,283.0
690.0,1705.0,378.0,387.0,231.0,809.0,272.0
566.0,1596.0,350.0,370.0,205.0,732.0,295.0
657.0,1652.0,347.0,364.0,222.0,829.0,284.0
648.0,1628.0,360.0,377.0,211.0,784.0,302.0
574.0,1633.0,346.0,345.0,229.0,727.0,272.0
528.0,1573.0,331.0,330.0,225.0,688.0,280.0
477.0,1545.0,342.0,348.0,229.0,749.0,262.0
632.0,1735.0,351.0,370.0,230.0,724.0,292.0
571.0,1662.0,333.0,374.0,208.0,742.0,269.0
695.0,1637.0,386.0,357.0,230.0,826.0,299.0
526.0,1664.0,323.0,374.0,241.0,684.0,245.0
574.0,1639.0,357.0,356.0,225.0,709.0,266.0
673.0,1667.0,368.0,356.0,243.0,773.0,285.0
744.0,1682.0,373.0,372.0,267.0,901.0,302.0
611.0,1612.0,355.0,379.0,231.0,720.0,297.0
569.0,1647.0,339.0,348.0,230.0,759.0,287.0
525.0,1685.0,322.0,328.0,217.0,712.0,261.0
692.0,1617.0,364.0,377.0,230.0,815.0,325.0
604.0,1682.0,338.0,377.0,242.0,741.0,270.0
565.0,1659.0,336.0,366.0,242.0,726.0,280.0
657.0,1664.0,365.0,374.0,239.0,784.0,270.0
717.0,1774.0,326.0,378.0,242.0,897.0,297.0
664.0,1537.0,369.0,365.0,228.0,951.0,316.0
618.0,1551.0,371.0,370.0,197.0,764.0,281.0
574.0,1553.0,340.0,344.0,237.0,828.0,272.0
548.0,1618.0,341.0,351.0,215.0,685.0,247.0
567.0,1608.0,320.0,370.0,213.0,729.0,257.0
640.0,1588.0,353.0,363.0,192.0,827.0,279.0
582.0,1670.0,320.0,385.0,210.0,732.0,255.0
642.0,1708.0,350.0,349.0,242.0,829.0,255.0
631.0,1660.0,328.0,374.0,208.0,803.0,260.0
506.0,1630.0,335.0,374.0,228.0,691.0,250.0
480.0,1637.0,314.0,380.0,210.0,635.0,240.0
543.0,1602.0,334.0,366.0,238.0,719.0,252.0
726.0,1665.0,380.0,369.0,233.0,843.0,310.0
586.0,1678.0,363.0,347.0,247.0,760.0,270.0
602.0,1534.0,335.0,357.0,199.0,801.0,290.0
607.0,1655.0,374.0,377.0,207.0,737.0,282.0
719.0,1738.0,364.0,379.0,232.0,768.0,320.0
686.0,1634.0,352.0,384.0,196.0,770.0,295.0
623.0,1685.0,371.0,376.0,229.0,755.0,262.0
621.0,1603.0,369.0,369.0,228.0,821.0,301.0
633.0,1516.0,345.0,372.0,219.0,844.0,323.0
665.0,1653.0,365.0,350.0,204.0,765.0,304.0
689.0,1706.0,367.0,401.0,199.0,791.0,290.0
641.0,1687.0,352.0,378.0,216.0,741.0,274.0
603.0,1590.0,356.0,336.0,218.0,811.0,285.0
712.0,1717.0,362.0,389.0,235.0,887.0,275.0
528.0,1643.0,351.0,371.0,214.0,688.0,242.0
563.0,1655.0,334.0,361.0,227.0,772.0,264.0
557.0,1656.0,348.0,386.0,210.0,655.0,274.0
615.0,1637.0,370.0,367.0,210.0,729.0,271.0
681.0,1696.0,376.0,367.0,261.0,846.0,279.0
638.0,1634.0,345.0,386.0,233.0,785.0,291.0
568.0,1634.0,359.0,378.0,223.0,691.0,275.0
601.0,1657.0,360.0,384.0,230.0,738.0,270.0
550.0,1741.0,328.0,366.0,222.0,723.0,248.0
606.0,1731.0,355.0,373.0,242.0,750.0,267.0
699.0,1654.0,386.0,380.0,239.0,781.0,317.0
511.0,1583.0,321.0,353.0,229.0,744.0,260.0
723.0,1620.0,386.0,378.0,266.0,949.0,293.0
647.0,1593.0,369.0,385.0,218.0,807.0,300.0
512.0,1653.0,322.0,333.0,233.0,725.0,253.0
529.0,1735.0,308.0,367.0,220.0,711.0,232.0
527.0,1582.0,323.0,367.0,215.0,711.0,270.0
455.0,1555.0,314.0,342.0,253.0,688.0,241.0
659.0,1685.0,362.0,363.0,217.0,861.0,285.0
803.0,1672.0,397.0,381.0,258.0,881.0,320.0
626.0,1710.0,345.0,376.0,191.0,725.0,291.0
505.0,1572.0,320.0,358.0,167.0,633.0,265.0
603.0,1680.0,346.0,350.0,197.0,764.0,270.0
749.0,1705.0,376.0,367.0,248.0,920.0,304.0
572.0,1644.0,334.0,365.0,200.0,711.0,280.0
493.0,1658.0,308.0,347.0,206.0,668.0,232.0
530.0,1639.0,323.0,371.0,230.0,765.0,240.0
556.0,1593.0,345.0,365.0,195.0,716.0,270.0
580.0,1615.0,344.0,379.0,221.0,734.0,277.0
594.0,1673.0,353.0,377.0,229.0,795.0,270.0
605.0,1747.0,324.0,384.0,230.0,762.0,268.0
671.0,1719.0,356.0,393.0,213.0,804.0,287.0
528.0,1552.0,350.0,348.0,185.0,685.0,270.0
695.0,1609.0,367.0,355.0,246.0,867.0,303.0
519.0,1589.0,316.0,352.0,193.0,738.0,275.0
541.0,1593.0,336.0,357.0,205.0,720.0,261.0
680.0,1735.0,355.0,366.0,238.0,815.0,280.0
559.0,1603.0,347.0,354.0,202.0,725.0,256.0
610.0,1607.0,360.0,370.0,195.0,729.0,291.0
545.0,1593.0,320.0,326.0,202.0,750.0,265.0
585.0,1575.0,361.0,354.0,219.0,796.0,266.0
600.0,1633.0,341.0,363.0,228.0,812.0,277.0
536.0,1628.0,330.0,363.0,180.0,712.0,251.0
631.0,1637.0,356.0,374.0,205.0,760.0,290.0
520.0,1689.0,325.0,370.0,246.0,684.0,252.0
572.0,1614.0,330.0,357.0,238.0,836.0,265.0
548.0,1690.0,313.0,387.0,211.0,694.0,258.0
875.0,1692.0,401.0,417.0,221.0,961.0,344.0
658.0,1628.0,378.0,372.0,202.0,734.0,298.0
639.0,1537.0,357.0,352.0,216.0,883.0,267.0
909.0,1695.0,395.0,400.0,253.0,1077.0,330.0
659.0,1607.0,381.0,365.0,242.0,795.0,308.0
638.0,1646.0,329.0,370.0,248.0,825.0,271.0
612.0,1636.0,355.0,359.0,248.0,902.0,273.0
601.0,1636.0,329.0,383.0,205.0,847.0,290.0
737.0,1670.0,392.0,391.0,196.0,818.0,290.0
614.0,1567.0,358.0,365.0,214.0,803.0,288.0
520.0,1562.0,331.0,352.0,229.0,767.0,267.0
617.0,1717.0,358.0,380.0,207.0,715.0,290.0
550.0,1594.0,338.0,370.0,172.0,754.0,280.0
560.0,1492.0,340.0,363.0,211.0,776.0,290.0
510.0,1604.0,320.0,365.0,199.0,725.0,260.0
780.0,1708.0,387.0,390.0,208.0,814.0,302.0
467.0,1582.0,306.0,372.0,209.0,662.0,248.0
595.0,1545.0,348.0,351.0,242.0,803.0,270.0
542.0,1545.0,340.0,341.0,173.0,691.0,290.0
710.0,1667.0,388.0,402.0,211.0,799.0,309.0
648.0,1587.0,380.0,359.0,222.0,854.0,312.0
587.0,1566.0,342.0,346.0,241.0,859.0,271.0
596.0,1593.0,365.0,357.0,206.0,791.0,285.0
616.0,1594.0,370.0,363.0,249.0,813.0,302.0
560.0,1705.0,321.0,358.0,215.0,743.0,249.0
781.0,1607.0,407.0,365.0,221.0,881.0,315.0
620.0,1570.0,366.0,352.0,235.0,838.0,285.0
631.0,1713.0,346.0,394.0,241.0,796.0,264.0
508.0,1523.0,321.0,330.0,200.0,837.0,257.0
655.0,1640.0,369.0,340.0,238.0,832.0,297.0
652.0,1610.0,363.0,363.0,246.0,819.0,303.0
660.0,1634.0,375.0,372.0,247.0,755.0,292.0
519.0,1635.0,319.0,348.0,232.0,710.0,258.0
547.0,1617.0,346.0,369.0,183.0,659.0,270.0
630.0,1651.0,371.0,361.0,210.0,845.0,283.0
533.0,1638.0,330.0,368.0,190.0,665.0,252.0
542.0,1613.0,345.0,359.0,207.0,752.0,253.0
531.0,1587.0,339.0,376.0,195.0,741.0,248.0
632.0,1685.0,368.0,349.0,238.0,775.0,287.0
702.0,1578.0,375.0,359.0,204.0,794.0,347.0
636.0,1635.0,356.0,363.0,231.0,789.0,279.0
649.0,1678.0,377.0,386.0,232.0,718.0,290.0
811.0,1697.0,369.0,371.0,252.0,1005.0,305.0
740.0,1603.0,411.0,346.0,189.0,871.0,321.0
648.0,1566.0,375.0,367.0,199.0,747.0,292.0
594.0,1590.0,364.0,365.0,200.0,817.0,274.0
494.0,1572.0,315.0,359.0,181.0,684.0,255.0
529.0,1571.0,325.0,362.0,212.0,815.0,265.0
605.0,1642.0,350.0,361.0,220.0,779.0,272.0
540.0,1623.0,342.0,355.0,195.0,722.0,263.0
556.0,1634.0,340.0,347.0,219.0,718.0,253.0
792.0,1668.0,376.0,354.0,249.0,983.0,330.0
750.0,1688.0,381.0,351.0,235.0,932.0,302.0
595.0,1642.0,325.0,355.0,199.0,751.0,264.0
598.0,1817.0,337.0,374.0,254.0,727.0,245.0
710.0,1650.0,363.0,385.0,226.0,904.0,275.0
775.0,1785.0,375.0,410.0,234.0,898.0,313.0
727.0,1659.0,380.0,383.0,207.0,850.0,287.0
721.0,1593.0,382.0,368.0,219.0,814.0,321.0
625.0,1608.0,337.0,383.0,185.0,761.0,292.0
733.0,1718.0,375.0,366.0,202.0,805.0,298.0
674.0,1728.0,365.0,380.0,231.0,783.0,285.0
595.0,1640.0,356.0,377.0,215.0,701.0,275.0
493.0,1653.0,316.0,391.0,199.0,649.0,247.0
624.0,1675.0,370.0,372.0,242.0,739.0,277.0
657.0,1558.0,374.0,369.0,206.0,859.0,325.0
661.0,1635.0,358.0,375.0,201.0,748.0,294.0
743.0,1639.0,365.0,392.0,240.0,927.0,326.0
622.0,1622.0,356.0,352.0,227.0,829.0,292.0
600.0,1632.0,351.0,392.0,196.0,781.0,273.0
630.0,1626.0,361.0,375.0,220.0,783.0,286.0
661.0,1700.0,349.0,384.0,211.0,768.0,295.0
611.0,1623.0,333.0,356.0,252.0,854.0,263.0
564.0,1618.0,342.0,361.0,234.0,809.0,260.0
720.0,1705.0,390.0,362.0,248.0,859.0,322.0
775.0,1763.0,355.0,399.0,237.0,848.0,300.0
539.0,1578.0,320.0,367.0,239.0,816.0,273.0
600.0,1635.0,362.0,364.0,217.0,727.0,266.0
599.0,1654.0,337.0,357.0,234.0,764.0,272.0
519.0,1555.0,317.0,359.0,216.0,719.0,270.0
640.0,1728.0,357.0,359.0,205.0,725.0,270.0
574.0,1571.0,358.0,358.0,233.0,834.0,250.0
634.0,1603.0,348.0,371.0,210.0,784.0,292.0
505.0,1525.0,320.0,354.0,203.0,723.0,270.0
710.0,1703.0,364.0,362.0,224.0,849.0,305.0
664.0,1682.0,366.0,347.0,227.0,830.0,288.0
673.0,1775.0,367.0,388.0,220.0,741.0,274.0
537.0,1658.0,335.0,374.0,229.0,811.0,242.0
545.0,1586.0,341.0,350.0,197.0,765.0,269.0
774.0,1676.0,392.0,381.0,236.0,867.0,290.0
535.0,1522.0,371.0,332.0,198.0,684.0,283.0
603.0,1636.0,363.0,369.0,210.0,763.0,270.0
520.0,1613.0,320.0,342.0,215.0,692.0,260.0
567.0,1639.0,356.0,356.0,221.0,706.0,262.0
587.0,1718.0,342.0,372.0,240.0,736.0,256.0
645.0,1696.0,347.0,363.0,236.0,803.0,289.0
589.0,1650.0,356.0,364.0,227.0,749.0,281.0
598.0,1696.0,324.0,356.0,235.0,762.0,274.0
625.0,1655.0,355.0,362.0,237.0,783.0,283.0
656.0,1622.0,368.0,369.0,204.0,742.0,305.0
699.0,1640.0,373.0,369.0,187.0,834.0,304.0
600.0,1697.0,339.0,366.0,252.0,784.0,280.0
762.0,1663.0,401.0,370.0,256.0,850.0,328.0
587.0,1603.0,331.0,360.0,224.0,794.0,291.0
634.0,1570.0,371.0,338.0,218.0,820.0,326.0
662.0,1500.0,385.0,348.0,259.0,1046.0,345.0
531.0,1648.0,347.0,336.0,208.0,657.0,265.0
529.0,1447.0,372.0,340.0,202.0,751.0,281.0
675.0,1703.0,360.0,378.0,247.0,806.0,279.0
509.0,1538.0,327.0,315.0,242.0,712.0,269.0
578.0,1589.0,355.0,353.0,223.0,703.0,282.0
632.0,1735.0,358.0,382.0,220.0,751.0,285.0
593.0,1644.0,331.0,375.0,215.0,831.0,275.0
547.0,1542.0,350.0,375.0,236.0,740.0,278.0
624.0,1640.0,360.0,370.0,215.0,819.0,281.0
737.0,1675.0,392.0,355.0,227.0,903.0,295.0
624.0,1635.0,340.0,383.0,190.0,797.0,302.0
548.0,1654.0,330.0,330.0,232.0,784.0,280.0
533.0,1564.0,330.0,357.0,214.0,720.0,272.0
636.0,1736.0,374.0,392.0,228.0,730.0,268.0
633.0,1616.0,350.0,383.0,227.0,852.0,280.0
571.0,1590.0,346.0,358.0,208.0,732.0,274.0
481.0,1450.0,310.0,333.0,226.0,834.0,281.0
730.0,1724.0,354.0,374.0,273.0,964.0,295.0
519.0,1644.0,323.0,385.0,233.0,713.0,230.0
610.0,1571.0,337.0,349.0,228.0,811.0,291.0
596.0,1610.0,312.0,362.0,211.0,788.0,280.0
645.0,1523.0,367.0,366.0,228.0,877.0,295.0
757.0,1777.0,358.0,384.0,205.0,826.0,314.0
469.0,1466.0,333.0,330.0,234.0,743.0,242.0
699.0,1673.0,384.0,389.0,267.0,823.0,295.0
618.0,1537.0,354.0,352.0,218.0,808.0,300.0
606.0,1741.0,326.0,385.0,220.0,751.0,250.0
725.0,1700.0,388.0,368.0,221.0,839.0,307.0
541.0,1587.0,355.0,377.0,213.0,718.0,253.0
832.0,1691.0,391.0,391.0,228.0,955.0,320.0
671.0,1707.0,355.0,375.0,244.0,874.0,280.0
646.0,1718.0,328.0,368.0,242.0,935.0,271.0
592.0,1717.0,363.0,367.0,191.0,732.0,265.0
564.0,1612.0,348.0,355.0,218.0,720.0,280.0
746.0,1721.0,364.0,367.0,230.0,845.0,297.0
601.0,1654.0,332.0,366.0,217.0,738.0,297.0
783.0,1633.0,391.0,384.0,240.0,915.0,320.0
815.0,1665.0,399.0,390.0,218.0,911.0,309.0
546.0,1545.0,340.0,346.0,192.0,810.0,279.0
612.0,1619.0,379.0,388.0,211.0,713.0,285.0
637.0,1648.0,374.0,380.0,232.0,781.0,277.0
720.0,1689.0,355.0,400.0,250.0,946.0,277.0
548.0,1532.0,318.0,367.0,223.0,853.0,262.0
757.0,1666.0,403.0,375.0,223.0,879.0,335.0
680.0,1578.0,346.0,356.0,212.0,922.0,316.0
776.0,1830.0,401.0,388.0,230.0,881.0,298.0
677.0,1583.0,379.0,364.0,223.0,822.0,310.0
569.0,1584.0,328.0,365.0,247.0,793.0,280.0
615.0,1661.0,354.0,352.0,225.0,852.0,260.0
616.0,1632.0,347.0,355.0,198.0,725.0,288.0
708.0,1695.0,355.0,388.0,210.0,815.0,280.0
780.0,1762.0,380.0,366.0,265.0,1009.0,302.0
650.0,1593.0,334.0,372.0,201.0,894.0,308.0
679.0,1707.0,345.0,393.0,265.0,888.0,290.0
618.0,1620.0,341.0,362.0,257.0,854.0,275.0
650.0,1632.0,350.0,359.0,217.0,908.0,317.0
610.0,1650.0,335.0,358.0,236.0,851.0,275.0
518.0,1670.0,313.0,375.0,226.0,658.0,258.0
562.0,1570.0,327.0,395.0,244.0,832.0,257.0
561.0,1701.0,308.0,369.0,218.0,713.0,280.0
710.0,1593.0,371.0,381.0,216.0,847.0,292.0
694.0,1682.0,373.0,388.0,236.0,832.0,294.0
689.0,1725.0,366.0,368.0,234.0,872.0,302.0
693.0,1611.0,374.0,371.0,197.0,853.0,318.0
748.0,1631.0,354.0,347.0,250.0,972.0,295.0
520.0,1667.0,308.0,367.0,233.0,685.0,243.0
752.0,1730.0,380.0,385.0,250.0,973.0,310.0
651.0,1683.0,378.0,344.0,226.0,795.0,285.0
644.0,1692.0,360.0,398.0,224.0,756.0,290.0
835.0,1676.0,386.0,384.0,230.0,959.0,319.0
590.0,1562.0,362.0,362.0,192.0,697.0,290.0
691.0,1551.0,350.0,398.0,252.0,965.0,305.0
562.0,1623.0,368.0,330.0,196.0,691.0,268.0
635.0,1630.0,351.0,368.0,215.0,780.0,285.0
569.0,1550.0,367.0,331.0,222.0,826.0,272.0
625.0,1546.0,371.0,338.0,216.0,858.0,303.0
692.0,1586.0,346.0,377.0,229.0,890.0,319.0
566.0,1688.0,327.0,387.0,206.0,749.0,252.0
543.0,1563.0,346.0,385.0,211.0,782.0,260.0
631.0,1601.0,374.0,347.0,226.0,838.0,285.0
595.0,1636.0,343.0,357.0,205.0,805.0,273.0
610.0,1706.0,358.0,364.0,203.0,758.0,278.0
869.0,1688.0,379.0,377.0,270.0,1056.0,335.0
695.0,1602.0,380.0,382.0,244.0,891.0,285.0
603.0,1664.0,342.0,348.0,224.0,819.0,282.0
568.0,1602.0,334.0,356.0,177.0,740.0,291.0
791.0,1656.0,390.0,366.0,233.0,940.0,328.0
591.0,1646.0,351.0,383.0,219.0,778.0,245.0
557.0,1594.0,346.0,350.0,211.0,793.0,264.0
523.0,1503.0,333.0,333.0,217.0,759.0,257.0
726.0,1695.0,404.0,367.0,183.0,833.0,303.0
686.0,1570.0,356.0,352.0,222.0,896.0,307.0
573.0,1555.0,353.0,347.0,243.0,777.0,266.0
551.0,1515.0,348.0,366.0,234.0,745.0,308.0
611.0,1631.0,344.0,382.0,204.0,811.0,285.0
728.0,1722.0,337.0,395.0,263.0,937.0,304.0
556.0,1588.0,336.0,340.0,192.0,765.0,273.0
766.0,1600.0,373.0,376.0,206.0,880.0,330.0
644.0,1648.0,346.0,383.0,230.0,778.0,297.0
596.0,1654.0,342.0,357.0,237.0,778.0,280.0
551.0,1692.0,336.0,377.0,211.0,672.0,263.0
625.0,1642.0,363.0,349.0,216.0,882.0,295.0
586.0,1601.0,326.0,388.0,183.0,778.0,275.0
610.0,1601.0,345.0,353.0,237.0,803.0,298.0
734.0,1611.0,339.0,381.0,262.0,1054.0,309.0
637.0,1667.0,360.0,376.0,180.0,724.0,290.0
566.0,1696.0,339.0,370.0,251.0,724.0,260.0
713.0,1723.0,383.0,372.0,261.0,808.0,288.0
700.0,1655.0,366.0,396.0,198.0,902.0,296.0
627.0,1667.0,372.0,383.0,186.0,772.0,271.0
732.0,1746.0,355.0,371.0,213.0,782.0,283.0
659.0,1605.0,383.0,361.0,240.0,832.0,315.0
564.0,1631.0,329.0,373.0,222.0,772.0,270.0
702.0,1659.0,357.0,352.0,216.0,883.0,299.0
583.0,1592.0,363.0,355.0,200.0,739.0,283.0
661.0,1690.0,381.0,390.0,230.0,856.0,283.0
623.0,1599.0,341.0,385.0,236.0,854.0,288.0
460.0,1602.0,285.0,350.0,200.0,717.0,232.0
664.0,1702.0,383.0,362.0,204.0,764.0,297.0
650.0,1592.0,364.0,362.0,192.0,828.0,305.0
607.0,1740.0,372.0,358.0,248.0,721.0,256.0
665.0,1692.0,367.0,365.0,260.0,828.0,284.0
697.0,1713.0,411.0,369.0,230.0,764.0,280.0
661.0,1617.0,378.0,372.0,220.0,820.0,291.0
776.0,1620.0,389.0,375.0,238.0,1004.0,330.0
538.0,1577.0,340.0,366.0,264.0,729.0,270.0
567.0,1616.0,354.0,364.0,244.0,703.0,262.0
720.0,1673.0,381.0,388.0,223.0,904.0,294.0
545.0,1749.0,326.0,398.0,246.0,668.0,253.0
674.0,1701.0,364.0,382.0,211.0,773.0,292.0
561.0,1590.0,348.0,357.0,214.0,765.0,276.0
584.0,1667.0,332.0,380.0,238.0,722.0,270.0
623.0,1573.0,343.0,363.0,218.0,874.0,305.0
550.0,1547.0,351.0,348.0,236.0,801.0,290.0
580.0,1632.0,352.0,366.0,202.0,784.0,270.0
705.0,1734.0,392.0,378.0,230.0,840.0,278.0
635.0,1686.0,361.0,355.0,225.0,785.0,290.0
597.0,1656.0,340.0,363.0,236.0,781.0,262.0
609.0,1666.0,342.0,345.0,233.0,790.0,257.0
615.0,1685.0,344.0,360.0,216.0,802.0,275.0
626.0,1744.0,353.0,382.0,244.0,824.0,264.0
547.0,1588.0,335.0,353.0,229.0,692.0,273.0
745.0,1602.0,390.0,372.0,220.0,883.0,318.0
851.0,1764.0,400.0,381.0,222.0,875.0,330.0
655.0,1713.0,393.0,387.0,228.0,769.0,278.0
650.0,1654.0,367.0,375.0,215.0,755.0,282.0
528.0,1608.0,327.0,344.0,192.0,683.0,268.0
610.0,1662.0,323.0,377.0,239.0,857.0,263.0
623.0,1678.0,365.0,373.0,221.0,719.0,278.0
734.0,1741.0,369.0,372.0,235.0,815.0,281.0
661.0,1721.0,360.0,387.0,235.0,719.0,293.0
632.0,1655.0,353.0,349.0,259.0,847.0,285.0
541.0,1643.0,327.0,361.0,230.0,704.0,246.0
506.0,1528.0,323.0,345.0,231.0,734.0,262.0
643.0,1610.0,330.0,369.0,199.0,850.0,294.0
623.0,1591.0,370.0,337.0,219.0,780.0,274.0
808.0,1674.0,396.0,390.0,241.0,986.0,343.0
601.0,1564.0,347.0,372.0,219.0,770.0,284.0
625.0,1762.0,320.0,366.0,210.0,823.0,250.0
671.0,1702.0,371.0,389.0,207.0,718.0,292.0
778.0,1759.0,375.0,380.0,240.0,873.0,295.0
689.0,1587.0,372.0,372.0,250.0,907.0,325.0
563.0,1517.0,364.0,375.0,230.0,734.0,268.0
432.0,1533.0,305.0,342.0,193.0,656.0,236.0
804.0,1687.0,397.0,375.0,240.0,888.0,333.0
686.0,1736.0,361.0,412.0,214.0,764.0,300.0
556.0,1590.0,363.0,360.0,225.0,748.0,262.0
657.0,1608.0,351.0,368.0,209.0,849.0,280.0
831.0,1685.0,380.0,396.0,254.0,965.0,315.0
607.0,1575.0,355.0,351.0,199.0,758.0,291.0
530.0,1615.0,330.0,345.0,225.0,775.0,270.0
741.0,1546.0,415.0,363.0,248.0,912.0,327.0
571.0,1539.0,323.0,377.0,236.0,844.0,276.0
634.0,1685.0,360.0,378.0,221.0,788.0,293.0
588.0,1572.0,335.0,382.0,214.0,845.0,265.0
630.0,1576.0,348.0,360.0,232.0,826.0,305.0
687.0,1662.0,372.0,382.0,251.0,820.0,290.0
557.0,1487.0,341.0,316.0,243.0,874.0,276.0
675.0,1694.0,347.0,362.0,214.0,776.0,311.0
598.0,1610.0,348.0,361.0,244.0,724.0,275.0
593.0,1701.0,347.0,385.0,244.0,743.0,268.0
622.0,1653.0,360.0,397.0,205.0,676.0,276.0
740.0,1605.0,331.0,359.0,241.0,953.0,294.0
500.0,1530.0,310.0,354.0,213.0,750.0,272.0
535.0,1601.0,343.0,361.0,243.0,745.0,263.0
687.0,1617.0,366.0,361.0,201.0,797.0,315.0
605.0,1635.0,327.0,366.0,210.0,753.0,291.0
516.0,1579.0,340.0,333.0,219.0,704.0,252.0
689.0,1627.0,359.0,362.0,240.0,931.0,298.0
642.0,1585.0,362.0,358.0,235.0,866.0,312.0
554.0,1565.0,333.0,365.0,231.0,755.0,275.0
514.0,1567.0,341.0,358.0,197.0,690.0,269.0
571.0,1683.0,333.0,360.0,263.0,736.0,280.0
515.0,1572.0,332.0,349.0,226.0,691.0,250.0
805.0,1743.0,396.0,394.0,282.0,865.0,305.0
674.0,1674.0,368.0,381.0,217.0,732.0,315.0
584.0,1627.0,325.0,369.0,237.0,717.0,282.0
514.0,1605.0,332.0,366.0,204.0,640.0,281.0
670.0,1658.0,358.0,378.0,223.0,820.0,290.0
691.0,1703.0,369.0,372.0,268.0,823.0,325.0
621.0,1640.0,334.0,383.0,222.0,818.0,277.0
493.0,1592.0,324.0,357.0,228.0,702.0,252.0
474.0,1512.0,316.0,341.0,193.0,705.0,252.0
538.0,1495.0,354.0,348.0,208.0,762.0,263.0
720.0,1678.0,371.0,390.0,206.0,900.0,300.0
749.0,1708.0,371.0,381.0,228.0,970.0,322.0
572.0,1595.0,340.0,367.0,200.0,768.0,275.0
623.0,1677.0,337.0,393.0,232.0,789.0,295.0
542.0,1559.0,334.0,338.0,213.0,770.0,264.0
567.0,1572.0,349.0,346.0,225.0,699.0,283.0
553.0,1627.0,324.0,357.0,215.0,753.0,261.0
623.0,1770.0,354.0,379.0,225.0,740.0,267.0
676.0,1645.0,371.0,362.0,232.0,858.0,294.0
623.0,1703.0,333.0,371.0,208.0,770.0,263.0
496.0,1578.0,343.0,378.0,208.0,719.0,263.0
604.0,1514.0,359.0,338.0,246.0,912.0,279.0
747.0,1677.0,315.0,389.0,272.0,995.0,290.0
554.0,1603.0,352.0,354.0,231.0,742.0,258.0
524.0,1636.0,347.0,346.0,232.0,682.0,250.0
664.0,1644.0,369.0,364.0,215.0,791.0,280.0
588.0,1680.0,329.0,356.0,246.0,815.0,265.0
628.0,1620.0,356.0,361.0,216.0,823.0,269.0
598.0,1579.0,360.0,362.0,231.0,762.0,265.0
731.0,1734.0,405.0,370.0,225.0,807.0,287.0
554.0,1545.0,361.0,346.0,201.0,737.0,271.0
608.0,1665.0,334.0,332.0,180.0,721.0,280.0
644.0,1567.0,365.0,357.0,249.0,881.0,295.0
609.0,1612.0,354.0,370.0,195.0,739.0,300.0
543.0,1513.0,332.0,362.0,231.0,839.0,260.0
700.0,1657.0,375.0,377.0,228.0,786.0,295.0
563.0,1578.0,322.0,364.0,225.0,749.0,268.0
546.0,1657.0,340.0,366.0,180.0,663.0,247.0
574.0,1492.0,348.0,361.0,202.0,805.0,275.0
957.0,1711.0,456.0,397.0,214.0,1034.0,337.0
537.0,1565.0,343.0,350.0,196.0,802.0,255.0
544.0,1525.0,340.0,349.0,164.0,736.0,298.0
671.0,1738.0,366.0,369.0,202.0,804.0,285.0
712.0,1718.0,353.0,384.0,240.0,980.0,288.0
596.0,1602.0,372.0,354.0,219.0,715.0,276.0
647.0,1667.0,357.0,357.0,223.0,813.0,270.0
580.0,1560.0,369.0,341.0,206.0,762.0,259.0
653.0,1598.0,378.0,354.0,209.0,810.0,295.0
594.0,1684.0,356.0,365.0,206.0,677.0,252.0
534.0,1557.0,336.0,331.0,212.0,649.0,289.0
583.0,1656.0,355.0,389.0,198.0,735.0,272.0
487.0,1521.0,342.0,364.0,175.0,663.0,254.0
548.0,1507.0,298.0,364.0,195.0,852.0,290.0
465.0,1473.0,311.0,322.0,203.0,724.0,247.0
