weight,stature,calf_circumference,biacromial_breadth,bicristal_breadth,waist_circumference,biceps_circumference_flexed
611.0,1651.0,358.0,381.0,214.0,754.0,267.0
775.0,1685.0,398.0,370.0,202.0,878.0,312.0
569.0,1586.0,341.0,348.0,212.0,766.0,283.0
615.0,1625.0,354.0,381.0,230.0,773.0,284.0
737.0,1763.0,324.0,385.0,236.0,965.0,302.0
656.0,1574.0,337.0,342.0,212.0,985.0,302.0
646.0,1655.0,369.0,388.0,243.0,748.0,272.0
563.0,1585.0,328.0,366.0,168.0,760.0,275.0
663.0,1674.0,358.0,353.0,203.0,861.0,318.0
708.0,1703.0,359.0,395.0,247.0,854.0,295.0
644.0,1656.0,386.0,385.0,207.0,725.0,288.0
539.0,1557.0,350.0,345.0,188.0,684.0,290.0
550.0,1568.0,355.0,365.0,237.0,758.0,275.0
567.0,1592.0,355.0,371.0,210.0,678.0,286.0
539.0,1577.0,352.0,364.0,214.0,706.0,282.0
520.0,1548.0,344.0,343.0,190.0,670.0,257.0
659.0,1751.0,360.0,374.0,222.0,743.0,278.0
712.0,1628.0,401.0,376.0,234.0,832.0,315.0
619.0,1496.0,358.0,332.0,245.0,889.0,301.0
516.0,1595.0,344.0,354.0,223.0,702.0,273.0
637.0,1606.0,357.0,363.0,244.0,813.0,293.0
583.0,1720.0,334.0,365.0,221.0,692.0,255.0
705.0,1696.0,370.0,384.0,222.0,782.0,287.0
634.0,1662.0,358.0,373.0,222.0,793.0,258.0
691.0,1777.0,374.0,385.0,241.0,850.0,290.0
466.0,1520.0,310.0,332.0,178.0,655.0,261.0
591.0,1570.0,331.0,358.0,213.0,857.0,285.0
649.0,1655.0,353.0,372.0,206.0,761.0,307.0
569.0,1610.0,328.0,360.0,201.0,799.0,262.0
548.0,1579.0,347.0,358.0,218.0,694.0,262.0
616.0,1633.0,357.0,378.0,232.0,786.0,287.0
543.0,1605.0,323.0,345.0,196.0,719.0,270.0
543.0,1677.0,314.0,367.0,227.0,785.0,255.0
496.0,1628.0,303.0,325.0,222.0,672.0,252.0
659.0,1564.0,363.0,367.0,243.0,855.0,330.0
466.0,1606.0,310.0,356.0,212.0,672.0,260.0
530.0,1537.0,323.0,317.0,219.0,759.0,259.0
605.0,1593.0,375.0,392.0,232.0,799.0,280.0
710.0,1646.0,349.0,382.0,214.0,858.0,307.0
625.0,1601.0,358.0,351.0,176.0,779.0,281.0
560.0,1603.0,351.0,351.0,213.0,762.0,268.0
605.0,1710.0,345.0,374.0,246.0,719.0,260.0
634.0,1670.0,351.0,393.0,202.0,698.0,273.0
619.0,1628.0,343.0,366.0,192.0,797.0,288.0
616.0,1671.0,327.0,364.0,212.0,805.0,258.0
656.0,1606.0,387.0,363.0,200.0,800.0,312.0
651.0,1578.0,386.0,366.0,220.0,779.0,280.0
485.0,1553.0,337.0,371.0,205.0,690.0,246.0
641.0,1640.0,362.0,365.0,233.0,771.0,268.0
656.0,1653.0,364.0,389.0,226.0,863.0,291.0
589.0,1596.0,350.0,362.0,229.0,765.0,270.0
735.0,1691.0,372.0,384.0,205.0,858.0,323.0
811.0,1654.0,395.0,360.0,253.0,1018.0,336.0
536.0,1583.0,358.0,362.0,212.0,647.0,271.0
634.0,1708.0,368.0,363.0,246.0,728.0,286.0
620.0,1629.0,338.0,346.0,230.0,857.0,276.0
638.0,1650.0,344.0,359.0,205.0,797.0,271.0
574.0,1573.0,348.0,352.0,203.0,757.0,266.0
586.0,1583.0,353.0,350.0,210.0,835.0,268.0
690.0,1642.0,375.0,387.0,243.0,824.0,285.0
585.0,1764.0,319.0,368.0,196.0,718.0,260.0
430.0,1530.0,323.0,360.0,236.0,670.0,236.0
550.0,1557.0,357.0,354.0,200.0,702.0,278.0
474.0,1483.0,331.0,340.0,206.0,718.0,255.0
642.0,1682.0,338.0,381.0,242.0,867.0,279.0
422.0,1576.0,303.0,333.0,191.0,626.0,240.0
605.0,1646.0,336.0,363.0,198.0,742.0,273.0
725.0,1772.0,389.0,394.0,232.0,735.0,294.0
647.0,1756.0,352.0,391.0,228.0,794.0,263.0
706.0,1638.0,384.0,393.0,223.0,905.0,304.0
635.0,1595.0,360.0,356.0,194.0,776.0,301.0
638.0,1602.0,360.0,374.0,195.0,763.0,295.0
830.0,1752.0,400.0,373.0,234.0,935.0,332.0
818.0,1671.0,403.0,363.0,216.0,854.0,330.0
636.0,1687.0,349.0,377.0,226.0,777.0,282.0
541.0,1550.0,349.0,363.0,222.0,784.0,260.0
615.0,1697.0,339.0,375.0,210.0,714.0,275.0
632.0,1731.0,355.0,384.0,200.0,731.0,255.0
593.0,1582.0,366.0,391.0,233.0,744.0,276.0
621.0,1657.0,341.0,371.0,228.0,762.0,275.0
579.0,1580.0,353.0,347.0,198.0,771.0,285.0
576.0,1576.0,309.0,372.0,208.0,838.0,260.0
711.0,1713.0,387.0,380.0,192.0,792.0,275.0
594.0,1768.0,299.0,367.0,242.0,804.0,257.0
680.0,1637.0,388.0,385.0,238.0,827.0,305.0
590.0,1708.0,351.0,374.0,238.0,694.0,270.0
597.0,1652.0,359.0,346.0,209.0,728.0,275.0
617.0,1712.0,339.0,395.0,200.0,708.0,268.0
573.0,1567.0,344.0,335.0,225.0,771.0,279.0
658.0,1706.0,373.0,376.0,248.0,780.0,265.0
615.0,1592.0,343.0,373.0,222.0,883.0,274.0
765.0,1763.0,368.0,379.0,241.0,899.0,302.0
620.0,1621.0,344.0,339.0,223.0,773.0,287.0
734.0,1707.0,364.0,383.0,251.0,790.0,304.0
686.0,1689.0,360.0,380.0,217.0,847.0,287.0
603.0,1606.0,361.0,370.0,230.0,749.0,292.0
845.0,1696.0,418.0,376.0,283.0,951.0,345.0
508.0,1598.0,334.0,375.0,211.0,672.0,241.0
733.0,1731.0,371.0,379.0,240.0,874.0,305.0
591.0,1707.0,315.0,374.0,208.0,732.0,269.0
756.0,1667.0,370.0,363.0,252.0,916.0,318.0
568.0,1485.0,347.0,348.0,236.0,833.0,292.0
636.0,1596.0,360.0,357.0,249.0,844.0,295.0
654.0,1626.0,345.0,382.0,222.0,800.0,292.0
696.0,1641.0,350.0,357.0,232.0,896.0,300.0
579.0,1510.0,362.0,312.0,212.0,795.0,284.0
767.0,1748.0,357.0,380.0,213.0,956.0,295.0
511.0,1546.0,333.0,374.0,212.0,752.0,254.0
603.0,1611.0,346.0,355.0,236.0,803.0,277.0
600.0,1642.0,348.0,389.0,203.0,766.0,269.0
694.0,1673.0,363.0,387.0,211.0,917.0,283.0
414.0,1549.0,288.0,349.0,225.0,645.0,229.0
707.0,1707.0,380.0,378.0,224.0,709.0,301.0
470.0,1574.0,317.0,367.0,198.0,687.0,255.0
633.0,1556.0,390.0,338.0,224.0,794.0,285.0
541.0,1489.0,327.0,361.0,184.0,820.0,283.0
558.0,1606.0,351.0,352.0,223.0,735.0,280.0
481.0,1483.0,325.0,342.0,220.0,696.0,260.0
638.0,1585.0,354.0,351.0,217.0,800.0,308.0
720.0,1610.0,373.0,369.0,241.0,950.0,310.0
686.0,1737.0,357.0,371.0,235.0,781.0,293.0
653.0,1564.0,388.0,363.0,206.0,774.0,295.0
627.0,1495.0,371.0,376.0,226.0,876.0,300.0
720.0,1570.0,371.0,358.0,247.0,1022.0,313.0
566.0,1756.0,317.0,381.0,234.0,724.0,263.0
755.0,1782.0,374.0,375.0,236.0,845.0,302.0
426.0,1498.0,316.0,336.0,187.0,680.0,247.0
655.0,1682.0,355.0,351.0,218.0,731.0,268.0
579.0,1664.0,350.0,388.0,180.0,713.0,271.0
617.0,1596.0,358.0,359.0,187.0,714.0,295.0
570.0,1576.0,344.0,369.0,192.0,690.0,270.0
683.0,1581.0,374.0,350.0,219.0,862.0,285.0
553.0,1613.0,321.0,360.0,248.0,781.0,272.0
604.0,1632.0,348.0,378.0,215.0,790.0,276.0
629.0,1703.0,376.0,383.0,249.0,754.0,283.0
638.0,1613.0,359.0,376.0,208.0,853.0,296.0
689.0,1599.0,382.0,368.0,229.0,823.0,318.0
648.0,1588.0,379.0,378.0,212.0,787.0,302.0
664.0,1623.0,373.0,348.0,242.0,752.0,295.0
563.0,1600.0,339.0,358.0,203.0,778.0,277.0
616.0,1600.0,350.0,344.0,197.0,714.0,291.0
681.0,1635.0,335.0,364.0,236.0,928.0,315.0
650.0,1787.0,368.0,386.0,234.0,727.0,265.0
659.0,1610.0,371.0,350.0,202.0,800.0,301.0
589.0,1534.0,342.0,370.0,202.0,825.0,307.0
707.0,1793.0,337.0,383.0,234.0,862.0,285.0
499.0,1515.0,355.0,342.0,192.0,707.0,262.0
738.0,1640.0,356.0,375.0,231.0,925.0,304.0
654.0,1630.0,343.0,369.0,228.0,815.0,311.0
541.0,1522.0,333.0,354.0,238.0,814.0,270.0
580.0,1575.0,342.0,366.0,225.0,793.0,280.0
514.0,1613.0,325.0,368.0,210.0,678.0,256.0
584.0,1543.0,345.0,358.0,214.0,825.0,282.0
515.0,1617.0,331.0,349.0,232.0,709.0,257.0
654.0,1623.0,329.0,370.0,223.0,884.0,285.0
617.0,1607.0,362.0,358.0,253.0,803.0,280.0
526.0,1537.0,326.0,362.0,203.0,705.0,245.0
445.0,1545.0,333.0,341.0,221.0,657.0,251.0
664.0,1743.0,361.0,371.0,251.0,824.0,275.0
559.0,1612.0,344.0,375.0,209.0,698.0,294.0
708.0,1706.0,376.0,363.0,240.0,846.0,297.0
565.0,1635.0,335.0,361.0,190.0,772.0,260.0
494.0,1563.0,350.0,371.0,192.0,650.0,235.0
544.0,1569.0,345.0,352.0,202.0,758.0,273.0
513.0,1552.0,313.0,321.0,189.0,763.0,258.0
523.0,1598.0,326.0,367.0,217.0,665.0,270.0
500.0,1528.0,319.0,349.0,203.0,701.0,262.0
827.0,1654.0,391.0,393.0,248.0,970.0,324.0
683.0,1645.0,376.0,382.0,198.0,790.0,302.0
565.0,1578.0,313.0,380.0,231.0,787.0,274.0
570.0,1658.0,331.0,365.0,208.0,745.0,262.0
726.0,1538.0,382.0,378.0,211.0,1016.0,285.0
532.0,1564.0,332.0,353.0,227.0,725.0,282.0
709.0,1624.0,373.0,370.0,212.0,817.0,317.0
748.0,1740.0,391.0,383.0,217.0,824.0,312.0
608.0,1575.0,334.0,345.0,251.0,857.0,263.0
536.0,1610.0,328.0,370.0,186.0,715.0,250.0
660.0,1642.0,363.0,376.0,195.0,831.0,292.0
728.0,1705.0,388.0,377.0,197.0,811.0,280.0
524.0,1561.0,324.0,333.0,201.0,743.0,248.0
585.0,1627.0,332.0,374.0,206.0,739.0,278.0
558.0,1682.0,335.0,345.0,211.0,698.0,260.0
775.0,1770.0,381.0,390.0,211.0,843.0,292.0
649.0,1685.0,352.0,378.0,223.0,728.0,280.0
687.0,1670.0,373.0,357.0,215.0,796.0,271.0
609.0,1560.0,371.0,366.0,212.0,896.0,299.0
624.0,1603.0,340.0,372.0,211.0,826.0,292.0
607.0,1612.0,359.0,360.0,217.0,815.0,275.0
671.0,1603.0,390.0,367.0,233.0,819.0,300.0
749.0,1672.0,369.0,366.0,221.0,862.0,308.0
660.0,1673.0,369.0,382.0,211.0,751.0,320.0
615.0,1746.0,358.0,388.0,223.0,698.0,262.0
603.0,1570.0,342.0,379.0,206.0,841.0,299.0
679.0,1668.0,352.0,373.0,246.0,975.0,295.0
515.0,1672.0,311.0,338.0,237.0,717.0,250.0
601.0,1623.0,368.0,378.0,209.0,721.0,265.0
464.0,1573.0,314.0,352.0,239.0,755.0,230.0
663.0,1580.0,363.0,369.0,206.0,835.0,302.0
568.0,1656.0,380.0,349.0,232.0,735.0,251.0
524.0,1606.0,312.0,355.0,211.0,731.0,250.0
726.0,1637.0,351.0,392.0,217.0,928.0,305.0
560.0,1566.0,343.0,360.0,199.0,789.0,283.0
667.0,1685.0,374.0,385.0,211.0,718.0,302.0
536.0,1492.0,338.0,338.0,226.0,789.0,279.0
545.0,1660.0,318.0,363.0,215.0,782.0,263.0
779.0,1633.0,364.0,377.0,259.0,1035.0,332.0
635.0,1593.0,360.0,375.0,239.0,793.0,303.0
562.0,1538.0,335.0,340.0,208.0,806.0,277.0
784.0,1706.0,355.0,368.0,221.0,945.0,320.0
513.0,1655.0,324.0,359.0,193.0,713.0,250.0
629.0,1733.0,367.0,385.0,242.0,730.0,262.0
605.0,1629.0,362.0,350.0,222.0,731.0,275.0
678.0,1628.0,350.0,385.0,244.0,930.0,305.0
573.0,1787.0,313.0,390.0,260.0,765.0,247.0
589.0,1628.0,355.0,353.0,219.0,792.0,270.0
549.0,1654.0,315.0,349.0,234.0,745.0,258.0
693.0,1712.0,338.0,377.0,256.0,898.0,280.0
596.0,1695.0,344.0,374.0,222.0,702.0,263.0
499.0,1605.0,345.0,355.0,222.0,678.0,250.0
683.0,1590.0,390.0,377.0,253.0,931.0,319.0
620.0,1692.0,359.0,385.0,226.0,722.0,268.0
551.0,1610.0,334.0,380.0,217.0,713.0,254.0
550.0,1674.0,301.0,363.0,212.0,757.0,272.0
534.0,1559.0,340.0,344.0,201.0,659.0,255.0
641.0,1713.0,376.0,359.0,248.0,806.0,295.0
643.0,1641.0,353.0,378.0,225.0,829.0,295.0
496.0,1623.0,307.0,374.0,200.0,671.0,255.0
628.0,1636.0,354.0,356.0,224.0,808.0,310.0
683.0,1628.0,342.0,370.0,241.0,934.0,304.0
639.0,1553.0,356.0,381.0,205.0,792.0,318.0
437.0,1563.0,302.0,354.0,196.0,640.0,234.0
667.0,1658.0,370.0,370.0,247.0,921.0,274.0
577.0,1560.0,354.0,387.0,196.0,765.0,270.0
556.0,1738.0,328.0,374.0,189.0,711.0,255.0
591.0,1590.0,377.0,379.0,174.0,658.0,284.0
659.0,1600.0,329.0,383.0,201.0,893.0,323.0
812.0,1683.0,383.0,384.0,232.0,1000.0,334.0
618.0,1625.0,348.0,379.0,201.0,766.0,290.0
630.0,1623.0,349.0,372.0,223.0,833.0,278.0
700.0,1580.0,359.0,361.0,239.0,910.0,328.0
667.0,1726.0,373.0,380.0,256.0,783.0,266.0
568.0,1593.0,351.0,349.0,203.0,737.0,287.0
654.0,1578.0,363.0,371.0,200.0,920.0,283.0
686.0,1717.0,364.0,386.0,208.0,834.0,280.0
643.0,1618.0,362.0,393.0,204.0,826.0,283.0
616.0,1676.0,333.0,384.0,188.0,770.0,273.0
638.0,1596.0,344.0,366.0,214.0,870.0,296.0
664.0,1684.0,355.0,367.0,230.0,748.0,310.0
607.0,1511.0,347.0,354.0,203.0,961.0,284.0
525.0,1605.0,305.0,356.0,211.0,736.0,257.0
687.0,1578.0,374.0,384.0,202.0,785.0,295.0
785.0,1719.0,384.0,390.0,219.0,920.0,321.0
551.0,1660.0,332.0,342.0,241.0,674.0,265.0
674.0,1624.0,395.0,386.0,210.0,740.0,280.0
668.0,1586.0,370.0,387.0,217.0,839.0,294.0
569.0,1572.0,361.0,345.0,200.0,700.0,290.0
568.0,1683.0,344.0,384.0,229.0,695.0,265.0
794.0,1763.0,377.0,405.0,248.0,887.0,312.0
623.0,1575.0,342.0,386.0,242.0,863.0,303.0
650.0,1713.0,360.0,373.0,223.0,788.0,271.0
614.0,1602.0,364.0,367.0,237.0,822.0,300.0
637.0,1772.0,362.0,380.0,248.0,839.0,255.0
639.0,1616.0,341.0,390.0,218.0,836.0,290.0
507.0,1510.0,343.0,377.0,219.0,724.0,278.0
575.0,1671.0,333.0,370.0,184.0,717.0,264.0
559.0,1570.0,348.0,366.0,228.0,811.0,255.0
769.0,1667.0,355.0,368.0,246.0,1051.0,293.0
737.0,1674.0,383.0,370.0,183.0,852.0,303.0
503.0,1494.0,334.0,344.0,210.0,733.0,270.0
770.0,1695.0,375.0,372.0,260.0,863.0,309.0
563.0,1552.0,347.0,368.0,207.0,738.0,285.0
662.0,1699.0,362.0,405.0,228.0,840.0,270.0
616.0,1562.0,351.0,342.0,213.0,910.0,289.0
637.0,1749.0,331.0,377.0,248.0,838.0,245.0
522.0,1664.0,298.0,356.0,217.0,713.0,245.0
542.0,1585.0,326.0,353.0,226.0,793.0,270.0
516.0,1558.0,349.0,360.0,200.0,709.0,271.0
694.0,1674.0,394.0,382.0,222.0,774.0,295.0
581.0,1549.0,358.0,345.0,213.0,743.0,285.0
598.0,1670.0,336.0,362.0,211.0,717.0,259.0
739.0,1609.0,385.0,367.0,237.0,885.0,329.0
745.0,1683.0,411.0,363.0,252.0,819.0,283.0
685.0,1655.0,359.0,395.0,285.0,842.0,293.0
615.0,1599.0,350.0,373.0,232.0,819.0,286.0
617.0,1621.0,367.0,401.0,214.0,774.0,284.0
737.0,1701.0,402.0,368.0,229.0,855.0,309.0
562.0,1590.0,342.0,350.0,211.0,763.0,264.0
601.0,1638.0,361.0,370.0,244.0,760.0,275.0
585.0,1596.0,353.0,366.0,247.0,826.0,280.0
590.0,1643.0,355.0,367.0,195.0,757.0,262.0
681.0,1678.0,360.0,379.0,230.0,883.0,315.0
586.0,1593.0,373.0,350.0,182.0,710.0,271.0
627.0,1677.0,361.0,360.0,232.0,780.0,268.0
584.0,1545.0,330.0,379.0,226.0,850.0,287.0
608.0,1582.0,349.0,372.0,190.0,717.0,298.0
594.0,1525.0,352.0,355.0,220.0,811.0,290.0
609.0,1672.0,339.0,378.0,214.0,754.0,275.0
557.0,1590.0,371.0,369.0,214.0,722.0,248.0
606.0,1620.0,345.0,360.0,226.0,798.0,275.0
515.0,1711.0,309.0,369.0,233.0,735.0,237.0
703.0,1712.0,385.0,404.0,215.0,762.0,286.0
602.0,1592.0,362.0,385.0,205.0,801.0,264.0
658.0,1734.0,359.0,387.0,260.0,844.0,272.0
558.0,1681.0,342.0,383.0,227.0,671.0,265.0
648.0,1660.0,367.0,382.0,242.0,814.0,293.0
731.0,1730.0,362.0,408.0,240.0,935.0,301.0
608.0,1593.0,378.0,370.0,202.0,743.0,262.0
592.0,1652.0,346.0,371.0,212.0,755.0,276.0
544.0,1585.0,314.0,381.0,231.0,745.0,268.0
447.0,1575.0,318.0,339.0,187.0,610.0,246.0
576.0,1653.0,332.0,368.0,190.0,762.0,269.0
541.0,1624.0,354.0,338.0,242.0,694.0,275.0
766.0,1689.0,399.0,398.0,230.0,1001.0,347.0
455.0,1475.0,314.0,342.0,216.0,768.0,260.0
652.0,1598.0,349.0,367.0,203.0,817.0,308.0
605.0,1636.0,343.0,379.0,200.0,803.0,290.0
630.0,1555.0,378.0,357.0,250.0,896.0,284.0
713.0,1595.0,376.0,371.0,254.0,904.0,308.0
541.0,1648.0,339.0,358.0,195.0,751.0,265.0
492.0,1648.0,315.0,385.0,218.0,691.0,250.0
576.0,1646.0,368.0,369.0,253.0,709.0,283.0
565.0,1554.0,370.0,377.0,185.0,754.0,288.0
581.0,1676.0,366.0,352.0,216.0,713.0,271.0
585.0,1682.0,358.0,378.0,223.0,703.0,270.0
636.0,1692.0,361.0,382.0,225.0,854.0,261.0
622.0,1618.0,350.0,380.0,223.0,721.0,285.0
671.0,1647.0,361.0,413.0,231.0,921.0,289.0
640.0,1550.0,331.0,346.0,218.0,931.0,285.0
527.0,1464.0,364.0,345.0,202.0,710.0,273.0
699.0,1684.0,382.0,384.0,248.0,805.0,294.0
561.0,1726.0,330.0,393.0,220.0,714.0,258.0
575.0,1648.0,337.0,363.0,218.0,788.0,285.0
693.0,1734.0,365.0,406.0,233.0,801.0,285.0
704.0,1675.0,372.0,373.0,239.0,886.0,288.0
670.0,1537.0,341.0,360.0,241.0,926.0,292.0
576.0,1662.0,335.0,379.0,251.0,714.0,269.0
633.0,1619.0,347.0,377.0,204.0,836.0,291.0
622.0,1601.0,338.0,361.0,224.0,759.0,277.0
756.0,1654.0,398.0,389.0,260.0,953.0,325.0
763.0,1685.0,371.0,393.0,290.0,908.0,305.0
760.0,1767.0,370.0,415.0,210.0,857.0,286.0
621.0,1714.0,322.0,375.0,264.0,832.0,270.0
627.0,1603.0,344.0,347.0,187.0,819.0,292.0
655.0,1676.0,362.0,389.0,253.0,810.0,288.0
524.0,1565.0,319.0,349.0,214.0,771.0,250.0
522.0,1623.0,351.0,362.0,228.0,720.0,240.0
585.0,1583.0,362.0,361.0,211.0,796.0,262.0
710.0,1618.0,361.0,392.0,251.0,924.0,267.0
571.0,1686.0,354.0,362.0,246.0,711.0,250.0
568.0,1695.0,353.0,380.0,226.0,729.0,251.0
673.0,1636.0,373.0,392.0,207.0,780.0,306.0
517.0,1632.0,343.0,335.0,190.0,632.0,253.0
682.0,1662.0,377.0,393.0,195.0,829.0,301.0
671.0,1648.0,344.0,383.0,255.0,902.0,280.0
549.0,1585.0,357.0,363.0,206.0,732.0,274.0
736.0,1717.0,364.0,386.0,204.0,865.0,273.0
713.0,1653.0,401.0,388.0,227.0,848.0,327.0
703.0,1568.0,359.0,357.0,260.0,947.0,331.0
734.0,1678.0,388.0,382.0,226.0,825.0,323.0
625.0,1596.0,354.0,375.0,265.0,857.0,264.0
466.0,1526.0,329.0,327.0,192.0,627.0,236.0
492.0,1507.0,335.0,355.0,220.0,737.0,263.0
591.0,1686.0,337.0,362.0,247.0,816.0,255.0
555.0,1648.0,327.0,382.0,243.0,801.0,269.0
624.0,1633.0,342.0,367.0,225.0,810.0,275.0
657.0,1681.0,372.0,378.0,222.0,775.0,291.0
574.0,1624.0,322.0,365.0,199.0,780.0,268.0
810.0,1732.0,389.0,369.0,256.0,925.0,308.0
558.0,1692.0,341.0,381.0,250.0,807.0,266.0
531.0,1607.0,339.0,350.0,215.0,709.0,265.0
659.0,1616.0,339.0,364.0,222.0,893.0,301.0
561.0,1600.0,354.0,373.0,220.0,712.0,273.0
571.0,1622.0,342.0,362.0,228.0,739.0,242.0
574.0,1557.0,357.0,351.0,219.0,881.0,281.0
510.0,1479.0,334.0,353.0,182.0,775.0,257.0
616.0,1669.0,344.0,370.0,207.0,774.0,268.0
612.0,1622.0,366.0,357.0,222.0,760.0,285.0
599.0,1691.0,339.0,361.0,218.0,790.0,270.0
715.0,1572.0,378.0,358.0,187.0,852.0,295.0
549.0,1611.0,345.0,364.0,215.0,708.0,265.0
578.0,1548.0,357.0,352.0,210.0,735.0,283.0
675.0,1673.0,381.0,388.0,210.0,779.0,299.0
638.0,1686.0,340.0,373.0,215.0,748.0,294.0
580.0,1648.0,355.0,349.0,222.0,804.0,275.0
581.0,1590.0,353.0,371.0,170.0,715.0,274.0
508.0,1634.0,337.0,344.0,213.0,679.0,263.0
605.0,1669.0,345.0,402.0,236.0,724.0,287.0
596.0,1675.0,355.0,380.0,215.0,731.0,258.0
593.0,1607.0,332.0,368.0,203.0,754.0,271.0
648.0,1645.0,377.0,359.0,218.0,791.0,313.0
702.0,1662.0,367.0,378.0,223.0,841.0,297.0
661.0,1656.0,357.0,376.0,228.0,773.0,310.0
539.0,1620.0,324.0,349.0,213.0,702.0,267.0
714.0,1692.0,349.0,368.0,241.0,862.0,312.0
722.0,1627.0,369.0,361.0,268.0,1000.0,310.0
686.0,1682.0,375.0,387.0,215.0,814.0,297.0
571.0,1604.0,315.0,363.0,241.0,778.0,255.0
797.0,1741.0,358.0,387.0,238.0,923.0,318.0
647.0,1703.0,358.0,377.0,217.0,800.0,292.0
655.0,1572.0,373.0,378.0,240.0,820.0,295.0
579.0,1529.0,342.0,347.0,202.0,882.0,282.0
583.0,1578.0,330.0,360.0,228.0,857.0,275.0
547.0,1686.0,337.0,393.0,228.0,682.0,252.0
655.0,1678.0,356.0,386.0,216.0,653.0,273.0
610.0,1678.0,343.0,372.0,236.0,778.0,272.0
530.0,1559.0,335.0,363.0,215.0,727.0,251.0
602.0,1618.0,323.0,346.0,207.0,772.0,302.0
535.0,1639.0,331.0,364.0,200.0,744.0,263.0
631.0,1649.0,360.0,370.0,199.0,747.0,257.0
522.0,1662.0,334.0,359.0,210.0,640.0,247.0
795.0,1666.0,395.0,388.0,248.0,961.0,286.0
840.0,1698.0,402.0,398.0,215.0,974.0,342.0
712.0,1707.0,393.0,370.0,221.0,808.0,308.0
550.0,1562.0,341.0,335.0,250.0,835.0,257.0
502.0,1551.0,291.0,346.0,256.0,813.0,257.0
684.0,1652.0,384.0,368.0,224.0,832.0,283.0
723.0,1644.0,348.0,397.0,226.0,815.0,297.0
666.0,1565.0,376.0,340.0,210.0,856.0,329.0
654.0,1684.0,363.0,398.0,202.0,814.0,294.0
606.0,1591.0,362.0,378.0,194.0,733.0,273.0
599.0,1686.0,317.0,395.0,195.0,679.0,261.0
759.0,1732.0,367.0,361.0,205.0,880.0,310.0
558.0,1600.0,333.0,360.0,226.0,766.0,272.0
665.0,1605.0,338.0,401.0,229.0,860.0,302.0
604.0,1607.0,340.0,398.0,188.0,789.0,301.0
622.0,1679.0,357.0,372.0,191.0,728.0,300.0
571.0,1602.0,354.0,354.0,218.0,729.0,270.0
640.0,1658.0,379.0,361.0,221.0,712.0,290.0
551.0,1620.0,358.0,370.0,259.0,728.0,256.0
859.0,1792.0,400.0,389.0,238.0,965.0,322.0
634.0,1565.0,364.0,386.0,224.0,766.0,319.0
528.0,1606.0,322.0,354.0,223.0,716.0,263.0
686.0,1586.0,374.0,345.0,230.0,824.0,304.0
575.0,1618.0,365.0,368.0,179.0,682.0,285.0
874.0,1870.0,397.0,386.0,260.0,943.0,332.0
663.0,1624.0,359.0,368.0,214.0,825.0,282.0
798.0,1684.0,365.0,402.0,253.0,1021.0,310.0
649.0,1610.0,345.0,381.0,199.0,840.0,300.0
705.0,1569.0,391.0,357.0,250.0,1002.0,307.0
763.0,1667.0,385.0,392.0,246.0,939.0,311.0
500.0,1512.0,345.0,349.0,197.0,723.0,255.0
650.0,1569.0,355.0,375.0,224.0,921.0,323.0
608.0,1600.0,379.0,355.0,195.0,823.0,276.0
634.0,1609.0,326.0,385.0,216.0,926.0,290.0
696.0,1577.0,365.0,353.0,206.0,878.0,315.0
527.0,1612.0,353.0,350.0,208.0,732.0,260.0
546.0,1538.0,354.0,348.0,202.0,750.0,276.0
592.0,1645.0,360.0,364.0,211.0,718.0,279.0
604.0,1660.0,345.0,375.0,182.0,768.0,275.0
710.0,1589.0,385.0,367.0,202.0,895.0,300.0
644.0,1643.0,357.0,362.0,212.0,772.0,270.0
637.0,1620.0,391.0,373.0,215.0,754.0,285.0
511.0,1611.0,307.0,378.0,240.0,773.0,241.0
743.0,1736.0,382.0,386.0,249.0,817.0,295.0
634.0,1679.0,363.0,394.0,206.0,749.0,273.0
556.0,1608.0,355.0,352.0,241.0,670.0,268.0
830.0,1661.0,371.0,378.0,224.0,1012.0,360.0
750.0,1559.0,379.0,391.0,224.0,948.0,350.0
506.0,1540.0,329.0,357.0,209.0,695.0,270.0
623.0,1574.0,343.0,360.0,221.0,833.0,278.0
596.0,1595.0,362.0,358.0,209.0,730.0,275.0
548.0,1654.0,337.0,384.0,190.0,734.0,267.0
657.0,1650.0,352.0,391.0,234.0,890.0,292.0
775.0,1644.0,380.0,367.0,248.0,1020.0,330.0
632.0,1599.0,374.0,356.0,175.0,743.0,290.0
740.0,1640.0,375.0,366.0,213.0,850.0,322.0
683.0,1638.0,360.0,380.0,222.0,858.0,311.0
460.0,1586.0,299.0,375.0,233.0,726.0,244.0
611.0,1655.0,358.0,368.0,196.0,764.0,287.0
763.0,1646.0,358.0,378.0,242.0,913.0,295.0
620.0,1668.0,318.0,384.0,215.0,862.0,275.0
586.0,1632.0,339.0,355.0,204.0,792.0,292.0
589.0,1714.0,324.0,389.0,202.0,737.0,287.0
581.0,1605.0,370.0,356.0,205.0,721.0,283.0
765.0,1644.0,416.0,384.0,217.0,942.0,326.0
610.0,1582.0,341.0,358.0,255.0,876.0,296.0
590.0,1612.0,364.0,380.0,233.0,785.0,287.0
774.0,1778.0,403.0,403.0,227.0,818.0,286.0
526.0,1717.0,319.0,370.0,233.0,668.0,240.0
611.0,1565.0,344.0,354.0,244.0,838.0,286.0
