Stature,Weight,BMI,Shoulder Breadth,Armscye Circumference,"Hip Breadth, Sitting","Hip Circumference, Maximum","Waist Circumference, Pref",Chest Circumference,Thigh Circumference,Ankle Circumference,Crotch Height,Knee Height,Arm Length (Spine to Wrist),Triceps Skinfold,Subscapular Skinfold,SH/S,Waist/Hip,Chest/Waist
1582,53.51,21.38070359,424,365,389.0,960.0,686.0,872,570,205,713.0,490,731,20.3,17.0,0.528445006,0.714583333,1.271137026
1590,100.68,39.82437404,520,455,530.0,1308.0,980.0,1212,749,240,686.0,496,765,31.0,47.0,0.53836478,0.749235474,1.236734694
1583,47.17,18.82365899,389,315,364.0,911.0,580.0,805,516,215,721.0,471,695,12.0,7.0,0.534428301,0.636663008,1.387931034
1576,62.36,25.10693396,466,410,377.0,987.0,782.0,997,562,239,684.0,483,721,17.0,22.0,0.547588832,0.792299899,1.274936061
1619,75.74,28.89559245,467,403,464.0,1132.0,795.0,958,705,238,716.0,495,773,28.0,24.0,0.541074737,0.70229682,1.205031447
1584,67.12,26.75109683,470,443,414.0,1054.0,809.0,987,600,246,678.0,481,745,18.0,23.0,0.54229798,0.767552182,1.220024722
1466,51.93,24.16297374,429,331,399.0,1002.0,735.0,921,599,215,674.0,461,698,23.0,21.0,0.53478854,0.733532934,1.253061224
1721,76.42,25.80152007,481,401,423.0,1065.0,810.0,984,650,252,798.0,545,809,27.0,33.0,0.52353283,0.76056338,1.214814815
1601,54.88,21.41072823,436,385,360.0,934.0,683.0,872,556,225,732.0,505,775,16.0,14.0,0.52529669,0.731263383,1.276720351
1740,63.27,20.89774078,434,382,361.0,942.0,727.0,941,555,239,865.0,554,804,10.0,19.0,0.499425287,0.771762208,1.294360385
1611,60.09,23.15320533,436,374,384.0,988.0,720.0,911,574,229,721.0,491,754,20.0,15.0,0.540037244,0.728744939,1.265277778
1647,60.09,22.15210522,434,402,389.0,975.0,663.0,872,577,238,742.0,497,735,8.5,13.0,0.548876746,0.68,1.315233786
1645,65.53,24.21633207,466,390,375.0,952.0,843.0,1000,545,238,735.0,501,788,17.0,33.0,0.537386018,0.885504202,1.18623962
1625,51.93,19.66579882,410,334,364.0,953.0,611.0,785,549,210,772.0,504,762,24.5,25.0,0.530461538,0.641133263,1.284779051
1627,51.02,19.27371125,415,353,365.0,930.0,708.0,838,526,222,754.0,495,752,16.0,15.0,0.53472649,0.761290323,1.183615819
1645,63.72,23.54745429,441,368,421.0,1035.0,679.0,910,611,237,724.0,494,802,16.0,14.0,0.544680851,0.656038647,1.340206186
1557,65.76,27.12592642,449,389,453.0,1075.0,700.0,990,652,226,702.0,489,752,18.0,15.0,0.531791908,0.651162791,1.414285714
1669,58.73,21.08372425,424,365,381.0,969.0,661.0,885,531,243,749.0,522,771,15.0,9.0,0.540443379,0.682146543,1.338880484
1622,54.88,20.85990868,431,354,391.0,957.0,647.0,844,551,218,789.0,520,804,16.0,13.0,0.503082614,0.676071055,1.304482226
1740,78.0,25.76298058,465,390,435.0,1097.0,879.0,1064,624,246,778.0,531,795,21.0,25.0,0.538505747,0.801276208,1.210466439
1616,93.2,35.68890305,496,487,487.0,1210.0,955.0,1102,766,250,710.0,520,779,32.5,37.5,0.529084158,0.789256198,1.153926702
1671,70.07,25.09453876,469,379,433.0,1067.0,747.0,1009,629,238,762.0,527,778,22.0,22.0,0.521843208,0.700093721,1.350736278
1679,51.25,18.17994133,416,342,359.0,895.0,706.0,881,479,221,808.0,517,757,12.5,15.0,0.510422871,0.788826816,1.247875354
1634,56.46,21.1464159,405,343,376.0,958.0,681.0,834,560,238,756.0,508,785,9.0,11.0,0.524479804,0.71085595,1.224669604
1582,69.84,27.90559406,473,398,433.0,1103.0,817.0,991,659,234,729.0,500,764,23.0,28.0,0.515802781,0.740707162,1.212974296
1546,59.64,24.9527638,432,408,401.0,1019.0,716.0,900,589,226,700.0,498,733,21.0,13.0,0.525873221,0.702649657,1.25698324
1610,79.37,30.61996065,489,392,431.0,1129.0,879.0,1073,661,240,690.0,484,758,22.0,23.0,0.537888199,0.778565102,1.220705347
1528,49.21,21.07689619,385,326,365.0,931.0,616.0,839,531,225,666.0,462,702,16.0,9.0,0.55039267,0.661654135,1.362012987
1686,67.57,23.77052525,432,362,404.0,1004.0,738.0,939,603,250,771.0,536,783,23.5,18.5,0.510676157,0.735059761,1.272357724
1685,73.7,25.95778778,476,404,434.0,1097.0,780.0,946,651,244,812.0,541,835,21.5,22.5,0.508011869,0.711030082,1.212820513
1704,61.22,21.08405519,426,368,399.0,1016.0,688.0,908,548,224,760.0,497,757,17.0,14.0,0.54342723,0.677165354,1.319767442
1635,58.28,21.80138223,434,388,409.0,1003.0,719.0,892,557,230,763.0,501,744,11.5,12.0,0.520489297,0.716849452,1.240611961
1824,140.36,42.18846183,556,494,595.0,1482.0,1060.0,1230,839,275,792.0,551,865,36.0,37.0,0.530153509,0.715249663,1.160377358
1652,68.93,25.25737385,443,370,454.0,1075.0,713.0,936,623,241,735.0,509,759,23.0,19.0,0.541162228,0.663255814,1.312762973
1620,56.01,21.34202103,422,373,382.0,965.0,652.0,860,553,232,764.0,516,775,18.0,12.5,0.519753086,0.675647668,1.319018405
1631,53.29,20.03262209,400,325,400.0,982.0,601.0,864,522,230,749.0,509,758,13.5,6.0,0.536480687,0.612016293,1.437603993
1597,71.2,27.91709095,427,398,463.0,1161.0,710.0,912,699,242,732.0,503,756,25.0,15.5,0.530995617,0.611541774,1.284507042
1527,49.89,21.39613995,403,340,366.0,919.0,661.0,819,522,225,678.0,467,728,14.0,19.0,0.546168959,0.719260065,1.23903177
1645,63.49,23.46245877,434,376,376.0,997.0,743.0,922,589,230,759.0,515,747,23.0,15.0,0.527659574,0.745235707,1.240915209
1615,81.63,31.29714653,479,390,463.0,1173.0,867.0,1089,694,237,745.0,507,783,30.0,25.0,0.520123839,0.739130435,1.256055363
1668,75.74,27.22282606,446,400,452.0,1136.0,809.0,931,658,252,770.0,527,780,32.0,17.5,0.526978417,0.712147887,1.150803461
1651,63.04,23.12714685,465,402,403.0,999.0,774.0,925,583,219,762.0,521,782,21.0,22.0,0.526953362,0.774774775,1.195090439
1646,51.93,19.1671994,409,330,375.0,955.0,655.0,827,486,237,745.0,508,769,13.0,11.0,0.538274605,0.685863874,1.26259542
1572,51.25,20.73904655,406,323,376.0,939.0,702.0,841,536,230,719.0,479,722,16.0,9.0,0.534987277,0.747603834,1.198005698
1661,58.28,21.12420037,440,374,410.0,1006.0,623.0,880,594,225,756.0,503,784,20.0,12.0,0.539434076,0.619284294,1.412520064
1541,48.75,20.52907317,421,350,393.0,967.0,622.0,789,562,208,694.0,477,725,22.0,15.0,0.53990915,0.643226474,1.268488746
1575,55.56,22.39758125,431,358,379.0,974.0,739.0,922,544,221,744.0,494,723,20.0,19.0,0.519365079,0.758726899,1.247631935
1574,59.64,24.07288708,443,354,424.0,1038.0,660.0,909,626,216,706.0,490,719,23.5,25.0,0.540660737,0.63583815,1.377272727
1728,69.39,23.2385706,434,364,440.0,1078.0,704.0,924,625,250,798.0,549,782,20.0,14.0,0.508101852,0.653061224,1.3125
1658,81.41,29.61479306,470,433,457.0,1146.0,810.0,1046,686,244,747.0,517,772,33.0,22.0,0.540410133,0.706806283,1.291358025
1518,56.69,24.60157513,419,347,386.0,985.0,673.0,913,589,228,672.0,469,705,21.0,16.0,0.548089592,0.683248731,1.356612184
1619,94.1,35.90012212,500,484,491.0,1165.0,990.0,1112,708,255,690.0,497,755,39.0,35.0,0.54848672,0.849785408,1.123232323
1623,53.74,20.40143061,408,342,398.0,985.0,657.0,835,582,208,738.0,514,722,19.0,10.0,0.534812076,0.667005076,1.270928463
1669,59.86,21.4893876,426,366,388.0,959.0,666.0,880,581,248,772.0,519,762,12.5,9.0,0.533253445,0.69447341,1.321321321
1695,58.05,20.20518443,422,345,412.0,991.0,677.0,812,552,227,773.0,512,790,17.5,13.5,0.535693215,0.683148335,1.199409158
1689,61.22,21.4602129,420,346,399.0,996.0,681.0,905,566,237,769.0,516,769,15.0,9.0,0.537004144,0.68373494,1.328928047
1632,65.08,24.43471261,458,402,398.0,1020.0,768.0,1008,586,247,749.0,502,756,17.0,25.0,0.533088235,0.752941176,1.3125
1505,44.9,19.82318076,408,346,360.0,892.0,638.0,795,503,212,656.0,448,724,13.0,12.0,0.55282392,0.715246637,1.246081505
1596,52.15,20.47333245,407,338,400.0,955.0,650.0,827,525,212,725.0,492,732,22.5,11.0,0.531954887,0.680628272,1.272307692
1453,48.07,22.76894424,404,330,357.0,916.0,622.0,854,550,220,654.0,449,689,16.5,9.0,0.53613214,0.679039301,1.372990354
1663,65.53,23.69494307,446,382,402.0,1046.0,735.0,887,640,238,761.0,515,772,25.0,13.0,0.538785328,0.702676864,1.206802721
1644,88.89,32.88889481,480,431,468.0,1231.0,950.0,1009,768,252,737.0,525,800,32.0,31.0,0.527372263,0.771730301,1.062105263
1606,56.46,21.89020315,411,358,387.0,970.0,739.0,885,567,222,736.0,493,745,24.0,22.5,0.53362391,0.76185567,1.197564276
1644,60.54,22.39952404,441,345,408.0,1026.0,725.0,902,569,220,763.0,509,791,22.0,15.0,0.521289538,0.70662768,1.244137931
1746,68.03,22.31577594,408,355,446.0,1097.0,720.0,914,634,251,832.0,564,785,29.0,17.0,0.521191294,0.65633546,1.269444444
1724,66.44,22.3539925,463,402,379.0,993.0,721.0,972,579,232,810.0,548,796,21.0,12.0,0.52262181,0.726082578,1.348127601
1652,56.69,20.77238537,409,345,404.0,989.0,630.0,878,577,231,750.0,509,730,9.0,7.0,0.542978208,0.637007078,1.393650794
1541,56.92,23.96953528,440,390,370.0,943.0,765.0,981,520,217,695.0,479,757,18.0,19.0,0.538611291,0.811240721,1.282352941
1625,88.66,33.57538462,489,470,397.0,1106.0,1063.0,1173,614,241,708.0,505,775,31.0,36.0,0.536615385,0.961121157,1.103480715
1572,62.13,25.14179438,470,382,412.0,1021.0,797.0,909,608,230,714.0,496,752,24.5,24.0,0.543256997,0.780607248,1.140526976
1687,64.4,22.62849666,452,373,397.0,975.0,712.0,932,578,229,769.0,514,779,18.0,11.0,0.534676941,0.73025641,1.308988764
1695,73.47,25.5723497,454,404,459.0,1128.0,784.0,943,636,247,758.0,533,794,25.0,13.0,0.536873156,0.695035461,1.202806122
1621,66.44,25.28503704,448,392,395.0,994.0,820.0,1027,578,230,749.0,522,761,26.0,32.0,0.51573103,0.824949698,1.252439024
1730,72.79,24.32089278,468,420,400.0,1039.0,790.0,964,609,240,772.0,534,815,28.0,16.0,0.530635838,0.760346487,1.220253165
1577,58.28,23.43452507,422,380,364.0,985.0,792.0,900,583,224,704.0,484,732,16.0,12.5,0.539632213,0.804060914,1.136363636
1591,51.7,20.42444122,379,332,414.0,969.0,600.0,872,556,227,711.0,498,729,16.0,9.0,0.545568825,0.619195046,1.453333333
1627,54.2,20.47501274,429,355,373.0,939.0,754.0,820,567,229,712.0,496,738,18.0,15.0,0.550706822,0.802981896,1.087533156
1522,53.29,23.00469159,436,398,360.0,949.0,714.0,897,553,220,687.0,470,718,17.0,19.0,0.538764783,0.752370917,1.256302521
1676,70.07,24.94503335,444,378,415.0,1063.0,736.0,965,623,256,762.0,538,798,20.0,11.0,0.537589499,0.692380056,1.311141304
1635,69.16,25.87137259,418,375,493.0,1166.0,770.0,918,703,226,724.0,501,761,20.0,17.5,0.542507645,0.660377358,1.192207792
1664,57.6,20.80251479,417,368,384.0,969.0,702.0,878,580,238,779.0,526,758,21.0,16.0,0.521033654,0.724458204,1.250712251
1559,62.36,25.65747274,458,420,394.0,986.0,800.0,970,563,230,712.0,502,752,22.0,22.5,0.533033996,0.811359026,1.2125
1603,61.0,23.73902022,417,365,411.0,1020.0,679.0,860,633,228,693.0,490,721,23.0,13.0,0.539613225,0.665686275,1.266568483
1612,56.92,21.90457425,423,358,368.0,920.0,717.0,905,538,235,763.0,516,748,25.5,14.0,0.506823821,0.779347826,1.262203626
1656,58.73,21.41604822,423,373,395.0,986.0,715.0,904,573,227,761.0,516,743,24.0,14.0,0.541666667,0.72515213,1.264335664
1648,70.75,26.05025804,442,395,428.0,1076.0,765.0,968,664,252,774.0,527,794,25.0,17.0,0.521237864,0.710966543,1.265359477
1622,83.45,31.71937645,479,424,467.0,1141.0,885.0,1091,654,248,750.0,529,797,25.0,33.0,0.538840937,0.775635408,1.232768362
1560,67.57,27.76545036,469,401,384.0,1032.0,870.0,1009,592,236,690.0,486,752,25.0,38.0,0.541666667,0.843023256,1.159770115
1734,60.54,20.13465675,422,366,401.0,989.0,665.0,871,578,228,844.0,556,816,16.0,12.0,0.512687428,0.67239636,1.309774436
1630,55.56,20.91158869,408,329,412.0,1009.0,648.0,828,585,220,731.0,506,743,20.0,14.0,0.523312883,0.64222002,1.277777778
1668,66.21,23.79750876,450,395,419.0,1019.0,746.0,989,566,230,789.0,532,777,21.0,18.0,0.508393285,0.732090285,1.325737265
1523,45.12,19.452225,401,312,350.0,888.0,616.0,826,495,225,678.0,462,685,13.0,8.5,0.548260013,0.693693694,1.340909091
1564,54.88,22.43575068,409,360,350.0,899.0,764.0,920,531,214,674.0,473,725,15.0,20.0,0.540920716,0.849833148,1.204188482
1722,69.39,23.40079399,457,402,441.0,1068.0,763.0,945,621,248,785.0,536,801,24.0,17.5,0.530778165,0.714419476,1.23853211
1620,52.83,20.1303155,394,355,385.0,955.0,654.0,865,544,214,700.0,491,726,18.5,7.0,0.542592593,0.684816754,1.322629969
1584,55.78,22.23146873,431,352,391.0,971.0,684.0,868,546,215,703.0,477,703,22.0,16.0,0.54040404,0.704428424,1.269005848
1548,54.88,22.90193565,417,360,389.0,987.0,670.0,871,573,221,695.0,476,727,23.0,17.0,0.534237726,0.678824721,1.3
1567,50.34,20.50100815,412,318,358.0,891.0,650.0,846,504,222,704.0,483,696,14.5,10.0,0.543714103,0.729517396,1.301538462
1655,72.11,26.32688639,444,405,438.0,1139.0,764.0,952,671,240,768.0,524,757,34.0,31.5,0.520845921,0.670763828,1.246073298
1621,59.41,22.60963351,423,364,409.0,998.0,708.0,923,580,220,750.0,495,742,14.0,11.5,0.52745219,0.709418838,1.303672316
1541,87.07,36.66597745,485,435,480.0,1179.0,975.0,1100,677,250,656.0,503,770,32.0,37.0,0.529526282,0.82697201,1.128205128
1694,76.64,26.70722001,478,433,412.0,1068.0,819.0,1024,637,230,792.0,522,788,23.0,40.0,0.517709563,0.766853933,1.25030525
1639,58.28,21.69509898,426,352,372.0,972.0,730.0,865,567,234,740.0,508,745,22.0,9.0,0.528370958,0.751028807,1.184931507
1554,58.28,24.1333446,421,348,399.0,1034.0,660.0,899,599,230,727.0,498,772,20.0,19.0,0.515444015,0.638297872,1.362121212
1614,71.66,27.50867948,434,390,412.0,1055.0,817.0,1006,599,244,750.0,512,790,26.0,20.5,0.516109046,0.774407583,1.231334149
1565,51.47,21.01481081,394,325,381.0,960.0,680.0,832,532,227,730.0,492,710,22.0,15.0,0.522683706,0.708333333,1.223529412
1682,55.1,19.47599328,416,346,371.0,935.0,770.0,866,530,220,785.0,520,776,20.5,11.5,0.521403092,0.823529412,1.124675325
1638,58.05,21.63587328,399,365,381.0,995.0,710.0,855,568,238,751.0,522,760,21.0,11.0,0.527472527,0.713567839,1.204225352
1594,54.65,21.5086688,403,358,368.0,945.0,702.0,885,544,227,734.0,495,762,12.0,10.0,0.528230866,0.742857143,1.260683761
1572,56.24,22.75832152,400,360,373.0,989.0,765.0,925,540,225,736.0,484,743,14.0,12.5,0.514631043,0.773508595,1.209150327
1556,59.18,24.44307135,422,398,368.0,930.0,742.0,1038,525,230,721.0,481,740,15.0,27.0,0.524421594,0.797849462,1.398921833
1491,54.88,24.68645992,423,350,372.0,990.0,760.0,965,575,227,683.0,462,693,23.0,19.0,0.529845741,0.767676768,1.269736842
1672,61.22,21.89882329,434,360,421.0,1055.0,644.0,860,620,235,764.0,499,751,16.0,11.0,0.531100478,0.61042654,1.335403727
1666,70.98,25.57325451,437,380,421.0,1059.0,755.0,975,620,242,739.0,509,764,16.0,17.0,0.543817527,0.712936733,1.291390728
1606,62.59,24.26687593,412,391,403.0,1057.0,790.0,954,605,212,740.0,502,753,24.0,14.0,0.51743462,0.747398297,1.207594937
1574,61.45,24.80346934,445,382,395.0,995.0,705.0,955,582,221,725.0,493,772,22.0,16.0,0.522236341,0.708542714,1.354609929
1879,81.63,23.12044753,457,400,461.0,1130.0,870.0,935,717,262,900.0,609,866,25.0,12.5,0.497072911,0.769911504,1.074712644
1753,64.4,20.95665844,422,371,419.0,1010.0,690.0,901,607,235,829.0,549,789,21.0,16.0,0.506560183,0.683168317,1.305797101
1538,68.48,28.95016749,428,400,457.0,1109.0,745.0,950,695,234,700.0,488,730,28.0,21.0,0.527308192,0.671776375,1.275167785
1574,60.54,24.43616003,417,365,414.0,1035.0,666.0,895,605,227,689.0,472,727,24.0,14.0,0.557179161,0.643478261,1.343843844
1561,51.25,21.03236275,399,345,362.0,940.0,664.0,867,543,223,728.0,500,745,12.0,9.0,0.513773222,0.706382979,1.305722892
1552,70.75,29.37264189,429,414,416.0,1085.0,812.0,977,620,250,694.0,480,727,30.0,30.0,0.548324742,0.748387097,1.20320197
1658,59.18,21.52811023,444,364,387.0,985.0,807.0,900,567,236,773.0,514,780,22.0,8.5,0.536188179,0.81928934,1.115241636
1696,75.28,26.17145781,475,429,402.0,1040.0,927.0,1056,590,248,790.0,531,801,24.5,25.0,0.517099057,0.891346154,1.139158576
1746,74.83,24.54636945,451,403,439.0,1093.0,745.0,930,632,252,807.0,548,820,20.0,19.0,0.525200458,0.681610247,1.248322148
1646,71.88,26.53068154,442,384,406.0,1060.0,850.0,1044,612,236,760.0,519,760,19.0,25.0,0.532199271,0.801886792,1.228235294
1692,71.43,24.95053904,450,356,417.0,1085.0,815.0,909,634,256,764.0,521,787,19.5,13.0,0.540780142,0.751152074,1.115337423
1648,60.09,22.12522976,446,361,386.0,980.0,782.0,928,577,237,755.0,507,781,17.5,10.0,0.538228155,0.797959184,1.186700767
1607,85.03,32.92611006,473,443,471.0,1200.0,910.0,1042,722,252,710.0,506,789,36.0,41.0,0.543870566,0.758333333,1.145054945
1614,57.14,21.93477456,424,352,381.0,979.0,695.0,860,559,235,751.0,498,812,12.5,10.5,0.526641884,0.709908069,1.237410072
1602,71.88,28.00806108,452,410,438.0,1098.0,740.0,1035,624,242,730.0,501,738,22.0,22.0,0.540574282,0.673952641,1.398648649
1694,70.52,24.57454534,421,407,404.0,1058.0,812.0,969,638,248,769.0,520,767,18.0,27.0,0.530106257,0.767485822,1.193349754
1576,47.85,19.26502229,418,337,347.0,895.0,615.0,875,490,228,722.0,476,720,16.0,9.0,0.531091371,0.687150838,1.422764228
1631,69.16,25.99842641,441,380,422.0,1030.0,800.0,1030,564,220,765.0,500,773,27.5,34.0,0.526057633,0.776699029,1.2875
1591,44.9,17.73805437,388,304,342.0,882.0,631.0,789,506,216,726.0,472,738,9.0,7.5,0.538026398,0.715419501,1.250396197
1625,74.6,28.25088757,430,412,445.0,1147.0,866.0,985,682,235,734.0,499,752,39.0,32.0,0.535384615,0.755013078,1.137413395
1607,65.53,25.3751381,438,371,413.0,1025.0,775.0,961,596,232,724.0,503,754,20.0,23.0,0.526446795,0.756097561,1.24
1705,55.56,19.11232274,411,338,369.0,951.0,684.0,866,544,223,798.0,526,788,13.0,9.0,0.523167155,0.719242902,1.266081871
1620,52.15,19.87120866,400,321,384.0,964.0,651.0,831,543,235,756.0,498,770,15.0,7.5,0.534567901,0.675311203,1.276497696
1659,67.57,24.55054553,426,370,429.0,1064.0,755.0,970,605,243,758.0,512,787,26.0,25.0,0.522001206,0.709586466,1.284768212
1601,47.85,18.66806388,382,335,350.0,911.0,630.0,807,539,223,742.0,495,760,15.0,8.0,0.516552155,0.69154775,1.280952381
1627,49.66,18.7599471,394,350,350.0,921.0,632.0,807,508,235,764.0,509,765,11.0,8.0,0.523663184,0.686210641,1.276898734
1641,58.05,21.5568382,425,356,406.0,969.0,660.0,881,553,232,751.0,499,772,17.0,11.0,0.541133455,0.681114551,1.334848485
1624,59.41,22.52617753,413,341,408.0,988.0,695.0,855,598,229,704.0,488,712,20.0,21.0,0.550492611,0.703441296,1.230215827
1820,131.07,39.56949644,542,482,514.0,1380.0,1150.0,1370,777,270,829.0,591,868,37.0,55.0,0.509340659,0.833333333,1.191304348
1617,55.33,21.1612165,416,352,382.0,989.0,641.0,868,570,218,753.0,507,758,25.0,23.0,0.525664811,0.648129424,1.354134165
1756,70.07,22.72391177,465,392,385.0,1000.0,820.0,960,591,248,816.0,552,840,11.0,14.0,0.533029613,0.82,1.170731707
1575,62.13,25.04610733,435,366,384.0,970.0,786.0,950,570,232,686.0,489,730,17.0,17.0,0.545396825,0.810309278,1.208651399
1702,57.6,19.88398249,401,350,353.0,955.0,702.0,866,550,237,794.0,519,773,10.0,8.5,0.528202115,0.735078534,1.233618234
1676,66.67,23.73462785,435,387,391.0,1010.0,669.0,890,600,242,807.0,546,798,17.0,9.5,0.510739857,0.662376238,1.330343797
1645,55.56,20.53196109,393,364,366.0,965.0,650.0,900,534,232,756.0,504,783,16.0,14.5,0.527659574,0.67357513,1.384615385
1591,58.28,23.02391556,426,362,383.0,964.0,746.0,910,540,228,709.0,474,725,11.0,18.0,0.544311754,0.773858921,1.219839142
1557,53.06,21.88719063,413,335,384.0,970.0,620.0,873,552,218,696.0,469,708,11.0,10.0,0.552344252,0.639175258,1.408064516
1552,98.87,41.04696966,499,486,452.0,1200.0,1123.0,1210,701,258,664.0,462,765,32.0,33.0,0.533505155,0.935833333,1.07747106
1633,76.87,28.82600858,458,434,429.0,1121.0,820.0,1045,655,248,736.0,508,765,26.0,28.0,0.529087569,0.731489741,1.274390244
1748,62.59,20.48434563,426,383,397.0,1018.0,730.0,899,568,248,813.0,542,785,16.0,11.0,0.522883295,0.717092338,1.231506849
1649,83.45,30.689162,445,405,486.0,1236.0,811.0,1034,729,234,708.0,513,745,18.0,29.5,0.542146756,0.656148867,1.274969174
1667,58.96,21.21711231,412,356,377.0,1013.0,744.0,875,576,233,784.0,519,751,16.0,15.5,0.524295141,0.734452122,1.176075269
1845,68.71,20.18492814,435,380,444.0,1090.0,706.0,876,589,246,867.0,581,823,11.5,8.5,0.508943089,0.647706422,1.240793201
1714,73.24,24.93025384,430,400,491.0,1155.0,735.0,900,635,259,779.0,535,790,15.0,18.0,0.518086348,0.636363636,1.224489796
1741,125.62,41.44396009,615,507,479.0,1251.0,1180.0,1371,712,276,794.0,571,835,28.0,31.0,0.495117748,0.943245404,1.161864407
1716,79.37,26.95391244,458,415,480.0,1200.0,820.0,917,716,242,792.0,536,790,17.0,18.0,0.525058275,0.683333333,1.118292683
1801,72.11,22.23146435,468,416,402.0,1026.0,760.0,930,596,262,849.0,580,811,19.0,17.5,0.509161577,0.740740741,1.223684211
1550,51.93,21.61498439,398,330,390.0,976.0,656.0,855,554,219,690.0,467,721,13.0,13.5,0.542580645,0.672131148,1.303353659
1655,67.35,24.58904172,436,386,428.0,1095.0,786.0,895,638,233,740.0,499,709,21.0,20.0,0.543202417,0.717808219,1.138676845
1721,61.45,20.7472312,438,358,387.0,975.0,640.0,864,575,236,789.0,519,747,11.0,6.5,0.53282975,0.656410256,1.35
1608,58.5,22.62474939,404,357,399.0,1005.0,661.0,891,585,239,744.0,499,750,22.0,10.5,0.52238806,0.657711443,1.34795764
1600,87.53,34.19140625,497,408,461.0,1175.0,900.0,1112,735,258,708.0,509,743,30.0,42.0,0.5275,0.765957447,1.235555556
1623,62.81,23.84469401,425,395,412.0,1035.0,721.0,890,619,235,739.0,488,745,19.0,18.0,0.532347505,0.696618357,1.234396671
1646,58.96,21.76195025,423,399,398.0,1020.0,704.0,879,589,234,768.0,527,762,15.0,7.0,0.52855407,0.690196078,1.248579545
1620,64.63,24.62658131,430,402,401.0,1002.0,729.0,950,595,233,709.0,488,733,28.0,23.0,0.55,0.72754491,1.303155007
1699,69.84,24.19454577,431,396,406.0,1085.0,750.0,934,627,242,771.0,530,788,22.0,21.0,0.535609182,0.69124424,1.245333333
1602,50.34,19.61499437,400,358,349.0,907.0,632.0,794,532,234,731.0,484,728,14.0,7.0,0.539950062,0.696802646,1.256329114
1605,51.47,19.98039615,401,345,352.0,911.0,639.0,859,522,234,732.0,494,740,7.0,5.5,0.540186916,0.701427003,1.34428795
1619,68.93,26.2975071,455,418,420.0,1052.0,794.0,949,625,246,752.0,496,750,14.0,19.5,0.534898085,0.754752852,1.195214106
1510,64.17,28.14350248,437,378,398.0,1030.0,794.0,1005,605,222,666.0,467,721,22.0,20.0,0.537748344,0.770873786,1.265743073
1690,90.02,31.51850425,484,420,442.0,1120.0,938.0,1099,696,245,786.0,538,787,35.0,49.0,0.512426036,0.8375,1.171641791
1780,85.94,27.12410049,445,446,446.0,1160.0,880.0,1040,703,252,789.0,528,774,25.0,20.0,0.541573034,0.75862069,1.181818182
1774,72.11,22.91333288,453,393,424.0,1061.0,748.0,975,617,249,836.0,556,818,24.0,13.5,0.51578354,0.704995287,1.303475936
1737,68.48,22.69677303,439,404,420.0,1050.0,771.0,951,610,252,809.0,532,775,15.0,19.5,0.52964882,0.734285714,1.233463035
1636,59.18,22.11099886,422,375,414.0,1031.0,720.0,892,587,235,755.0,498,752,14.5,12.0,0.526894866,0.698351115,1.238888889
1732,60.32,20.10784633,419,354,399.0,1010.0,702.0,838,572,254,841.0,550,810,16.0,10.0,0.511547344,0.695049505,1.193732194
1634,58.96,22.08276091,431,370,378.0,998.0,715.0,868,572,224,750.0,502,785,12.0,10.0,0.534271726,0.716432866,1.213986014
1645,71.2,26.3116564,481,480,406.0,1052.0,782.0,978,605,245,740.0,511,770,15.0,34.0,0.534346505,0.743346008,1.250639386
1675,51.47,18.34528848,407,362,376.0,933.0,800.0,833,536,220,846.0,540,785,12.0,13.5,0.48119403,0.857449089,1.04125
1788,65.08,20.35694088,456,382,405.0,1019.0,757.0,917,597,242,864.0,567,831,15.0,17.5,0.510067114,0.742885182,1.211360634
1677,66.89,23.78455721,435,399,412.0,1030.0,730.0,959,590,249,771.0,524,812,17.0,20.0,0.52653548,0.708737864,1.31369863
1608,65.08,25.16955026,454,377,405.0,1045.0,710.0,911,618,239,747.0,493,761,20.0,20.0,0.521766169,0.679425837,1.283098592
1651,57.82,21.21211343,410,360,391.0,1010.0,749.0,849,578,226,771.0,510,762,22.0,10.5,0.524530588,0.741584158,1.133511348
1665,72.11,26.01159718,434,419,429.0,1046.0,782.0,982,625,247,761.0,531,816,19.0,15.0,0.521321321,0.747609943,1.255754476
1631,66.44,24.97593191,423,383,415.0,1050.0,700.0,930,624,229,735.0,491,753,16.0,18.0,0.530349479,0.666666667,1.328571429
1695,70.52,24.54555738,451,397,422.0,1056.0,694.0,924,620,254,803.0,553,792,16.0,10.5,0.513274336,0.65719697,1.331412104
1381,46.71,24.49190184,414,337,342.0,912.0,666.0,879,505,222,590.0,401,633,18.0,22.5,0.568428675,0.730263158,1.31981982
1651,65.08,23.87555071,441,406,379.0,974.0,778.0,971,567,238,758.0,514,803,9.5,8.5,0.522713507,0.798767967,1.248071979
1664,75.51,27.27079674,451,428,404.0,1045.0,915.0,1031,604,235,741.0,504,749,23.0,43.0,0.537860577,0.875598086,1.126775956
1604,49.21,19.1269022,378,460,341.0,900.0,707.0,818,506,226,748.0,496,743,13.5,13.5,0.529301746,0.785555556,1.157001414
1676,58.73,20.90797501,404,362,385.0,975.0,710.0,876,560,230,791.0,518,787,17.5,11.0,0.516706444,0.728205128,1.233802817
1629,61.22,23.07018922,415,385,416.0,1056.0,727.0,860,595,229,779.0,514,759,18.0,22.0,0.505217925,0.68844697,1.182943604
