Stature,Weight,BMI,Shoulder Breadth,Armscye Circumference,"Hip Breadth, Sitting","Hip Circumference, Maximum","Waist Circumference, Pref",Chest Circumference,Thigh Circumference,Ankle Circumference,Crotch Height,Knee Height,Arm Length (Spine to Wrist),Triceps Skinfold,Subscapular Skinfold,SH/S,Waist/Hip,Chest/Waist
1648,51.47,18.95133259,385,326,380.0,930.0,641.0,819,537,249,759.0,494,771,12.0,13.5,0.528519417,0.689247312,1.277691108
1711,61.9,21.14416942,386,344,405.0,993.0,653.0,877,584,234,767.0,519,794,19.0,10.0,0.5371128,0.657603223,1.343032159
1572,88.89,35.97061166,448,429,432.0,1161.0,894.0,1070,731,252,712.0,506,786,39.0,45.0,0.532442748,0.77002584,1.196868009
1633,87.07,32.65097655,422,374,468.0,1200.0,799.0,1007,788,266,752.0,512,800,30.0,30.0,0.526638089,0.665833333,1.260325407
1578,56.69,22.76630025,408,379,384.0,965.0,824.0,908,576,230,733.0,494,750,22.5,26.0,0.530418251,0.85388601,1.101941748
1543,56.24,23.62182566,400,319,417.0,1032.0,708.0,828,554,231,704.0,492,760,19.0,18.5,0.526895658,0.686046512,1.169491525
1573,86.85,35.10042521,463,434,482.0,1228.0,926.0,1102,698,260,703.0,505,809,40.5,45.0,0.534011443,0.754071661,1.190064795
1610,60.32,23.27070715,400,348,395.0,1032.0,711.0,855,596,238,760.0,519,772,14.5,31.0,0.519875776,0.688953488,1.202531646
1573,85.03,34.36487225,434,421,472.0,1197.0,963.0,1094,698,261,693.0,499,751,43.0,42.0,0.539097266,0.804511278,1.136033229
1641,63.49,23.57697945,427,400,375.0,978.0,749.0,902,567,246,739.0,510,785,16.0,19.0,0.534430225,0.765848671,1.204272363
1771,70.98,22.63074612,435,399,445.0,1059.0,786.0,903,586,232,799.0,536,855,10.0,9.5,0.529079616,0.742209632,1.148854962
1638,75.06,27.97568732,442,385,446.0,1097.0,825.0,995,629,249,742.0,520,787,25.0,28.0,0.526251526,0.752051048,1.206060606
1610,65.53,25.28066047,441,402,338.0,910.0,814.0,972,469,247,730.0,503,815,3.5,53.0,0.508695652,0.894505495,1.194103194
1651,69.39,25.4567373,417,366,416.0,1076.0,744.0,902,583,252,808.0,527,808,19.0,21.0,0.508782556,0.691449814,1.212365591
1615,99.09,37.99135427,437,388,511.0,1282.0,1059.0,1127,742,262,696.0,498,780,32.5,27.0,0.547368421,0.826053042,1.06421152
1710,65.99,22.56762765,424,370,411.0,1016.0,723.0,929,573,231,778.0,515,797,16.0,20.0,0.531578947,0.711614173,1.284923928
1682,94.1,33.26117908,433,454,454.0,1249.0,1033.0,1194,665,255,744.0,511,772,34.0,54.5,0.539239001,0.827061649,1.155856728
1516,104.08,45.2865129,470,472,470.0,1372.0,1077.0,1208,773,261,674.0,477,780,56.0,62.0,0.530343008,0.784985423,1.121634169
1648,115.19,42.4131339,480,488,531.0,1394.0,1098.0,1295,819,269,749.0,524,826,49.0,58.0,0.526699029,0.787661406,1.179417122
1568,94.33,38.36698901,451,413,486.0,1235.0,923.0,1134,781,262,679.0,502,800,42.0,42.0,0.517857143,0.747368421,1.228602384
1720,59.86,20.23391022,400,359,379.0,966.0,746.0,845,561,247,789.0,540,783,16.0,10.0,0.529069767,0.772256729,1.132707775
1585,67.35,26.80890446,416,357,430.0,1087.0,767.0,957,639,248,731.0,496,764,35.5,30.0,0.532492114,0.705611776,1.247718383
1663,95.46,34.5173091,475,463,482.0,1227.0,966.0,1127,698,247,743.0,516,830,31.5,35.5,0.53096813,0.787286064,1.166666667
1579,68.48,27.46625777,429,386,421.0,1042.0,790.0,931,613,229,749.0,499,772,20.0,45.0,0.515516149,0.75815739,1.178481013
1735,57.6,19.13478228,402,357,373.0,962.0,635.0,895,504,255,791.0,529,799,12.0,11.5,0.529682997,0.66008316,1.409448819
1634,57.37,21.48724548,395,357,369.0,936.0,681.0,852,558,220,742.0,496,749,22.0,17.0,0.536107711,0.727564103,1.251101322
1594,52.83,20.79236913,407,330,356.0,918.0,665.0,788,553,217,733.0,515,783,14.0,13.0,0.528230866,0.724400871,1.184962406
1733,63.49,21.14015667,408,349,398.0,991.0,672.0,893,563,247,824.0,535,798,18.0,16.0,0.521061743,0.678102926,1.328869048
1633,116.33,43.62338465,448,501,492.0,1385.0,1207.0,1360,750,259,703.0,499,752,55.5,60.0,0.548071035,0.871480144,1.126760563
1498,59.18,26.37250201,380,362,409.0,1026.0,712.0,914,579,225,687.0,475,741,20.0,16.0,0.517356475,0.693957115,1.283707865
1599,107.26,41.95085969,467,489,483.0,1288.0,1100.0,1230,792,255,704.0,498,794,54.0,56.0,0.534083802,0.854037267,1.118181818
1609,49.21,19.00821243,390,324,359.0,934.0,634.0,767,526,230,732.0,486,760,6.0,10.5,0.535114978,0.678800857,1.20977918
1563,52.15,21.34697575,391,333,391.0,961.0,664.0,833,556,221,729.0,485,770,15.0,10.0,0.520793346,0.69094693,1.254518072
1606,76.42,29.62892888,431,426,422.0,1076.0,847.0,1026,631,239,712.0,483,786,28.0,35.0,0.533001245,0.787174721,1.21133412
1710,56.46,19.30850518,419,361,352.0,920.0,664.0,843,500,239,786.0,520,822,9.0,12.5,0.535087719,0.72173913,1.269578313
1685,64.63,22.76325406,423,352,400.0,1020.0,831.0,869,592,222,773.0,517,784,30.0,13.5,0.526409496,0.814705882,1.045728039
1516,55.56,24.17485258,393,353,380.0,972.0,704.0,859,605,220,672.0,466,714,29.0,19.0,0.541556728,0.724279835,1.220170455
1596,98.64,38.72463113,465,442,468.0,1276.0,1032.0,1300,698,255,681.0,503,780,43.0,63.0,0.54197995,0.808777429,1.259689922
1619,80.27,30.62383425,437,419,464.0,1151.0,878.0,1024,710,255,724.0,497,818,26.5,41.0,0.541074737,0.762814944,1.166287016
1688,70.98,24.91099706,427,351,432.0,1077.0,825.0,991,605,229,812.0,543,811,19.0,20.0,0.511255924,0.766016713,1.201212121
1647,44.9,16.55233025,375,320,375.0,912.0,620.0,810,490,215,777.0,515,791,13.0,8.0,0.515482696,0.679824561,1.306451613
1601,72.56,28.3083535,426,389,439.0,1062.0,880.0,1017,632,234,735.0,504,771,27.0,24.0,0.537164272,0.828625235,1.155681818
1674,80.73,28.80872548,440,416,438.0,1091.0,875.0,999,696,260,779.0,539,807,24.0,14.0,0.516129032,0.802016499,1.141714286
1769,66.89,21.3749708,444,366,402.0,1004.0,803.0,895,573,240,822.0,539,840,14.5,11.0,0.530243075,0.799800797,1.114570361
1645,58.05,21.45212997,425,359,374.0,956.0,720.0,850,566,247,776.0,526,775,15.0,10.0,0.516109422,0.753138075,1.180555556
1692,68.71,24.00044152,441,387,411.0,1046.0,812.0,939,595,246,776.0,525,808,22.0,20.0,0.53250591,0.776290631,1.156403941
1653,53.51,19.58345182,395,345,392.0,949.0,674.0,828,531,228,772.0,504,764,9.0,11.0,0.524500907,0.710221286,1.228486647
1573,44.9,18.14633381,397,323,328.0,856.0,613.0,805,472,215,747.0,483,775,14.0,11.0,0.527654164,0.716121495,1.313213703
