weight_kg,stature_cm,neck_base_girth,chest_girth,waist_girth,hips_buttock_girth,shoulder_girth,thigh_girth,thigh_low_girth,calf_girth,ankle_girth,forearm_girth,wrist_girth,shoulder_length,sleeveoutseam_length,forearm_length,crotchheight_length,waistback_length,thigh_length,chest_depth_length,head_girth,biacromialbreadth,scyecircoveracromion
65.9,158.3,39.1,102.3,93.5,100.4,100.0,59.9,39.9,35.2,20.8,25.8,16.4,12.7,52.5,23.8,75.2,43.9,37.2,26.3,57.3,36.8,131.17212543554007
70.5,164.0,38.3,100.0,95.7,103.7,109.6,63.5,41.1,37.7,21.5,29.2,15.1,15.5,54.1,24.2,78.5,42.6,42.5,26.4,53.3,38.7,127.73722627737227
49.3,156.2,33.5,86.6,70.7,91.1,95.8,53.0,36.7,33.0,20.4,23.7,14.2,12.9,54.1,24.1,74.6,38.9,37.8,22.8,51.7,35.6,120.3951219512195
64.3,165.0,35.6,88.1,77.1,100.1,100.3,62.4,41.4,39.7,22.7,25.8,14.8,14.6,57.1,26.0,80.5,40.3,41.0,22.6,58.6,37.5,114.82696629213483
65.4,165.6,36.8,95.0,80.6,100.9,103.0,60.8,40.2,36.2,21.8,26.6,16.3,12.9,52.6,23.7,77.0,41.3,38.8,25.0,57.0,37.3,133.20652173913044
65.5,162.4,36.7,102.0,100.2,99.8,102.0,58.6,37.3,35.1,21.3,25.5,15.1,13.5,52.0,23.8,75.2,47.8,36.5,25.9,55.5,35.3,156.95202952029518
85.6,163.1,39.5,115.9,104.4,113.8,110.5,68.8,43.7,40.2,23.4,28.2,16.3,14.1,52.1,24.7,72.1,45.9,37.7,30.6,56.8,39.5,157.0501628664495
63.2,171.5,37.6,86.6,81.5,97.5,102.5,58.0,35.9,36.0,21.1,25.4,15.6,15.1,60.5,27.5,85.0,43.5,43.6,21.4,55.5,39.1,118.4189393939394
64.8,160.7,36.0,90.8,75.2,104.8,105.2,64.2,40.3,38.6,22.5,25.4,15.5,15.0,54.7,23.9,75.9,39.6,37.1,23.4,55.3,37.2,123.59847908745249
60.4,160.0,36.4,88.3,83.1,94.1,101.3,56.2,37.6,36.8,21.2,25.6,15.0,13.7,52.9,23.6,74.4,40.0,38.9,21.7,56.7,37.1,126.18992537313434
70.2,157.1,38.2,99.3,88.0,109.9,103.9,64.1,43.4,40.0,23.5,27.5,15.5,12.4,50.2,21.7,71.6,42.9,36.4,25.4,55.7,35.8,143.39350180505417
65.9,160.3,37.0,92.0,81.7,106.2,102.3,65.4,42.3,38.4,22.7,27.1,15.5,13.4,53.5,23.6,75.7,40.8,37.4,23.2,55.7,36.3,120.8759124087591
77.1,159.9,38.0,112.2,93.8,107.5,104.1,68.2,42.2,39.1,20.7,27.2,15.2,13.3,52.8,23.9,75.3,42.0,36.3,29.6,57.6,34.9,141.06173633440514
52.4,160.2,33.5,82.9,79.7,96.4,96.2,58.1,35.7,34.1,19.3,25.2,14.2,12.9,51.5,22.0,75.9,43.9,38.9,19.0,56.0,35.3,118.66733870967741
68.5,164.2,35.8,92.5,77.3,103.6,100.6,65.2,42.2,37.2,22.3,27.9,15.8,13.6,56.2,27.8,82.5,41.0,41.7,25.1,57.2,35.2,126.75925925925927
101.7,171.5,40.5,109.6,110.3,123.7,114.4,80.8,50.4,44.9,23.7,29.9,16.2,13.8,57.0,25.4,79.5,49.2,43.0,30.5,56.6,38.8,144.81573770491804
48.7,163.4,35.8,86.2,67.9,88.3,93.1,52.6,35.2,31.7,21.7,23.4,14.7,13.3,52.4,23.2,75.1,42.0,38.9,24.8,54.0,34.9,123.34895397489541
82.4,165.7,39.3,105.9,105.5,118.4,104.8,68.5,43.8,39.6,22.6,29.1,16.2,14.8,54.2,24.0,78.4,47.3,41.3,28.1,54.6,37.1,161.0816091954023
72.4,162.6,35.7,108.6,85.6,100.0,99.6,63.0,39.8,38.4,23.9,28.1,16.3,12.1,55.5,24.8,75.6,43.2,38.0,28.1,53.3,33.2,139.18050541516246
61.7,153.6,38.5,96.8,86.8,96.7,105.0,57.7,38.3,33.8,22.4,27.4,15.3,14.6,52.2,24.9,73.9,43.0,34.5,24.7,60.1,37.4,133.7274074074074
69.6,169.8,36.1,90.8,81.8,106.8,98.1,65.5,42.4,39.4,22.7,25.6,15.7,12.7,53.7,23.5,79.7,43.0,40.2,20.8,57.2,35.4,119.55871886120997
75.3,165.2,37.2,95.6,84.6,104.7,106.8,65.3,40.6,43.3,25.0,28.7,16.4,15.3,54.7,24.8,75.9,45.4,40.5,25.3,58.0,37.9,122.15555555555554
78.5,161.1,37.5,104.3,103.2,114.8,105.1,67.0,40.5,39.1,23.0,28.2,16.4,13.3,54.6,24.1,75.0,43.2,40.9,27.6,56.2,36.5,137.40546075085325
81.2,176.4,39.2,100.3,91.1,112.8,107.8,68.9,42.7,39.7,23.2,28.1,16.3,13.3,60.1,26.0,84.9,42.7,42.2,24.9,57.3,38.6,133.26573426573427
48.5,158.6,35.4,82.5,65.0,91.2,94.6,51.9,34.4,33.3,20.3,23.1,14.7,14.0,51.2,23.2,73.7,41.2,38.2,19.9,55.3,37.2,110.4382470119522
59.5,159.2,36.7,89.9,80.4,99.1,97.0,59.9,38.5,37.2,21.7,25.8,15.0,13.5,51.7,23.1,75.7,40.7,38.1,21.8,54.4,35.5,111.85232558139535
74.0,178.2,37.1,95.8,88.0,103.4,105.4,61.1,40.9,37.5,23.8,25.7,16.5,14.6,61.2,26.6,87.7,45.5,45.1,25.2,57.7,38.1,140.15185185185186
79.9,170.8,39.2,102.8,97.0,106.3,108.4,65.8,46.1,40.9,25.7,27.3,16.6,13.6,56.6,25.5,83.8,47.2,40.4,27.1,60.5,38.0,119.12297297297297
64.5,165.0,36.9,95.7,84.1,98.6,102.0,59.3,39.0,37.1,21.8,26.7,16.5,14.0,53.5,24.0,78.0,43.4,38.6,24.5,56.0,36.9,124.44505494505495
72.5,161.2,38.7,100.7,94.9,110.1,105.8,68.0,38.6,37.8,22.7,27.1,16.1,12.5,53.8,24.1,77.0,41.1,37.4,26.1,56.2,37.0,142.62846975088968
60.0,166.0,37.3,84.2,76.6,96.0,101.2,57.6,38.2,36.8,21.4,25.4,15.5,14.2,54.7,23.9,78.7,45.1,40.7,20.8,56.6,37.2,125.6523076923077
63.0,162.9,37.0,88.4,81.1,99.4,101.1,63.6,40.3,39.2,23.9,26.8,15.2,12.9,53.9,24.0,75.9,42.2,38.1,22.4,56.6,36.2,128.1109375
76.2,163.0,39.1,99.2,97.8,104.7,110.2,64.4,41.0,37.5,23.9,26.8,16.4,14.5,54.0,23.9,73.5,43.3,37.1,25.9,57.5,38.6,136.79490445859875
69.6,174.3,37.5,91.3,73.8,102.4,101.6,61.0,41.2,40.6,24.6,28.0,16.8,13.3,56.1,24.6,82.6,43.7,41.9,24.5,54.7,36.3,125.19166666666665
81.8,168.8,39.8,115.2,100.1,106.7,112.2,63.9,40.0,38.9,21.3,27.5,16.9,13.7,55.9,26.0,78.7,45.3,39.1,29.6,57.9,38.2,158.66503067484663
50.8,158.0,36.5,83.6,70.5,88.8,97.8,54.6,34.4,33.5,20.3,23.5,15.0,14.0,53.5,24.3,75.5,41.9,38.8,20.2,55.7,36.6,114.03040000000001
66.5,161.0,36.4,95.7,90.1,98.5,103.2,59.4,38.0,36.4,22.6,27.3,15.6,13.4,53.7,23.6,76.3,41.7,38.6,24.3,54.1,36.1,126.66176470588235
40.0,155.6,30.2,75.7,62.0,83.2,88.1,48.3,32.7,28.8,19.0,21.4,13.4,12.8,51.4,23.4,72.8,40.3,37.2,18.4,53.5,33.1,99.95021645021646
73.6,158.5,37.9,98.5,100.0,108.1,106.2,68.6,41.1,41.2,22.5,28.3,15.7,13.5,51.3,23.8,75.3,43.2,36.5,26.1,57.2,36.6,143.1385767790262
77.0,168.5,37.8,103.6,95.2,103.4,111.0,61.7,40.6,37.9,22.8,26.8,16.0,14.6,54.0,23.7,79.0,44.4,39.3,26.6,57.0,37.4,149.5257731958763
63.0,159.2,38.2,94.3,82.3,99.9,104.6,61.5,38.6,35.6,22.3,26.9,15.8,13.4,51.1,21.6,71.5,40.3,34.3,24.3,56.1,35.8,124.93029197080291
76.1,169.8,36.6,96.0,91.9,107.6,106.0,65.1,45.7,41.5,25.3,28.1,16.7,14.7,54.2,24.5,79.7,43.3,42.7,25.3,55.7,37.4,131.04182509505705
69.0,164.8,38.1,87.5,88.6,105.1,102.9,65.1,40.3,39.7,22.5,27.0,16.1,13.4,56.1,23.8,78.2,42.6,37.9,22.8,54.0,36.5,115.40354330708662
57.3,157.5,36.5,87.9,79.1,95.0,100.1,56.0,39.8,36.7,24.1,25.6,16.2,12.8,50.5,24.2,73.8,42.2,35.6,21.6,56.6,35.2,109.875
61.7,160.2,36.5,93.5,79.4,98.3,101.1,57.4,38.5,34.8,23.3,26.1,16.0,12.0,49.3,22.1,76.7,39.5,35.6,23.3,57.1,36.2,122.51724137931035
66.3,166.9,39.2,88.6,82.2,102.5,101.6,61.8,40.1,38.8,23.5,26.6,16.4,13.4,55.7,25.3,81.3,42.6,39.4,22.7,55.3,37.0,132.18548387096774
85.0,163.7,40.9,101.8,99.6,112.8,110.4,71.4,47.9,44.8,27.1,31.5,18.2,12.5,53.5,23.5,72.6,47.0,35.1,27.4,55.3,37.5,140.34926470588235
60.1,169.0,34.0,92.9,79.8,96.2,100.1,57.8,38.0,36.0,22.8,24.8,15.4,15.2,54.5,25.4,83.3,40.9,39.6,24.4,54.5,36.9,127.43531598513012
65.5,166.4,36.3,93.5,79.5,103.9,99.8,62.0,43.0,38.5,22.1,25.0,15.5,13.2,55.5,23.7,77.8,42.3,37.4,24.8,55.2,36.2,122.43207547169811
71.6,171.0,37.0,93.2,94.0,105.0,103.6,64.3,41.7,36.0,22.5,27.2,16.5,13.8,57.0,26.8,83.0,46.3,40.0,23.1,55.2,36.9,120.75182481751824
61.1,159.6,35.9,90.6,71.6,97.3,99.2,61.4,40.5,38.2,20.9,25.8,15.3,13.3,53.6,25.5,78.5,36.2,37.9,23.4,56.5,36.1,125.87175572519084
100.0,165.6,38.6,115.0,116.4,125.0,110.0,78.2,53.3,47.1,27.4,31.5,16.9,14.0,57.7,27.4,78.4,46.0,37.8,31.0,57.5,38.5,170.3114186851211
79.1,158.6,35.9,99.1,87.0,114.7,109.3,71.3,45.4,41.1,21.8,28.5,15.6,13.8,55.8,24.2,74.9,39.5,38.6,26.7,56.4,37.6,125.97457627118642
67.6,165.3,41.0,100.0,88.6,104.1,105.3,60.2,37.1,35.3,20.9,27.5,15.8,13.3,54.0,24.7,77.4,43.7,37.9,26.8,57.8,36.8,133.78839590443687
74.0,166.1,36.5,104.5,83.1,104.6,102.9,64.3,43.7,38.7,21.8,27.5,15.7,12.6,52.0,23.4,72.8,39.7,37.8,27.5,62.1,35.4,120.03378378378379
50.1,149.5,34.2,86.2,74.9,90.4,93.7,55.2,37.4,34.4,20.1,25.0,15.0,13.0,48.0,21.9,71.3,39.9,33.9,24.5,54.0,33.6,119.02092050209205
58.7,163.3,36.2,90.0,81.1,97.0,102.4,57.6,39.2,34.4,20.0,25.9,15.0,15.3,53.0,24.9,77.6,43.0,40.5,24.2,53.7,38.9,115.85820895522389
69.6,165.2,36.5,97.6,85.0,107.0,107.2,64.0,42.1,37.9,22.4,26.7,15.7,14.6,52.2,22.2,78.0,42.8,39.8,25.7,54.5,37.8,139.88158844765343
59.9,159.6,36.3,89.9,77.9,103.0,102.5,63.0,40.0,36.6,20.2,25.3,15.2,12.8,52.5,22.2,76.2,40.8,39.8,23.0,55.7,35.7,116.0
80.9,171.5,36.9,100.3,100.9,107.6,111.5,64.0,43.5,39.5,23.4,27.4,17.1,16.3,57.6,26.4,81.8,45.9,40.4,26.5,57.7,40.0,137.60456140350877
78.8,172.4,39.5,99.5,93.9,108.0,114.5,64.0,41.1,40.4,24.2,27.6,16.5,15.0,56.6,25.8,82.8,42.4,41.3,26.0,57.1,39.9,146.6315789473684
79.7,174.1,39.3,95.5,90.7,113.7,111.1,68.6,44.4,40.4,23.5,27.0,16.5,14.7,58.7,25.7,85.5,42.9,39.7,24.8,55.9,39.7,133.63250883392226
74.6,170.7,37.7,91.0,85.1,110.5,109.2,65.2,43.6,40.9,24.2,26.9,16.2,14.7,56.6,25.2,79.5,44.2,36.6,23.5,56.6,40.3,128.72363636363636
74.0,168.4,37.7,94.5,91.7,110.0,101.2,65.7,43.2,42.1,23.1,27.1,16.6,13.5,54.3,26.0,76.8,43.4,38.2,24.6,56.4,35.2,139.62857142857143
56.9,158.6,36.7,89.2,78.0,93.6,98.2,57.8,37.2,35.6,21.7,24.8,15.2,12.8,51.5,23.4,75.7,41.0,35.3,23.2,56.0,35.3,119.27906976744187
82.9,161.1,39.0,106.6,104.6,111.4,111.4,66.4,44.2,40.3,22.3,30.9,16.5,13.7,52.3,23.2,73.8,45.4,32.4,29.1,58.8,38.3,158.06206896551726
77.0,165.8,39.2,104.0,93.9,103.8,108.0,63.6,43.7,41.5,23.0,28.7,17.0,13.2,54.4,22.7,78.3,45.0,38.1,27.1,55.8,36.1,133.27152317880797
75.1,167.3,38.0,98.0,90.9,110.8,107.6,67.1,39.2,37.6,21.6,26.1,15.8,14.0,55.5,24.3,78.7,40.7,45.0,23.8,55.8,38.3,116.91228070175438
88.9,177.0,38.9,110.0,107.6,117.1,111.0,64.1,44.4,41.7,24.6,27.7,16.5,13.5,59.0,25.8,84.0,49.5,40.8,29.1,56.2,37.7,152.87539936102237
66.1,157.4,35.4,87.2,79.9,104.0,101.3,63.2,44.5,40.2,23.2,27.1,16.2,14.1,51.1,22.7,72.3,42.3,37.2,23.2,53.3,36.4,110.30149253731345
84.2,171.5,41.0,105.9,100.9,115.1,110.4,67.7,44.0,39.3,24.8,28.4,17.5,14.7,56.3,25.5,82.1,44.0,37.8,28.4,56.6,40.4,142.59801980198023
55.8,152.5,36.5,85.2,86.5,98.6,97.9,58.3,38.3,33.8,20.3,24.9,15.2,12.3,49.5,22.2,68.7,42.0,35.7,21.4,54.8,34.3,118.42471042471043
98.3,165.0,40.1,114.2,115.4,119.5,115.2,72.7,49.4,46.9,27.2,28.4,17.0,15.5,54.2,24.9,77.6,50.2,37.3,32.5,55.1,39.2,162.34313725490196
53.5,153.7,34.5,87.0,81.4,95.5,90.4,54.6,38.4,36.2,20.7,23.0,15.0,11.8,50.5,22.6,71.9,40.4,34.5,24.1,54.9,33.3,117.8125
58.1,156.8,34.0,88.0,80.1,97.3,97.8,57.9,38.1,35.9,21.4,25.7,14.7,12.6,53.5,23.6,75.7,41.4,37.9,23.1,54.6,35.3,119.05882352941178
68.4,156.9,37.4,89.2,83.0,100.4,107.2,63.0,43.3,39.9,23.4,28.4,16.0,15.3,52.7,23.4,72.0,40.5,39.3,24.0,60.0,37.9,133.28339768339768
72.5,171.1,37.4,95.7,80.7,103.6,106.5,63.0,43.3,40.5,25.4,27.9,16.9,14.7,55.4,24.4,80.6,44.2,37.1,24.0,56.9,39.0,133.1038732394366
75.7,163.9,37.9,107.0,107.3,106.0,111.1,64.7,40.7,35.8,21.7,25.6,15.3,13.5,52.0,23.4,76.0,46.2,35.9,26.9,57.3,37.5,143.01980198019803
73.3,163.8,37.2,96.2,94.6,107.5,101.5,65.2,42.7,43.0,23.1,26.8,15.6,13.3,51.7,23.7,77.3,44.4,40.0,26.0,56.0,36.7,125.49398496240602
70.4,175.6,40.2,93.0,84.5,105.3,102.8,62.0,40.9,36.0,21.3,27.1,16.1,12.5,57.0,26.2,81.8,48.2,40.6,23.4,59.0,38.3,125.1923076923077
59.0,161.8,36.8,89.5,74.8,96.6,103.5,57.0,37.8,35.5,22.0,24.8,15.0,13.9,53.9,23.5,78.7,40.8,37.1,23.6,56.8,38.1,131.98638132295721
83.5,174.5,42.3,105.0,100.3,111.4,112.0,69.1,42.2,39.5,23.5,28.5,17.2,14.5,57.5,24.8,84.3,46.1,41.4,27.5,58.5,40.1,139.64285714285717
63.5,156.9,36.2,92.5,81.4,104.3,102.5,65.5,41.0,37.4,21.6,27.1,15.3,13.7,49.6,21.5,69.1,40.1,34.4,23.8,54.6,35.5,137.6908396946565
54.6,166.8,35.8,89.5,78.2,92.5,100.4,54.0,34.6,33.2,19.7,23.3,14.7,13.6,55.7,25.0,81.8,39.3,42.8,22.6,54.4,35.8,139.0324427480916
61.0,161.9,36.3,89.5,78.0,99.0,105.0,57.4,37.8,35.8,22.7,25.6,15.7,14.2,52.6,23.0,74.6,44.0,38.9,22.6,56.3,38.2,125.3
82.0,165.7,40.3,110.1,101.6,110.3,108.2,68.4,42.5,40.3,26.3,28.4,16.4,13.5,52.6,23.2,76.6,43.4,36.8,29.3,59.4,38.7,136.524
68.5,162.8,37.9,91.0,84.7,101.7,107.0,62.0,41.4,38.8,21.2,27.5,16.6,15.1,54.0,24.4,76.6,44.7,37.8,23.7,56.2,38.6,124.42181818181818
57.4,166.0,36.5,90.3,80.3,94.5,99.0,57.0,35.9,34.8,21.1,26.0,15.8,13.2,56.1,24.8,83.2,41.0,40.9,23.5,58.0,35.5,119.23783783783783
61.6,168.3,36.5,87.8,73.3,95.3,102.0,56.0,38.9,36.5,22.5,26.0,16.4,13.2,55.9,25.0,78.2,42.6,39.9,22.6,57.9,37.3,106.37307692307691
67.8,167.2,37.8,84.6,86.6,101.7,103.3,61.3,40.8,38.0,21.9,26.4,15.7,13.4,54.6,24.5,82.3,42.7,40.1,20.0,57.8,38.0,120.17045454545455
55.8,162.3,34.7,83.6,74.5,93.7,95.0,55.5,37.8,37.7,21.3,24.8,14.6,12.6,54.1,23.6,77.5,41.2,40.4,22.9,54.8,34.4,111.46666666666665
58.8,167.2,35.5,87.0,70.5,91.7,104.3,56.5,39.3,37.1,22.0,26.1,16.5,15.0,52.8,23.5,79.5,42.3,39.1,22.2,54.6,39.0,127.48846153846152
59.1,161.9,34.4,86.9,78.4,98.4,97.6,58.3,37.2,36.6,21.8,24.6,15.4,13.1,54.6,26.1,77.5,39.9,40.1,24.5,55.1,36.1,105.23046875
51.1,155.8,33.5,79.4,71.2,94.8,95.6,57.2,36.2,34.7,20.4,24.1,14.8,13.5,50.5,22.6,70.7,41.0,36.7,20.1,54.4,34.7,117.04382470119522
59.1,164.9,35.1,84.5,74.2,95.1,101.7,58.3,40.2,38.2,23.8,24.7,16.0,14.4,52.8,24.4,77.3,43.3,39.3,20.5,54.5,37.0,122.73384030418251
67.1,173.0,39.2,88.0,80.5,102.2,102.5,58.5,39.4,37.4,23.9,25.9,16.9,14.7,57.0,24.6,83.6,43.3,41.3,22.7,56.2,38.7,124.23529411764707
52.2,152.7,34.1,84.3,73.0,91.7,97.1,54.4,38.3,37.8,21.5,25.3,15.2,12.5,50.3,22.8,69.3,41.3,36.9,20.3,56.4,34.3,106.56792452830189
56.5,167.0,36.4,83.8,76.1,94.0,103.7,56.2,38.0,34.7,20.9,25.0,15.4,14.5,55.9,23.8,79.2,44.0,40.8,21.3,53.9,38.7,118.0515873015873
77.4,158.3,39.5,107.7,100.0,108.4,111.1,67.1,42.2,40.8,23.4,30.2,16.7,14.8,52.5,23.8,73.4,44.7,37.6,28.3,55.0,38.3,154.28304498269895
73.0,164.3,37.6,96.3,88.5,103.8,105.7,63.5,41.2,42.0,24.0,27.2,16.7,13.0,52.7,23.7,77.6,42.3,38.8,25.8,56.4,36.4,128.17630662020906
66.9,171.7,38.2,101.2,80.0,102.0,107.2,58.2,39.5,37.3,21.4,26.2,16.2,12.5,60.2,27.0,83.7,41.9,41.1,27.4,56.4,36.2,129.60701754385963
71.8,162.3,36.1,100.0,94.5,109.8,108.5,66.7,41.7,36.8,21.2,26.2,15.0,15.0,54.8,25.0,79.8,40.2,41.9,25.5,57.0,38.8,124.59016393442623
59.4,163.0,37.2,86.0,81.0,96.4,101.8,58.0,37.2,36.4,21.3,25.9,15.6,12.2,55.2,24.5,74.7,41.9,38.3,22.2,56.8,36.4,115.38078291814948
68.0,171.0,37.8,92.5,80.8,99.5,107.7,58.3,40.2,38.4,22.7,27.1,16.1,14.5,60.2,25.9,80.2,44.4,40.4,23.5,56.3,38.6,134.6643109540636
77.9,173.0,38.2,100.2,96.1,110.2,111.0,66.4,43.3,36.6,23.4,26.6,16.0,13.4,56.7,25.5,81.5,46.0,40.9,26.7,56.5,38.5,137.1157894736842
69.5,172.5,38.3,96.0,77.2,104.4,104.2,61.0,42.6,41.5,24.7,26.2,16.4,13.5,54.0,24.6,81.4,45.4,39.1,25.5,58.1,37.6,129.06666666666666
75.5,168.0,37.6,95.7,92.8,107.5,106.8,66.5,42.9,41.9,24.6,26.6,16.4,13.7,56.5,25.6,81.3,45.0,39.6,24.4,55.5,37.2,143.37725631768953
64.5,168.2,35.6,92.2,88.9,101.1,101.2,59.8,39.6,36.0,22.6,25.2,15.9,13.5,56.0,25.4,82.6,46.2,41.7,25.1,56.7,35.6,129.43461538461537
84.3,168.0,37.4,115.7,105.0,104.5,113.2,61.5,43.3,40.2,24.7,29.4,17.1,14.0,53.0,23.2,78.6,48.0,38.1,32.2,58.0,38.5,138.6182108626198
68.8,182.9,36.2,91.5,77.7,99.7,105.2,56.6,39.4,38.1,21.9,27.0,17.0,15.0,62.2,27.7,91.7,44.7,43.6,24.3,54.0,39.4,118.33082706766916
64.3,167.5,40.3,88.5,86.6,101.2,104.2,58.6,40.1,35.9,21.5,25.6,15.5,13.8,55.3,24.3,81.5,44.7,39.9,21.8,58.1,38.7,118.52678571428571
68.9,172.7,40.0,104.0,84.2,100.6,110.2,58.8,39.0,35.8,22.1,26.2,16.4,13.8,55.5,24.9,82.5,43.6,44.9,26.1,58.3,39.9,129.57928802588998
65.1,161.5,36.6,100.3,84.2,95.6,103.5,55.6,37.9,36.0,20.7,26.7,16.1,12.4,54.2,23.6,76.5,42.6,39.2,24.8,55.3,35.3,139.74
46.0,149.7,35.5,83.7,69.0,85.0,96.5,49.0,31.9,32.6,19.6,25.4,14.9,12.8,49.0,21.7,69.2,37.1,37.8,20.3,55.9,34.0,113.20344827586207
61.0,161.3,35.4,87.1,75.0,103.7,97.5,61.2,39.1,35.9,21.8,25.2,15.1,12.9,50.2,22.3,73.8,42.7,34.5,23.5,56.2,33.9,123.66049382716051
92.5,177.1,38.5,111.5,95.0,113.7,111.7,71.4,46.5,44.0,24.0,31.5,16.8,13.9,56.8,25.6,83.7,46.3,40.8,30.4,58.0,40.1,141.64495114006513
66.6,158.8,37.1,92.4,82.9,101.0,101.4,61.6,40.2,40.4,24.4,26.2,16.7,12.2,53.0,23.5,73.5,42.0,35.9,24.4,56.1,35.7,124.72243346007606
82.1,173.6,38.9,99.7,99.5,107.5,108.4,66.2,42.3,40.2,25.4,27.9,17.4,14.1,60.5,27.7,87.7,44.8,42.8,25.0,56.0,39.6,132.14474576271186
59.1,166.4,34.6,87.0,76.7,101.4,95.6,58.9,38.8,35.0,21.5,23.6,14.8,12.1,54.5,24.2,79.5,41.6,40.0,23.4,56.7,34.6,129.97165991902835
72.2,158.4,39.0,102.5,89.8,108.6,107.5,64.4,42.3,37.9,22.8,27.8,15.7,13.2,53.8,24.7,74.5,42.4,38.2,27.0,56.1,37.6,148.05555555555554
77.0,171.2,37.0,100.6,94.0,109.7,107.6,66.5,40.7,36.8,21.1,26.2,15.3,14.5,61.0,28.9,87.0,46.4,40.8,27.1,58.8,37.7,126.03471698113208
61.7,165.8,38.7,87.6,78.7,97.8,103.5,58.3,36.7,38.7,22.0,26.2,15.2,14.1,55.3,24.4,79.0,40.9,38.5,20.5,57.0,37.5,119.6076923076923
68.5,164.6,35.7,93.3,81.2,105.6,104.4,66.2,39.6,36.3,20.7,26.1,15.4,13.5,57.1,26.1,82.5,41.0,38.8,24.4,54.7,37.0,129.70975609756096
68.9,172.3,37.9,96.6,82.0,102.6,106.0,60.8,38.3,35.4,22.5,26.2,17.2,14.0,55.2,23.6,81.7,44.0,42.6,25.1,60.0,39.1,115.575
58.7,157.8,37.3,90.0,81.3,100.2,98.8,61.2,35.7,32.2,19.7,24.9,14.9,12.0,51.5,24.0,75.7,40.1,39.7,22.5,59.2,35.0,112.04819277108433
74.2,167.1,37.9,104.0,84.5,105.9,107.0,66.2,40.2,39.4,20.9,27.5,14.9,13.5,56.0,24.8,82.4,43.9,41.6,27.3,56.0,37.1,128.05693950177937
82.0,158.0,39.4,104.5,101.1,113.6,107.8,71.5,41.3,37.8,20.7,28.9,15.4,12.6,52.3,24.1,77.2,45.5,39.9,27.4,58.1,37.5,143.39285714285714
55.7,158.4,36.0,92.5,75.8,96.7,100.1,57.8,37.3,34.0,20.0,24.6,14.7,14.2,52.0,22.1,74.8,43.0,36.5,23.4,52.8,37.1,129.91573033707866
64.8,167.0,38.1,97.5,81.4,92.8,105.0,54.4,37.5,37.1,21.6,28.3,16.3,11.9,54.0,23.7,79.0,43.0,39.3,24.9,55.2,36.6,115.22727272727272
56.6,158.5,36.5,91.0,77.0,94.6,98.5,58.0,37.7,34.0,20.1,23.7,15.0,13.0,52.8,25.0,77.7,39.7,39.0,22.1,58.0,35.3,128.74031007751938
58.4,163.8,37.6,95.2,80.9,94.4,102.5,56.2,36.4,33.7,20.1,25.1,15.9,14.2,51.2,23.7,77.4,45.1,35.4,23.9,53.7,37.6,133.42424242424244
59.9,158.9,37.0,90.7,81.7,101.3,99.0,62.0,37.5,35.5,19.8,24.1,14.0,13.5,55.5,25.8,76.7,43.0,45.5,25.0,60.4,34.7,121.17813765182186
78.5,165.9,38.0,108.9,93.8,106.0,105.0,63.0,43.0,40.8,23.7,27.4,16.0,13.7,54.8,24.1,77.8,44.7,37.7,30.7,56.0,38.0,142.49288135593218
65.4,155.0,37.1,94.3,84.5,101.5,98.5,64.3,41.7,36.4,23.0,27.9,16.0,12.5,50.9,24.5,75.7,42.0,40.0,24.2,59.0,35.5,130.87262357414448
83.8,173.0,40.5,104.7,99.5,106.8,106.9,65.2,42.0,37.9,23.7,30.5,15.8,14.0,58.0,27.2,85.6,48.9,44.0,29.7,56.6,37.0,139.98351648351647
64.4,150.0,39.0,102.7,90.7,107.4,99.0,63.8,37.0,34.3,19.9,23.4,14.3,11.5,48.7,21.5,69.3,39.2,39.3,28.3,52.8,33.0,143.93560606060606
80.9,161.5,39.8,103.8,98.3,106.2,114.3,68.0,43.9,38.9,22.2,28.2,16.3,14.7,56.0,26.1,80.0,45.4,40.7,26.6,57.6,39.6,144.48351648351647
67.7,164.5,38.1,90.6,80.1,104.2,102.6,61.7,44.7,41.4,23.5,26.8,16.0,12.6,53.0,24.6,76.6,40.0,40.1,23.6,60.9,37.2,110.41875
84.7,172.7,40.3,109.5,102.9,109.6,110.5,67.8,42.3,40.3,22.8,27.5,17.2,14.1,55.9,26.4,86.8,49.7,41.8,27.7,57.0,39.2,164.61993243243242
78.1,166.7,37.2,103.2,105.2,109.6,106.0,72.2,44.0,40.8,24.7,27.2,15.5,13.5,61.1,27.3,83.7,48.0,40.2,27.9,59.5,37.6,141.75824175824175
55.2,151.9,36.2,98.1,84.8,90.1,99.0,54.2,37.2,32.7,20.4,24.0,14.5,12.5,50.0,24.1,69.5,44.1,36.4,24.9,55.8,36.2,126.07922535211267
83.2,170.0,42.5,111.3,95.5,105.4,114.9,63.0,40.3,38.8,21.2,27.6,16.1,14.2,56.8,25.4,81.5,48.0,41.8,30.2,60.8,40.0,168.86896551724138
69.4,162.8,38.5,86.0,80.7,106.9,105.6,63.6,41.4,39.9,24.0,25.5,15.8,14.5,51.0,23.4,78.3,42.7,37.9,23.3,58.0,38.4,126.4505928853755
78.6,160.0,38.5,106.8,85.5,110.2,109.0,69.0,44.2,39.8,23.3,27.6,15.7,12.7,54.0,24.3,73.9,45.2,37.2,29.5,55.5,39.4,130.6993006993007
